amenity,name,latitude,longitude,addr:street
bank,Banco Fortaleza,-16.4962721,-68.1737847,
bank,Banco Sol,-16.5110832,-68.1386011,
bank,Banco Economico,-16.4904988,-68.2064759,
bank,Banco Ecofuturo,-16.4902313,-68.2083254,
bank,BancoFie,-17.7511952,-63.188502,
bank,BancoSol,-17.7511716,-63.1884257,
bank,Banco Fie,-16.4999576,-68.1248601,
bank,Mercantil Santa Cruz,-17.7608968,-63.1981427,Santa Cruz
bank,Banco Fassil,-17.7777221,-63.2040654,
bank,Banco Fassil,-17.7853284,-63.1555482,
bank,Banco Ecofuturo,-17.8147887,-63.1833688,
bank,Banco Fassil,-17.8190115,-63.1840081,
bank,GanaValores,-17.7826323,-63.1809948,Santa Cruz de la Sierra
bank,Banco Fassil,-17.7826455,-63.1812412,Santa Cruz de la Sierra
bank,Casa de Salud de La Banca Privada,-17.7830152,-63.1874987,Santa Cruz de la Sierra
bank,Futuro de Bolivia,-17.7890227,-63.1830237,Santa Cruz de la Sierra
bank,Banco Fortaleza,-16.5016016,-68.13248,
bank,Sol Amigo,-17.800444,-63.1520513,
bank,Banco Fie,-17.7847186,-63.1587908,
bank,Banco Fassil,-17.7885148,-63.1624651,
bank,Mercantil Santa Cruz,-17.7658542,-63.1047768,
bank,Banco Fassil,-17.8515795,-63.1823441,
bank,Banco Bisa,-17.783339,-63.1771386,Santa Cruz de la Sierra
bank,Western Union,-17.7906204,-63.196216,
bank,Banco Fassil,-17.8239945,-63.1650328,
bank,Mercantil Santa Cruz,-17.7494273,-63.1766309,
bank,Banco Fassil,-16.5405537,-68.0632825,
bank,SembrarSartawi,-16.5374679,-68.0491601,
bank,Banco Economico,-17.7569413,-63.2003084,
bank,Banco Sol,-16.5379966,-68.0520877,
bank,Banco Fassil,-17.7617683,-63.198034,
bank,Banco Fassil,-17.7499675,-63.1873376,
bank,Los Andes ProCredit,-17.7657697,-63.1953138,
bank,Banco Sol,-17.8057945,-63.153591,
bank,Prodem,-17.7864215,-63.1844252,
bank,Banco Fassil,-17.7907501,-63.1954825,
bank,Gran Grigota,-17.7930293,-63.1912056,
bank,Cooperativa de Morro y Credito San Martin de Porres,-17.7933509,-63.1914109,
bank,Banco Economico,-17.7949938,-63.1926286,
bank,Banco Fassil,-17.7997258,-63.1949653,Santa Cruz de la Sierra
bank,Banco Union - Agencia Roboré,-18.3314238,-59.7543152,Roboré
bank,Banco Economico,-17.7605617,-63.1647174,
bank,Banco Fassil,-17.7550118,-63.1655402,
bank,Banco Sol,-17.7806647,-63.1822255,
bank,Banco Unión,-19.8044928,-63.9575682,
bank,Banco Economico,-17.3336678,-63.2552152,
bank,BANCO FIE AGENCIA IVIRGARZAMA,-17.034175,-64.8609612,
bank,Banco FIE,-21.265718,-63.4695368,
bank,Banco Union,-14.8576278,-66.74849,
bank,Banco FIE -Agencia,-20.4631039,-66.8246088,Uyuni
bank,Cooperativa El Churqui (Western Union),-21.6962086,-64.653285,
bank,Banco Fie,-16.508204,-68.1635082,El Alto
bank,Banco Union,-17.3434283,-63.2479427,
bank,Banco Fiesa,-17.3439576,-63.2476006,
bank,Mercantil Santa Cruz,-16.5106826,-68.1607919,
bank,Banco FIE,-17.3911701,-66.2408445,
bank,Banco Fortaleza,-17.3844414,-66.1586913,Cochabamba
bank,PRODEM,-14.2971607,-67.3370782,
bank,BancoSol,-16.4987072,-68.14082,
bank,Banco Union,-14.2959682,-67.3372365,
bank,Banco FIE - Agencia Simon Lopez,-17.3622421,-66.1816582,Cochabamba
bank,Banco Sol,-16.4975614,-68.1090228,
bank,Banco Unión - Agencia Circunvalacion,-17.3676527,-66.1469611,Cochabamba
bank,Banco Union S.A.,-17.1981242,-64.5362468,
bank,Cooperativa Tukuipaj,-17.355351,-66.1869652,
bank,Prodem - Agencia Cruce Taquiña,-17.3548665,-66.1878471,Cochabamba
bank,Banco Prodem,-17.7548472,-62.9961826,
bank,Banco FIE S.A.,-17.7812634,-63.1817068,
bank,BancoSol,-16.530251,-68.1560021,Municipio El Alto
bank,Prodem,-16.5218212,-68.209906,
bank,Fassil,-16.5219008,-68.2099769,
bank,La Primera,-16.5218639,-68.2099476,
bank,Banco Fie,-16.4944917,-68.1729698,El Alto
bank,Banco sol,-16.5412979,-68.0606334,
bank,Banco Unión,-16.4963421,-68.1317677,La Paz
bank,La Primera FV,-16.4958436,-68.1323411,La Paz
bank,Banco Fassil,-16.5077752,-68.1628908,El Alto
bank,Banco FIE - Agencia Bermejo,-22.7320356,-64.3418171,Bermejo
bank,Banco PRODEM - Agencia Bermejo,-22.732344,-64.342367,Bermejo
bank,Banco PYME Ecofuturo S.A. - Agencia Bermejo,-22.732545,-64.3434959,Bermejo
bank,Banco BNB - Agencia Bermejo,-22.7339401,-64.3439936,Bermejo
bank,Banco Mercantil Santa Cruz - Agencia Bermejo,-22.7337386,-64.3443464,Bermejo
bank,Cooperativa San Jose Bermejo,-22.7319189,-64.342825,Bermejo
bank,Banco Unión,-19.5806164,-65.7594404,
bank,Banco FIE - Agencia Bermejo,-22.7288759,-64.3385863,Municipio Bermejo
bank,Banco FASSIL,-17.1188266,-63.2321888,
bank,Banco Prodem,-17.1192412,-63.2320762,
bank,Banco de Desarrollo Productivo,-17.9150972,-64.5309865,
bank,Banco Fassil,-17.3988021,-63.8270241,
bank,Banco Prodem,-17.4025885,-63.8830497,
bank,Banco Fassil,-17.4025569,-63.8825298,
bank,BBVA Previsión AFP,-16.5231478,-68.1526018,
bank,Cooperativa San Martin de Porres,-17.3945031,-66.1586596,
bank,Banco Unión,-16.5242407,-68.1722048,
bank,Banco Ecofuturo,-19.0457189,-65.2596936,
bank,La Primera EFV,-16.4960452,-68.1455252,
bank,Banco Fassil,-16.5231246,-68.1534031,Ciudad Satélite
bank,La Primera EFV,-16.524123,-68.1515526,Ciudad Satélite
bank,Banco Económico,-17.2750182,-62.554856,
bank,Banco Union,-21.2630404,-63.4702014,
bank,Banco Bisa,-21.2658929,-63.4737224,Villamontes
bank,Banco FIE S.A. Ag. Plan 3000,-17.826659,-63.1341356,
bank,Banco PRODEM S.A.,-17.829921,-63.129105,
bank,Banco Sol S.A. Ag. Plan 3000,-17.828548,-63.129927,
bank,Banco FIE S.A. Ag. El Carmen,-17.8229352,-63.1444682,
bank,Mutual La Primera,-17.8269033,-63.1346409,
bank,Banco FIE S.A.,-17.7622953,-63.1611539,
bank,PRODEM,-16.4957833,-68.1462974,
bank,Crecer Credito,-17.949615,-67.1116986,
bank,Cooperativa Agua de Castillo,-17.9809565,-67.1238492,
bank,Banco FIE,-17.9778388,-67.1321493,
bank,Banco ECOFUTURO,-17.9785124,-67.133713,
bank,Cooperaqti,-17.9531945,-67.1087014,
bank,Westen union,-17.782767,-63.1830582,
bank,,-17.7827454,-63.1830385,
bank,,-17.7828301,-63.1831008,
bank,,-17.7827369,-63.1830371,
bank,Banco BISA,-16.5290212,-68.102812,La Paz
bank,Coorperativa de Ahorro y Crédito San Roque LTDA.,-19.123535,-64.3235107,
bank,Servicio de Ahorro y Crédito CRECER,-19.1225897,-64.3238989,
bank,ECOFUTURO,-19.1226392,-64.3240686,
bank,Cooperativa Magisterio Rural,-19.1240032,-64.3242805,
bank,Agropecuaria El Productor,-19.1224118,-64.3243583,
bank,FIE,-16.5020514,-68.1053496,
bank,Banco Fortaleza Agencia Patacamaya,-17.2413131,-67.9078488,Patacamaya
bank,Banco Pyme Ecofuturo,-17.2404823,-67.9087069,Patacamaya
bank,Banco Union,-21.8280475,-63.7430124,
bank,Cooperativa el Churqui Caraparì,-21.8280612,-63.7419895,
bank,San José de Bermejo,-21.8282442,-63.7429819,
bank,"Banco Prodem, Agencia Patacamaya",-17.2399768,-67.909713,Patacamaya
bank,,-16.499103,-68.132149,
bank,,-17.7680609,-63.1941129,
bank,Banco Mercantil Santa Cruz,-17.3362352,-67.7396705,Sica Sica
bank,Banco para el Fomento a Iniciativas Económicas S.A.,-17.3734123,-67.6767796,
bank,E-fectivo ESPM S.A.,-17.3740954,-67.6734263,
bank,Banco Unión,-17.6397014,-67.2195064,
bank,Banco PYME Ecofuturo,-17.6394479,-67.2191156,
bank,Banco Prodem,-17.6393083,-67.2198028,
bank,E-fectivo ESPM,-17.6390699,-67.2199983,
bank,Banco PYME Los Andes,-17.6389438,-67.2200834,
bank,Banco Union,-19.3073312,-64.3023318,
bank,Cooperativa La Merced,-17.7548983,-62.9963395,
bank,Banco Sol,-17.7548574,-62.9955711,
bank,Banco Fassil S.A.,-17.7547117,-62.9956215,
bank,Banco FIE,-16.4944621,-68.1484437,
bank,Banco Unión,-19.0364433,-65.2591413,
bank,Banco Prodem,-16.5008328,-68.1398919,
bank,Cooperativa Loyola,-17.3941065,-66.1542288,
bank,Banco BISA,-17.3959745,-66.157155,
bank,Banco Ecofuturo,-17.3965813,-66.1569384,Cochabamba
bank,Banco Económico,-17.3960569,-66.1570206,
bank,Cooperativa Quillacollo,-17.395892,-66.157035,
bank,Banco PRODEM,-16.0438041,-68.6858353,Achacachi
bank,Banco Fie,-16.0444248,-68.6848087,Achacachi
bank,Banco Sol,-17.4035107,-66.0404205,
bank,Banco Unión,-17.400574,-66.0382788,
bank,Banco FIE,-19.5740058,-65.7586138,
bank,Eco futuro,-16.0437378,-68.6845277,
bank,Union,-16.5191934,-68.2071797,
bank,Banco Nacional de Bolivia,-20.4618946,-66.8234841,
bank,Banco Fie,-22.0911025,-65.5966361,
bank,Banco Fie,-14.8587812,-66.7469307,
bank,Sembrar sartawi,-22.0904333,-65.5957771,
bank,Prodem,-17.4105235,-66.1508201,
bank,Banco Unión,-17.4103992,-66.1512873,Cochabamba
bank,Mercantil Santa Cruz,-17.4105674,-66.1508204,
bank,Diaconia,-17.4101311,-66.1511669,
bank,Comarapa,-17.4105087,-66.1498944,
bank,Banco Mercantil Santa Cruz,-20.4599553,-66.8216215,Uyuni
bank,Banco Sol Amigo,-16.4688964,-68.1146613,
bank,CRECER,-16.5117419,-68.1655648,
bank,Banco Fasil,-16.5218092,-68.2100485,
bank,Banco Prodem,-16.5217295,-68.2099697,
bank,Banco Ganadero,-16.5408238,-68.0804235,
bank,Banco FIE S.A.,-17.7995024,-63.13504,
bank,Banco Mercantil Santa Cruz S.A.,-17.8006098,-63.1353371,
bank,Banco Economico,-16.4986001,-68.1344555,
bank,Banco Unión S.A.,-16.9962567,-65.2460885,
bank,Banco Económico,-16.507651,-68.1633086,El Alto
bank,BancoSol,-16.5076905,-68.1631546,El Alto
bank,Banco FIE Pampahasi,-16.5022403,-68.1053655,
bank,Banco fie,-17.9725507,-67.1045854,
bank,Banco Nacional de Bolivia,-17.9720567,-67.1057663,
bank,Banco FIE S.A.,-17.8419184,-63.1122113,
bank,Banco Unión,-21.5338656,-64.7334164,
bank,Banco Fie,-21.5333673,-64.7337492,
bank,Fondeco,-21.5185274,-64.7399972,
bank,Banco Fassil - Agencia,-20.463177,-66.8247065,Uyuni
bank,Cooperativa Jesús Nazareno,-17.761407,-63.1623835,
bank,Banco union,-14.0793064,-66.791922,
bank,Banco BCP,-19.5834518,-65.7555813,
bank,Banco Unión,-17.3770568,-66.1814756,
bank,Pro Mujer,-16.5031333,-68.1673339,
bank,Banco Union,-16.4994507,-68.1260358,
bank,Banco Economico,-16.499263,-68.1403608,
bank,Banco Unión,-16.491072,-68.1722918,
bank,Banco de Crédito BCP,-16.5233802,-68.1519946,Ciudad Satélite
bank,Banco Fassil,-21.5218754,-64.7417574,
bank,Mercantil Santa Cruz S.A.,-16.5230274,-68.1528695,Ciudad Satélite
bank,Banco FIE,-17.3980632,-66.1566821,
bank,Banco Prodem,-17.3966828,-66.1575805,
bank,Banco Fassil,-17.39658,-66.1570643,Cochabamba
bank,Banco,-15.7729067,-68.6494677,
bank,Banco Fassil S.A.,-17.8420879,-63.1106,
bank,Banco Fassil,-17.387255,-66.1557221,Cochabamba
bank,Cooperativa San Martin de Porres,-20.0375178,-63.5202173,
bank,Banco Prodem,-17.4318029,-66.1275767,
bank,Banco Sol Los Lotes,-17.8634666,-63.1601329,
bank,Banco Fassil S.A.,-17.8234102,-63.1336851,
bank,Banco Fassil,-16.490364,-68.2077475,
bank,BNB SAFI,-16.4991295,-68.1341709,
bank,BNB,-19.0510906,-65.2616907,
bank,BNB LEASING,-16.4991116,-68.1340703,
bank,Banco Mercantil Santa Cruz - Agencia,-19.0471887,-65.2580349,Sucre
bank,Mercantil Santa Cruz,-19.570224,-65.7548127,
bank,Banco Bisa,-19.5779547,-65.7543782,
bank,Banco Ecofuturo,-19.5876796,-65.7548403,
bank,Banco Fie,-18.9012412,-66.7743691,
bank,Banco Union,-18.9010302,-66.7743735,
bank,Banco Ecofuturo,-18.9014774,-66.7747187,
bank,Banco Union - Agencia Uyuni,-20.4640962,-66.8254899,Uyuni
bank,BancoSol,-16.5585835,-68.192597,
bank,Prodem,-14.441021,-67.5287199,
bank,Banco Union,-15.8959379,-63.1899115,
bank,Banco Prodem,-16.5388447,-68.0784035,
bank,Banco Unión,-16.5053479,-68.1622336,El Alto
bank,Banco Nacional de Bolivia,-16.5405494,-68.0788328,
bank,Banco Fie,-16.5096195,-68.1603807,Municipio El Alto
bank,Cooperativa La Merced Ltda,-18.1794774,-63.8754073,Samaipata
bank,Banco EcoFuturo,-15.8327823,-67.5652601,Caranavi
bank,Banco de Crédito (BCP),-17.7865476,-63.1852339,
bank,Banco Nacional de Bolivia (BNB),-17.3912683,-66.2385979,
bank,Banco Fassil,-16.4995619,-68.1399098,
bank,Banco Sol,-10.9984998,-66.0760577,Riberalta
bank,BMSC,-10.9983179,-66.0749434,Riberalta
bank,Banco Ganadero,-10.9982433,-66.0744501,Riberalta
bank,Banco Bisa,-10.9987049,-66.0743473,Riberalta
bank,Banco Prodem,-10.9983205,-66.0743849,Riberalta
bank,Banco Fie,-11.0005532,-66.0783036,Riberalta
bank,Banco Prodem,-10.9999991,-66.0772424,
bank,Banco Union,-10.99916,-66.0756569,Riberalta
bank,BNB,-10.9999068,-66.0750026,Riberalta
bank,,-17.9778954,-67.1425819,
bank,Cooperativa Cristo Rey,-17.3896996,-66.1708411,
bank,Banco EcoFuturo,-10.9994901,-66.0757084,Riberalta
bank,Banco Union,-11.003642,-66.0546,
bank,Banco BISA,-17.3755683,-66.1501455,Cochabamba
bank,Banco Fie,-21.4441698,-65.7195947,
bank,Banco Nacional de Bolivia BNB,-16.5247485,-68.1494298,
bank,BancoSol,-16.4864176,-68.1918263,
bank,BancoSol,-16.5420366,-68.1983273,
bank,Banco Económico,-16.4957687,-68.1489271,
bank,Banco Sol,-16.4962439,-68.1166836,
bank,Banco Los Andes ProCredit,-17.3729468,-66.1582824,
bank,Banco Fie,-16.5299287,-68.100734,La Paz
bank,BNB MYPE EL TEJAR,-16.4959748,-68.1488023,
bank,Banco de Crédito de Bolivia,-16.4955433,-68.1448103,
bank,Banco Ecoguturi,-17.2647673,-62.5556135,
bank,Banco Union,-17.266581,-62.5565213,
bank,Banco Union SA.,-17.4018142,-63.8828406,
bank,Banco Popular,-16.500585,-68.1053793,
bank,Banco Union S.A,-13.2624404,-64.0550539,Magdalena
bank,Inca Huasi,-17.3966606,-66.1559403,
bank,Banco Fie,-16.5486065,-68.1915368,
bank,Banco de la Comunidad,-17.3737804,-66.1453879,
bank,Banco Unión,-21.5206733,-64.7428005,
bank,Cooperativa Jesús Nazareno,-18.123383,-63.9579281,
bank,Cooperativa de Ahorro y Crédito El Progreso Srl.,-18.1233352,-63.9579843,Mairana
bank,Banco Sol,-17.4401279,-66.1175089,
bank,Banco Fassil,-17.267897,-62.5566516,
bank,Mercantil Santa Cruz,-17.2678859,-62.5555837,
bank,Banco Union,-17.3961396,-66.3188716,
bank,Banco Fie,-16.4982548,-68.174696,
bank,Banco Sol,-16.4950273,-68.1536156,
bank,BCP,-19.0332051,-65.2548244,
bank,BancoSol,-16.5168191,-68.1655261,
bank,Blanco Union,-17.5909227,-65.9326463,
bank,Cooperativa de Ahorro y Credito San Martin,-19.5891193,-65.7488961,Potosí
bank,Pro Mujer,-16.4961941,-68.1166954,
bank,Banco FIE,-16.4759014,-68.2749869,El Alto
bank,Sagrada familia,-16.475829,-68.2725308,
bank,Cooperativa Diaconia,-16.4761154,-68.2737642,Municipio El Alto
bank,Banco Ganadero,-17.342155,-63.2564226,
bank,Banco BCP,-17.3429397,-63.256027,
bank,Banco Fortaleza,-17.3432495,-63.2556407,
bank,Banco Nacional de Bolivia,-17.3427976,-63.2557306,
bank,Banco Fassil,-17.3427105,-63.2556032,
bank,Banco Fassil,-17.3416634,-63.25528,
bank,Banco Mercantil Santa Cruz,-17.3430549,-63.2557748,
bank,Bisa,-16.4956156,-68.1477725,
bank,Mercantil Santa Cruz,-16.4955657,-68.1477705,
bank,BNB - Banco Nacional de Bolvia,-17.7955024,-63.1775079,
bank,EcoFuturo,-16.4905678,-68.1401388,
bank,Banco Sol,-17.9715266,-67.0940667,Oruro
bank,Banco Unión,-17.9702361,-67.0984594,Oruro
bank,FIE,-16.4955918,-68.1173429,
bank,Banco Fortaleza,-17.4049906,-66.1555002,
bank,Banco FIE,-17.4308745,-66.1280596,
bank,COOPERATIVA PIO XII,-17.3778316,-66.1587352,
bank,BancoSol,-16.5334733,-68.1602244,
bank,,-17.419095,-66.1486525,
bank,Diaconia,-16.5554319,-68.6796106,
bank,,-17.3925417,-66.15923,
bank,,-17.3929788,-66.1616995,
bank,,-17.3919993,-66.1591115,
bank,Banco FIE Agencia Heroínas,-17.3937222,-66.1695376,
bank,Banco Fie,-17.4018215,-66.1532043,
bank,Pro Mujer,-16.1640223,-69.0880567,
bank,Banco FIE,-17.5129361,-63.1667869,Warnes
bank,Banco Mercantil Santa Cruz,-14.8342275,-64.9038863,
bank,Banco Nacional de Bolivia,-17.7489925,-63.2155003,Municipio Porongo (Ayacucho)
bank,,-19.5777451,-65.7658611,
bank,Banco Ecofuturo,-15.3105166,-68.2163238,
bank,Banco Unión,-19.8954816,-63.7509019,
bank,Banca Los Andes PyME,-21.5224275,-64.7413984,
bank,Cooperativa de Ahorro y Credito Madre y Maestra,-21.5291209,-64.7343072,
bank,Banco Bisa,-21.5399202,-64.7245364,
bank,"BancoSol, ATM SUR",-21.5382984,-64.7239838,
bank,Banco Económico - Agencia,-17.9707627,-67.1122764,Oruro
bank,BNB - Las Torres Mall,-16.5092775,-68.1233609,La Paz
bank,Banco Bisa,-19.0256478,-57.7107957,
bank,Banco Union,-19.0280214,-57.7105425,
bank,Banco Unión,-18.4662905,-66.5698511,Uncía
bank,Autobanco BISA,-16.512066,-68.1643544,
bank,DIACONIA,-16.5106254,-68.1635968,
bank,BancoSol,-16.4860143,-68.2065854,El Alto
bank,Banco Fassil,-21.2649584,-63.4732272,Villa Montes
bank,Banco Fassil SA,-22.014867,-63.6790038,Yacuiba
bank,Banco Económico,-22.0131534,-63.678189,Yacuiba
bank,Banco Fie,-21.4176203,-64.7494591,
bank,Banco Unión,-21.4182635,-64.7493292,
bank,Banco Prodem,-17.4035964,-66.0398663,
bank,Banco EcoFuturo,-15.4981373,-67.8795414,Guanay
bank,Banco Fie,-16.5784131,-68.1683473,
bank,Banco BISA,-16.5783796,-68.1681553,
bank,,-17.0350367,-64.8640042,
bank,BNB,-16.5788958,-68.1681767,
bank,BancoSol,-16.5789394,-68.1681609,
bank,Banco de Desarrollo Productivo BDP,-17.0844433,-66.8196942,
bank,Banco Union,-16.0410315,-68.6852467,
bank,Cooperativa San Francisco de Asís,-17.0839889,-66.8193113,Independencia
bank,Banco Fortaleza,-16.5702308,-68.0854843,Municipio Nuestra Señora de La Paz
bank,Banco Sol,-16.5698004,-68.085764,Municipio Nuestra Señora de La Paz
bank,Banco Fassil,-17.8002271,-63.1709184,Santa Cruz de la Sierra
bank,Futuro de Bolivia,-16.9723804,-65.4163587,Villa Tunari
bank,Ffr,-17.8244495,-63.2474264,
bank,Cooperativa La Merced Western Union,-15.8953489,-63.1883413,
bank,Banco FIE,-15.8941986,-63.1886234,
bank,Banco PRODEM,-15.8942943,-63.1886231,
bank,BancoSol,-16.5370551,-68.1779224,
bank,Mercantil Santa Cruz,-16.4953203,-68.1448516,
bank,BNB Valores,-16.4990742,-68.1341238,
bank,BancoSol,-16.4758586,-68.2752059,El Alto
bank,Banco Mercantil Santa Cruz,-17.2919886,-63.8448736,San Juan de Yapacani
bank,Banco Mercantil Santa Cruz,-17.2918061,-63.8448553,
bank,BNB,-18.28774,-66.8364466,
bank,Banco Fassil,-17.7760572,-63.1823924,
bank,Banco Bisa,-16.5423248,-68.0779511,
bank,DIACONIA,-16.5113452,-68.1429345,
bank,BancoSol,-16.4741328,-68.1502867,La Paz
bank,Banco Prodem,-18.491874,-64.1072716,Vallegrande
bank,Cooperativa San Mateo,-18.4896437,-64.1071285,Vallegrande
bank,Agencia Banco Union,-16.3603719,-58.4016523,San Matias
bank,Cidre IFD,-18.4905336,-64.1059704,Vallegrande
bank,Agencia Banco Union,-18.4903486,-64.1084454,Vallegrande
bank,Banco Nacional de Bolivia,-17.8935045,-63.3304583,
bank,Banco Fortaleza,-16.4958039,-68.1535847,
bank,Agencia El Kenko BancoSol,-16.5600547,-68.1942734,
bank,Agencia Cooperativa Jesus Nazareno,-17.7656037,-63.1240623,Santa Cruz de la Sierra
bank,Agencia Banco Fortaleza,-17.7823353,-63.1628113,Santa Cruz de la Sierra
bank,Banco Mercantil Santa Cruz,-16.5059648,-68.16389,
bank,BancoSol,-16.5363876,-68.1648281,
bank,BMSC - Agencia Tiquipaya,-17.3385862,-66.221244,Tiquipaya
bank,Banco de Desarrollo Productivo BDP,-16.5021647,-68.1303514,
bank,Banco Prodem - Agencia,-18.0547207,-64.1228874,Los Negros
bank,Banco Unión,-18.1351675,-65.763091,
bank,Financiera,-17.4011558,-66.1533757,
bank,Sembrar Sartawi,-16.1887577,-67.7279078,
bank,Banco Union - Agencia Quillacollo,-17.3967937,-66.2786518,Quillacollo
bank,Banco Fassil,-17.8271432,-63.2259427,Barrio El Bajio
bank,Banco de Crédito BCP - Agencia 25 de Mayo,-17.5097843,-63.1679241,
bank,Cooperativa Pio X,-17.4032849,-66.0407025,
bank,Banco Fortaleza,-17.4040467,-66.0387331,
bank,Banco Unión,-16.4982272,-68.1646584,
bank,Banco Prodem,-17.7149192,-66.2622313,Capinota
bank,Banco Union,-17.710013,-66.2652298,Capinota
bank,Banco Bisa,-16.4987146,-68.1422255,
bank,Banco Sol,-16.5649126,-68.203104,
bank,Cooperativa El Chorolque,-21.5332185,-64.7328475,Tarija
bank,Banco Union,-16.299783,-68.5321091,Batallas
bank,Banco FIE,-16.2991083,-68.5314037,Batallas
bank,Banco Sol,-21.5376539,-64.7540544,Tarija
bank,Banco Fie,-21.6954312,-64.6533781,Uriondo
bank,Idepro,-21.6957131,-64.6531771,Uriondo
bank,Banco Ecofuturo,-21.695581,-64.6532738,Uriondo
bank,Banco Ecofuturo,-21.6965436,-64.6546762,Uriondo
bank,Banco Fassil,-21.5334282,-64.7337025,
bank,Banco Fie,-21.6219353,-64.8181069,
bank,Banco Union,-21.5254825,-64.1715579,
bank,Banco Prodem,-21.5255385,-64.1723027,
bank,Banco Fie,-21.5254549,-64.1718025,
bank,Cooperativa Magisterio Rural Limitada,-21.5262798,-64.1716879,
bank,Banco Union -Agencia Charagua,-19.790259,-63.1964891,Charagua
bank,Banco EcoFuturo,-19.7895598,-63.1979638,Charagua
bank,Banco Fie,-17.407999,-66.1563302,
bank,Banco de Desarrollo Productivo,-16.4107783,-67.5250774,
bank,Agencia Sembrar Sartawi IFD,-20.1020343,-65.1340743,San Lucas
bank,Sembrar Sartawi IFD,-16.5379314,-68.048896,
bank,Agencia SembrarSartawi IFD,-19.0339026,-65.2518675,Sucre
bank,SembrarSartawi IFD,-16.1885823,-67.7277926,Coroico
bank,SembrarSartawi IFD,-16.5105592,-68.1633798,El Alto
bank,Sembrar Sartawi IFD,-15.8325237,-67.5649368,
bank,SembrarSartawi IFD,-15.8326956,-67.564966,Caranavi
bank,Banco de Crédito de Bolivia SA,-16.4953025,-68.1350573,
bank,Banco Nacional de Bolivia,-17.3969129,-66.2804043,
bank,Banco Economico,-17.7951059,-63.1348605,
bank,Banco Fassil,-17.7978173,-63.1343384,Santa Cruz de la Sierra
bank,Banco Fassil,-17.3954248,-66.2816204,Quillacollo
bank,Banco BCP - Agencia Quillacollo,-17.3958429,-66.2813528,Quillacollo
bank,Banco Fies,-17.3946102,-66.2804877,Quillacollo
bank,Banco Mercantil Santa Cruz,-18.1723965,-67.0212264,Machacamarca
bank,Cooperativa El Buen Samaritano - Agencia Villa Tunari,-16.9740429,-65.4182116,Villa Tunari
bank,Banco Fie,-16.4938367,-68.1439997,
bank,BNB - Mini Agencia Tiquipaya,-17.3325748,-66.2263856,Cochabamba
bank,Cooperativa Loyola Ltda - Agencia Tiquipaya,-17.3376832,-66.2188441,Tiquipaya
bank,Banco BISA,-16.499581,-68.1335055,
bank,Banco Nacional de Bolivia,-17.3943031,-66.1694463,
bank,Banco Fie,-16.4935576,-68.1398914,
bank,Banco de Desarrollo Productivo,-17.2379743,-67.9116114,
bank,BancoSol,-16.4951584,-68.174133,
bank,BANCOMUNIDAD,-16.496823,-68.1739447,
bank,BANCO NACIONAL DE BOLIVIA S.A.,-16.4988675,-68.1342529,
bank,Banco BISA,-16.3994714,-67.7368032,
bank,Banco Fassil,-16.6536168,-68.3022071,
bank,Banco Prodem,-16.6535268,-68.3021924,
bank,Banco Fie,-16.6534002,-68.3021687,
bank,BancoSol,-16.6533256,-68.300431,
bank,Banco Nacional de Bolivia - Agencia Simón Lopez,-17.366191,-66.1707406,Cochabamba
bank,Banco,-17.2215613,-62.9027431,
bank,Banco Unión,-17.8222253,-63.1454222,
bank,Banco Bisa,-17.8220593,-63.1455791,
bank,Banco Fassil,-17.3380237,-66.2191946,Tiquipaya
bank,Banco Economico,-17.38215,-66.1188941,
bank,Agencia Aranjuez,-21.5500383,-64.6943682,
bank,Banco FIE - Agencia Camargo,-20.6412967,-65.2105364,Camargo
bank,Agencia Sur,-21.538132,-64.7241155,
bank,Agencia Fatima,-21.5380078,-64.7240809,
bank,Agencia Luis de Fuentes,-21.5384748,-64.7242433,
bank,Agencia SENAC,-21.5386226,-64.7482935,
bank,Agencia La Tablada,-21.537943,-64.7493407,
bank,Agencia Mercado Uyuni,-19.5795022,-65.7527542,
bank,Agencia San Roque,-19.5788729,-65.7532551,
bank,Oficina Regional Banco FIE,-19.0429435,-65.2516943,
bank,Banco Bisa,-17.777204,-63.1422822,
bank,CIDRE IFD,-18.9014996,-66.7731171,
bank,Banco Economico - Agencia Los Pinos,-16.5456923,-68.0702412,La Paz
bank,Mutual La Paz - Agencia Los Pinos,-16.545701,-68.0702953,La Paz
bank,Banco Ecofuturo,-16.5074197,-68.1633198,
bank,La Primera E.F.V.,-16.5064329,-68.1615495,
bank,BancoSol,-16.5092062,-68.1589815,El Alto
