amenity,name,latitude,longitude,addr:street
bank,Cooperativa Catedral de Tarija,-21.5326533,-64.7174212,
bank,Banco Fie,-16.9054958,-62.6183291,
bank,Banco Union,-16.9090187,-62.6188686,
bank,Banco Fassil,-16.912506,-62.6188106,
bank,Banco Prodem,-16.9125898,-62.6187836,
bank,Cooperativa San Antonio,-17.4031654,-66.1550271,
bank,Banco Unión,-17.3846771,-66.158522,Cochabamba
bank,Gretel Rojas,-17.8152484,-63.130762,
bank,Fie,-17.4033881,-66.0403727,
bank,Banco FIE,-16.4981621,-68.1410368,
bank,BNB,-16.4997182,-68.1414226,
bank,,-17.7731783,-63.203381,
bank,bnb24,-19.0529284,-65.253029,
bank,,-17.764729,-63.1494328,
bank,Mercantil Santa Cruz,-17.7859928,-63.1846953,
bank,Banco Unión,-21.5408349,-64.7251474,
bank,,-17.3994018,-66.0496152,
bank,Prodem,-16.5050888,-68.1209475,
bank,Banca Jesús Nazareno ATM,-18.9663806,-57.7993418,
bank,Banca Union ATM,-18.9661844,-57.7991895,
bank,Banco Union,-17.8436695,-60.7393622,
bank,Banco Ecofuturo,-17.843647,-60.7398438,
bank,Banco Prodem,-17.8437843,-60.7394196,
bank,Western Union,-17.8437816,-60.7392631,
bank,Banco Fassil,-17.7805639,-63.1650538,
bank,Banco Fassil,-17.4595506,-63.6602051,
bank,Banco Fassil,-17.7748427,-63.1835549,
bank,Banco Mercantil Santa Cruz,-16.5078232,-68.1261578,La Paz
bank,Banco Los Andes Pro-Credict,-17.3800201,-66.151279,
bank,BancoSol,-16.9111714,-62.6192461,
bank,Cooperativa de Ahorro y Crédito Pío X,-17.3746174,-66.1570615,Cochabamba
bank,Banco BISA,-17.969216,-67.1142027,
bank,ATM Banco de Crédito BCP,-17.7641209,-63.1617385,
bank,Banco Bisa,-17.7646736,-63.1612696,
bank,Banco FIE,-16.5100034,-68.143396,Municipio Nuestra Señora de La Paz
bank,Banco Sol,-16.5116567,-68.1427051,
bank,BancoFie,-16.1886767,-67.7278532,
bank,Los Andes Pro Credit,-16.4919237,-68.1384286,
bank,Banco Unión,-16.5451772,-68.0785521,La Paz
bank,La Primera EFV,-16.5003081,-68.1344087,
bank,Banco Unión,-16.5015782,-68.1331236,
bank,Banco Mercantil Santa Cruz,-16.501513,-68.133195,
bank,Banco Sol,-16.5015523,-68.1331645,
bank,Banco Fortaleza,-16.5007702,-68.1338961,
bank,Banco Bisa,-11.0230573,-68.7571578,
bank,Banco Mercantil Santa Cruz (BMSC),-16.5086562,-68.1640672,El Alto
bank,Banco Union,-16.5090726,-68.1642402,El Alto
bank,Banco Nacional de Bolivia (BNB),-16.506491,-68.1638088,El Alto
bank,Banco BCP,-16.507382,-68.1641286,Municipio El Alto
bank,Ahorro y Credito,-16.5841164,-68.1853468,
bank,Banco Fie,-16.5667117,-68.22076,
bank,Banco Fassil,-16.5663793,-68.2204164,
bank,BancoSol,-16.5661483,-68.2202177,
bank,Banco Union,-16.5352691,-68.1907436,
bank,Banco Fortaleza,-16.5351946,-68.1906176,
bank,Banco Ecofuturo,-16.5351617,-68.1905663,
bank,BCR,-16.5351245,-68.1905049,
bank,Banco Fassil,-16.5350953,-68.1904598,
bank,Banco Bisa,-16.535063,-68.190423,
bank,Banco Prodem,-16.5350385,-68.1903748,
bank,Banco Fie,-16.5347737,-68.1901629,
bank,BancoSol,-16.5346694,-68.1900984,
bank,BancoSol,-16.5256861,-68.2170482,
bank,BancoSol,-16.4949536,-68.1933591,
bank,BCP,-16.499757,-68.174692,
bank,Banco Fie,-16.4935205,-68.1405668,
bank,Banco Proderm,-16.4963856,-68.1396693,
bank,Banco Mercantil Santa Cruz,-16.5145821,-68.1290209,
bank,Banco Unión,-16.5143675,-68.1289957,
bank,Banco Sol,-16.4997549,-68.1320368,
bank,Banco Fassil,-16.499401,-68.1329955,
bank,Banco Prodem,-16.4987358,-68.1341797,
bank,Banco Ganadero,-16.4992099,-68.1338717,
bank,Banco Fie,-17.387539,-66.1606031,
bank,Banco Bisa,-16.5021508,-68.1327982,
bank,Banco Fie,-16.4939738,-68.1367961,
bank,Banco Prodem,-16.4936144,-68.1369468,
bank,Banco Mercantil Santa Cruz,-16.4934443,-68.1369991,
bank,Banco Union,-16.4932123,-68.1370668,La Paz
bank,Banco Sol,-16.4844401,-68.1235001,
bank,BNB,-16.4825284,-68.1222788,
bank,Banco Bisa,-16.4805127,-68.1214447,
bank,Banco Prodem,-16.4795085,-68.1209948,
bank,Banco Fassil,-16.4792013,-68.1208346,
bank,Ahorro y Crédito,-16.4679287,-68.1140133,
bank,Banco Comunidad,-16.4821619,-68.1217878,
bank,Banco Fortaleza,-16.4815551,-68.121587,
bank,Banco Union,-16.4789053,-68.1203794,
bank,Banco Prodem,-16.4774531,-68.1194968,
bank,Banco Fie,-16.4686305,-68.1143382,
bank,Banco Sol,-16.4655202,-68.1191705,
bank,Banco Sol,-16.4852537,-68.1283826,
bank,Banco Fie,-16.4858647,-68.1296478,
bank,Banco Unión,-16.4912314,-68.1397496,
bank,Banco Bisa,-16.496398,-68.1350454,
bank,Banco Sol,-16.4958975,-68.1322353,La Paz
bank,Banco Bisa,-16.4988841,-68.1338562,
bank,Banco Fie,-16.4989347,-68.1337327,
bank,Banco Fie,-16.509865,-68.1270243,La Paz
bank,SembrarSartawi IFD,-16.504779,-68.1370936,La Paz
bank,Banco de Brazil,-16.5129526,-68.123717,
bank,Banco Comunidad,-16.5095873,-68.1269264,La Paz
bank,Los Andes ProCredit - Banco PyME,-16.5100953,-68.1270388,
bank,Sembrar Sartawi IFD,-16.5117623,-68.1270597,La Paz
bank,Banco Bisa,-16.4979578,-68.1244177,
bank,BCP,-16.5011895,-68.1229703,
bank,Banco Fassil,-16.5000988,-68.1237743,
bank,Banco Sol,-16.4989563,-68.123874,
bank,BNB,-16.4954535,-68.1224042,
bank,Banco Bisa,-16.4852618,-68.122356,
bank,Banco Proderm,-16.4960692,-68.1165411,
bank,Banco Comunidad,-16.4956097,-68.1174635,
bank,Banco Sol,-16.5081564,-68.1127569,
bank,Banco BCP,-16.5269059,-68.1072191,
bank,Banco Nacional de Bolivia - Obrajes,-16.5298367,-68.1007212,La Paz
bank,Banco Mercantil Santa Cruz,-16.5322127,-68.086929,
bank,Banco Nacional de Bolivia,-16.5324076,-68.0867934,
bank,BCP,-16.5325376,-68.0867595,
bank,Banco Bisa,-16.5326646,-68.0867133,
bank,Banco Fassil,-16.5126306,-68.1210204,
bank,Banco Sol,-16.504567,-68.1438055,
bank,Banco Union,-17.7837452,-63.1801664,
bank,BLS,-17.7819424,-63.1860739,Santa Cruz de la Sierra
bank,Banco Sol,-16.5233161,-68.1064053,
bank,Banco Mercantil Santa Cruz,-16.530005,-68.1008302,La Paz
bank,Banco Union,-17.7827928,-63.1718429,
bank,BNB,-16.5350961,-68.1902257,
bank,La Primera,-16.5302404,-68.1004998,La Paz
bank,Banco Prodem,-17.7808256,-63.1729241,
bank,BancoSol,-16.5455691,-68.1746505,
bank,Los Andes ProCredit - Banco PyME,-16.5341744,-68.1898591,
bank,Banco Economico,-16.5340795,-68.189816,
bank,BancoSol,-16.5244651,-68.1810641,
bank,Jesús Nazareno,-17.7867163,-63.1855944,
bank,Banco Bisa,-17.7934561,-63.18045,
bank,Banco Fassil,-16.533164,-68.0743181,
bank,Banco Fassil,-17.7937036,-63.2045927,
bank,Banco Economico,-16.5450925,-68.0780275,La Paz
bank,Pirai Ltda.,-17.7893123,-63.1807771,
bank,Mercantil Santa Cruz,-16.4956032,-68.1360087,
bank,Banco Económico,-16.4956664,-68.1342859,
bank,Banco Union,-16.4953376,-68.1339359,
bank,Banco Economico,-16.5125667,-68.122758,
bank,PYME ECOFUTURO,-17.0343545,-64.8571113,Ivirgarzama
bank,BancoSol,-16.4888787,-68.1676816,Municipio Nuestra Señora de La Paz
bank,BancoSol,-16.5164411,-68.1678659,
bank,Banco Fie,-16.4920165,-68.1629439,
bank,Comarapa,-17.806933,-63.2022655,
bank,Banco BCP,-17.8015012,-63.1960808,Santa Cruz de la Sierra
bank,Banco Prodem,-16.4958147,-68.1464322,
bank,Banco Fie,-16.494932,-68.1524691,
bank,Cooperativa La Merced,-17.8096637,-63.1901207,Santa Cruz de la Sierra
bank,Banco Fie,-17.8104772,-63.190066,
bank,BancoSol,-16.5153003,-68.1559295,
bank,Banco Union,-16.4989681,-68.1519738,
bank,Banco Fassil,-16.4947884,-68.152287,
bank,Banco Ganadero,-17.7706342,-63.1227641,
bank,Banco Economico,-17.7702494,-63.1217335,
bank,Crédito Ayni,-16.5107808,-68.1585875,
bank,Banco Fortaleza,-16.5105333,-68.1587397,
bank,Banco Union,-16.5090113,-68.1596727,
bank,Banco Prodem,-16.5088846,-68.15972,
bank,Banco Fossil,-17.7713899,-63.1258609,
bank,Agencia Banco Fortaleza,-17.7712343,-63.1254722,Santa Cruz de la Sierra
bank,BancoSol,-17.7681335,-63.117342,
bank,Tu Amigo,-16.5074877,-68.1605296,
bank,Banco Fassil,-17.7718029,-63.2027386,
bank,Banco Ganadero,-16.4936203,-68.1441181,
bank,Banco Fassil,-16.494813,-68.1440858,
bank,Banco Comunidad,-16.4963542,-68.1442835,
bank,BNB,-16.499222,-68.1749815,
bank,Banco Bisa,-16.4981803,-68.1746761,
bank,BancoSol,-16.4916314,-68.1525245,
bank,Banco Union,-16.4948975,-68.1442853,
bank,BNB,-16.4955133,-68.144395,
bank,BancoSol,-16.4968085,-68.1445653,
bank,Banco do Brasil,-17.7811418,-63.1807651,
bank,San Martín de Porres,-17.7781785,-63.1792534,
bank,Banco Ecofuturo,-16.4979659,-68.1742501,
bank,Banco Economico,-16.4967376,-68.1739158,
bank,Banco Fassil,-16.4966085,-68.1738833,
