id,nombre_lugar,id_distrito,fecha,geom,point_x,point_y,uv,nombre
282,MERCADO MOVILES,12,2020-04-21,0101000000F04E8A16A65F1D412209D34D869D5E41,-63.1769030272,-17.8570110071,180,Distrito Urbano 12
283,MERCADO MOVILES,9,2020-04-21,010100000000262E071F4B1D4112B19941959C5E41,-63.1893123236,-17.8657144217,133,Distrito Urbano 9
285,MERCADO MOVILES,13,2020-04-21,01010000001B0490B9FCC61D416BB096356E9A5E41,-63.1144977025,-17.8856957733,,Distrito Urbano/Rural 13
287,MERCADO MOVILES,5,2020-04-21,010100000017DBA075FFB01D41C2A18D3B41AD5E41,-63.1276590063,-17.7114546875,221,Distrito Urbano 5
288,MERCADO MOVILES,5,2020-04-21,010100000000FDD177D3651D41A5C99DE711AE5E41,-63.1730240641,-17.7038753334,340,Distrito Urbano 5
289,MERCADO MOVILES,5,2020-04-21,0101000000E0CBC9CBB3871D41D050B46056AC5E41,-63.1525914108,-17.7199282054,78,Distrito Urbano 5
290,MERCADO MOVILES,16,2020-04-21,01010000001028590E6AA31D4145E4CCB473AB5E41,-63.1358703859,-17.7281359043,195,Distrito Industrial
291,MERCADO MOVILES,16,2020-04-21,01010000002082BD4936AC1D41493ADB5151AC5E41,-63.1305539177,-17.7201269637,195,Distrito Industrial
292,MERCADO MOVILES,5,2020-04-21,0101000000608FC27505911D41068195BB05AD5E41,-63.1469612118,-17.7135924492,194,Distrito Urbano 5
293,MERCADO MOVILES,6,2020-04-21,0101000000700D2AB1EDD21D411EB3C47058AA5E41,-63.1071951194,-17.7383952671,204,Distrito Urbano 6
294,MERCADO MOVILES,6,2020-04-21,01010000003084E8D019DC1D419F4808DCABAA5E41,-63.1016563196,-17.7353821599,204,Distrito Urbano 6
295,MERCADO MOVILES,6,2020-04-21,0101000000E0CBC9CB1DE51D4107DAF56804AB5E41,-63.0962122655,-17.7321833162,311,Distrito Urbano 6
296,MERCADO MOVILES,6,2020-04-21,010100000010FFFC7E53DA1D41470F54AB91A95E41,-63.1027334481,-17.7455843209,197,Distrito Urbano 6
297,MERCADO MOVILES,6,2020-04-21,01010000001028590EB6E21D41979CEBA1CFA95E41,-63.0976702392,-17.7433465971,202,Distrito Urbano 6
298,MERCADO MOVILES,6,2020-04-21,0101000000C0C548B6ADEC1D41B521D77318AA5E41,-63.0916516864,-17.7407166591,313,Distrito Urbano 6
