Departamento,Tipo,Nombre ,Direccion,Telefono,Latitud,Longitud,Fuente
null,Farmacia,,Avenida Santos Dumont,null,-17.8419269,-63.1805454,osm
null,Farmacia,Farmacias Hipermaxi,Avenida Santos Dumont,null,-17.8448677,-63.1815512,osm
null,Farmacia,Farmacia Los Pinos,Calle 25,null,-16.5422546,-68.0714293,osm
null,Farmacia,Farmacia,Calle 25,null,-16.541991,-68.0716569,osm
null,Farmacia,Farmacia 27 de Mayo, ,null,-17.7952821,-63.1572591,osm
null,Farmacia,Farmacia Vitalia,Avenida Nuevo Palmar,null,-17.8517285,-63.1821773,osm
null,Farmacia,Farmacia Mutun,Avenida Nuevo Palmar,null,-17.8533038,-63.1807019,osm
null,Farmacia,, ,null,-17.7973431,-63.1524178,osm
null,Farmacia,Farma Aliada, ,null,-17.846828,-63.1683888,osm
null,Farmacia,Farmacia San Matias,Avenida Grigotá,null,-17.7962266,-63.1908888,osm
null,Farmacia,Farmacia Zurisadai, ,null,-17.8053119,-63.1359464,osm
null,Farmacia,Farmacia San Juan de Dios,Calle Ñuflo de Chávez,null,-17.7849814,-63.1745898,osm
null,Farmacia,, ,null,-17.8045082,-63.1358213,osm
null,Farmacia,, ,null,-17.8030687,-63.135611,osm
null,Farmacia,Efrain, ,null,-17.7321766,-63.0960186,osm
null,Farmacia,Farmacia Progreso,Avenida Radial 13,null,-17.8314893,-63.1753375,osm
null,Farmacia,Farmacia Randy,Avenida Cnl. Maximiliano España,null,-17.814189,-63.1770893,osm
null,Farmacia,,Calle Avaroa,null,-17.7796104,-63.1750412,osm
null,Farmacia,Famacia Los Pozos,Calle Avaroa,null,-17.7787062,-63.1755652,osm
null,Farmacia,Farmacia,Avenida Héroes del Chaco,null,-16.5377687,-68.0493957,osm
null,Farmacia,Daniel, ,null,-16.5334894,-68.1405919,osm
null,Farmacia,,Calle Avaroa,null,-17.7764755,-63.176501,osm
null,Farmacia,Farmacia Pharma Medical Center,Avenida Irala,null,-17.7928104,-63.185117,osm
null,Farmacia,Farmacia Etica, ,null,-17.7960979,-63.1567017,osm
null,Farmacia,Farmacia Juan Pablo II, ,null,-17.7991545,-63.1498345,osm
null,Farmacia,Farmacia Agape,Avenida La Campana,null,-17.8176481,-63.1176751,osm
null,Farmacia,, ,null,-17.8246616,-63.1318301,osm
null,Farmacia,FarmaUnidas,Avenida Plan Tres Mil,null,-17.8263896,-63.1348612,osm
null,Farmacia,Farmacia Uno,Avenida Paurito,null,-17.8185017,-63.1487027,osm
null,Farmacia,, ,null,-16.5415925,-68.1997411,osm
null,Farmacia,Maria del Carmen,Isabel La Católica,null,-17.7918688,-63.1900679,osm
null,Farmacia,,Isabel La Católica,null,-17.7923014,-63.1904082,osm
null,Farmacia,Farmacia Quijarro,Calle Quijarro,null,-17.780379,-63.1775648,osm
null,Farmacia,Farmacia,Quinto Anillo,null,-17.829695,-63.172685,osm
null,Farmacia,Farmacia Rey de Reyes,Calle Adán Gutiérrez,null,-17.7769284,-63.1782932,osm
null,Farmacia,Faramsol, ,null,-17.8075237,-63.1370767,osm
null,Farmacia,, ,null,-17.8076317,-63.1362709,osm
null,Farmacia,, ,null,-17.8021218,-63.1351647,osm
null,Farmacia,Farmacia Maria Laura,Avenida Cívica,null,-16.540138,-68.1677921,osm
null,Farmacia,Farmacia San Miguel,Avenida Cañoto,null,-17.7816155,-63.1891151,osm
null,Farmacia,, ,null,-17.8058959,-63.1282143,osm
null,Farmacia,, ,null,-16.5306238,-68.1597078,osm
null,Farmacia,Farmacia,Quinto Anillo,null,-17.8281147,-63.2032174,osm
null,Farmacia,, ,null,-17.8120232,-63.1287508,osm
null,Farmacia,Farma Unidad,Calle Cuéllar,null,-17.7794293,-63.1859427,osm
null,Farmacia,Robert Farmacia,Santa Bárbara,null,-17.7794628,-63.1860922,osm
null,Farmacia,Farmacia Amaya,Quinto Anillo,null,-17.8233841,-63.1648746,osm
null,Farmacia,Mi Farma,Calle 21,null,-16.540648,-68.0776004,osm
null,Farmacia,, ,null,-16.5362623,-68.1650189,osm
null,Farmacia,, ,null,-16.5357145,-68.1646803,osm
null,Farmacia,Farmacia Tania,Avenida Héroes del Chaco,null,-16.5344618,-68.0412894,osm
null,Farmacia,Farmacia,Quinto Anillo,null,-17.8261365,-63.168665,osm
null,Farmacia,Pharma Arte,Avenida Ballivián,null,-16.5392962,-68.0757521,osm
null,Farmacia,Farmacia Leo,Quinto Anillo,null,-17.8278476,-63.1707844,osm
null,Farmacia,Farmacia Ruth, ,null,-16.5273801,-68.1579773,osm
null,Farmacia,Eva María,Quinto Anillo,null,-17.8297106,-63.1732029,osm
null,Farmacia,Farmacia,Avenida Héroes del Chaco,null,-16.5363752,-68.0457076,osm
null,Farmacia,Farmacia Nicol, ,null,-16.5235129,-68.1523966,osm
null,Farmacia,Farmacia Betesda, ,null,-16.5233382,-68.1528181,osm
null,Farmacia,Farmacia,Avenida Héroes del Chaco,null,-16.5338206,-68.0380834,osm
null,Farmacia,Farmacia,Avenida Héroes del Chaco,null,-16.5341647,-68.0385301,osm
null,Farmacia,Farmacia Paris Suc., ,null,-17.7600456,-63.182453,osm
null,Farmacia,Farmacia Baratillo,Avenida Uruguay,null,-17.7748106,-63.1806195,osm
null,Farmacia,Farmacia Japon, ,null,-17.7764797,-63.1797768,osm
null,Farmacia,Farmacia Jhustinne,Avenida Antonio Vaca Diez,null,-17.7523242,-63.193582,osm
null,Farmacia,Farmacias Chavez,Cuarto Anillo,null,-17.8232266,-63.1838307,osm
null,Farmacia,Farma-U, ,null,-17.7697556,-63.2019492,osm
null,Farmacia,Farmamedic,Tercer Anillo Externo,null,-17.7586017,-63.1837514,osm
null,Farmacia,Farmacia Jireh,Cuarto Anillo,null,-17.8223214,-63.1764783,osm
null,Farmacia,Farmacia ISA,Tercer Anillo Interno,null,-17.77813,-63.2038636,osm
null,Farmacia,Farmacia Virgen La Bella,Cuarto Anillo,null,-17.8190238,-63.1701146,osm
null,Farmacia,Farmacia Niño Salvador, ,null,-17.7773603,-63.2039985,osm
null,Farmacia,Farmacia Jéssica, ,null,-17.7773817,-63.204421,osm
null,Farmacia,, ,null,-17.7773819,-63.2060294,osm
null,Farmacia,Farmacia, ,null,-17.7915255,-63.2172243,osm
null,Farmacia,Eco Farma,Avenida Marcelo Terceros Bánzer,null,-17.7651651,-63.1998319,osm
null,Farmacia,Farmacia Nela,Avenida Cuarto Anillo,null,-17.7906118,-63.1480449,osm
null,Farmacia,Farmacia,Calle Colón,null,-17.7861101,-63.1844588,osm
null,Farmacia,Enfermeria Camba,Calle Colón,null,-17.7869681,-63.1843527,osm
null,Farmacia,Farmacias Bolivia,Avenida Piraí,null,-17.7954037,-63.2058175,osm
null,Farmacia,Farmacia Diego Mauricio, ,null,-17.7919588,-63.1983519,osm
null,Farmacia,Farmacia Favi, ,null,-17.7890786,-63.1895295,osm
null,Farmacia,Farmacia Aileen, ,null,-17.7888033,-63.188028,osm
null,Farmacia,natalia, ,null,-17.7927345,-63.1909219,osm
null,Farmacia,Farmacia Susan,Sara,null,-17.7815805,-63.1873514,osm
null,Farmacia,Farmacia Jassid,Sara,null,-17.7823854,-63.1872945,osm
null,Farmacia,Farmaliada, ,null,-17.7518664,-63.1869104,osm
null,Farmacia,Farmacia Paris, ,null,-17.7946292,-63.1923515,osm
null,Farmacia,Farmacia Mariela, ,null,-17.7959739,-63.193143,osm
null,Farmacia,Farmacia Farmatodo,Calle Colón,null,-17.7863779,-63.184543,osm
null,Farmacia,Farmacia Ruvi,Calle México,null,-17.7759953,-63.1899822,osm
null,Farmacia,Estar Sano, ,null,-17.7703236,-63.2042481,osm
null,Farmacia,, ,null,-17.7571026,-63.2002307,osm
null,Farmacia,Farma Aliada,Avenida Grigotá,null,-17.7931087,-63.1872814,osm
null,Farmacia,Farmacía Ana Paola,Avenida Ovidio Barbery Justiniano,null,-17.7413488,-63.1899028,osm
null,Farmacia,Cremer, ,null,-17.7666366,-63.1628339,osm
null,Farmacia,Los Jazmines,Avenida Ovidio Barbery Justiniano,null,-17.753741,-63.1875437,osm
null,Farmacia,Farmacia El Paraiso,Avenida Viedma,null,-17.7898955,-63.1713581,osm
null,Farmacia,Farmacia,Calle Charcas,null,-17.7798719,-63.1745724,osm
null,Farmacia,Farmacia SA,Calle Ñuflo de Chávez,null,-17.7852011,-63.1761904,osm
null,Farmacia,Farmacia ABC,Calle Ballivián,null,-17.784217,-63.172493,osm
null,Farmacia,Rosalin, ,null,-17.7783114,-63.1740005,osm
null,Farmacia,Farmacia Bio Vital,Calle Santa Bárbara,null,-17.7814306,-63.1859634,osm
null,Farmacia,Farmacia Maida Pinto, ,null,-17.7518966,-63.1289085,osm
null,Farmacia,Farma Unidas,Avenida Mutualista,null,-17.7631916,-63.1598015,osm
null,Farmacia,Farmacia de Vida, ,null,-17.7810252,-63.1851383,osm
null,Farmacia,Farmacia Bautista,Calle Capitan Manuel Tovar,null,-17.760976,-63.1630548,osm
null,Farmacia,Farmacia Grigotta,Avenida Mutualista,null,-17.7704459,-63.1664955,osm
null,Farmacia,Farmacia Arimatea,Calle Libertad,null,-17.7741435,-63.1835693,osm
null,Farmacia,Farmacia,Los Taracoés,null,-17.7657649,-63.1615712,osm
null,Farmacia,Farmacia Luana,Avenida Mutualista,null,-17.7652963,-63.1611507,osm
null,Farmacia,Farma Chris,Avenida Mutualista,null,-17.7619121,-63.1584577,osm
null,Farmacia,Farmacia Janel,Avenida Los Chacos,null,-17.7517002,-63.1213089,osm
null,Farmacia,Farmacia,Calle Alameda Junín,null,-17.7832635,-63.1928036,osm
null,Farmacia,Farmacia,Calle Charcas,null,-17.780443,-63.17943,osm
null,Farmacia,Farmacia Monteagudo,Calle Sucre,null,-19.8053701,-63.9566505,osm
null,Farmacia,Luz,RN6: Monteagudo,null,-19.80563,-63.9578051,osm
null,Farmacia,Virgen del Rosario,Calle Sucre,null,-19.8014418,-63.9551348,osm
null,Farmacia,, ,null,-17.3923156,-66.199466,osm
null,Farmacia,Evan's, ,null,-17.3871775,-66.1532891,osm
null,Farmacia,Farmacia Pando,Avenida Pando,null,-17.3701562,-66.1513202,osm
null,Farmacia,El Arbol,Avenida Litoral,null,-17.3991837,-66.1760988,osm
null,Farmacia,Luz de Cristo,Avenida Ana Barba,null,-17.7982304,-63.1884968,osm
null,Farmacia,Pharma, ,null,-17.3527675,-66.1896411,osm
null,Farmacia,Osmar,Avenida Entre Rios,null,-16.4945349,-68.1591128,osm
null,Farmacia,, ,null,-16.5397912,-68.0539901,osm
null,Farmacia,Verónica, ,null,-17.3929771,-66.1544463,osm
null,Farmacia,Rosas Pampa, ,null,-16.5418337,-68.1730311,osm
null,Farmacia,Rosana, ,null,-16.5417644,-68.1720304,osm
null,Farmacia,Gared, ,null,-16.5420982,-68.1719537,osm
null,Farmacia,A. L. J. Farma, ,null,-16.5365556,-68.1645786,osm
null,Farmacia,Revelación,Avenida Juan Pablo II,null,-16.4912884,-68.2004167,osm
null,Farmacia,Super Red, ,null,-16.487747,-68.1992667,osm
null,Farmacia,Misterio de Luz, ,null,-16.4879618,-68.1992033,osm
null,Farmacia,Torrent I, ,null,-16.4892565,-68.1997328,osm
null,Farmacia,El Dorado, ,null,-16.4887767,-68.2010504,osm
null,Farmacia,El poder de la cruz, ,null,-16.4881345,-68.2009926,osm
null,Farmacia,Flor de Dios,Alfredo Pascoe,null,-16.4891191,-68.2011541,osm
null,Farmacia,Juan Pablo II, ,null,-16.4885536,-68.2008924,osm
null,Farmacia,Issol, ,null,-16.4903035,-68.2015359,osm
null,Farmacia,Issol, ,null,-16.4914024,-68.2001893,osm
null,Farmacia,Virgen de remedios, ,null,-20.9352572,-66.2200766,osm
null,Farmacia,Rubens, ,null,-17.37431,-66.1592612,osm
null,Farmacia,Colón 2, ,null,-17.3877863,-66.1531871,osm
null,Farmacia,Casa de Salud,Calle C Medina,null,-16.5111521,-68.1572963,osm
null,Farmacia,24 de Agosto,Calle 8,null,-16.5134342,-68.1603291,osm
null,Farmacia,San Isidro (S.I.),Calle 8,null,-16.5119973,-68.157458,osm
null,Farmacia,Ana Laura,Avenida 3,null,-16.5246099,-68.1632707,osm
null,Farmacia,Farmacia Elva, ,null,-14.8580376,-66.7478813,osm
null,Farmacia,Nueva Farma, ,null,-17.7978533,-63.1932785,osm
null,Farmacia,Paty, ,null,-17.795635,-63.192849,osm
null,Farmacia,Torrico, ,null,-17.792301,-63.190583,osm
null,Farmacia,GIMVIC -MANI MED, ,null,-16.5633635,-68.2199615,osm
null,Farmacia,Farmacia Bella Vista, ,null,-16.5265194,-68.0945277,osm
null,Farmacia,Vida y Salud, ,null,-17.8191789,-63.2111618,osm
null,Farmacia,Fcia Satelite Norte, ,null,-17.6047936,-63.1403374,osm
null,Farmacia,Fcia Sucrefar, ,null,-17.6043013,-63.1410159,osm
null,Farmacia,Urkupiña, ,null,-17.6054279,-63.140934,osm
null,Farmacia,Atenas, ,null,-17.3875658,-66.1587785,osm
null,Farmacia,Farma M & M,Avenida Guillermo Urquidi,null,-17.3938234,-66.1416839,osm
null,Farmacia,Gutierrez, ,null,-17.3964436,-66.1490734,osm
null,Farmacia,Oruro, ,null,-17.3866074,-66.1587543,osm
null,Farmacia,Farmacia Oruro, ,null,-16.4957864,-68.1319742,osm
null,Farmacia,, ,null,-17.7867556,-63.1730516,osm
null,Farmacia,Ecofarmacia, ,null,-19.5801077,-65.7553221,osm
null,Farmacia,, ,null,-17.2552381,-64.3611914,osm
null,Farmacia,, ,null,-17.2544664,-64.3616461,osm
null,Farmacia,, ,null,-17.1978244,-64.5371185,osm
null,Farmacia,Palma Verde, ,null,-17.757913,-63.094087,osm
null,Farmacia,Angheli y Adriana, ,null,-17.764305,-63.094445,osm
null,Farmacia,Maria Auxiliadora 2, ,null,-17.759468,-63.095057,osm
null,Farmacia,Los Sauces, ,null,-17.7313556,-63.1779249,osm
null,Farmacia,Farmacia Carmiñia, ,null,-16.5001229,-68.1529147,osm
null,Farmacia,, ,null,-16.5013253,-68.1561993,osm
null,Farmacia,, ,null,-19.0067638,-57.7198524,osm
null,Farmacia,Farmacia San Sebastián,Calle Carrasco,null,-16.4993766,-68.1218751,osm
null,Farmacia,Solet,Calle 30 B,null,-16.5302607,-68.1559776,osm
null,Farmacia,J.B.L.,Calle 31 B,null,-16.5310823,-68.1547168,osm
null,Farmacia,Cies, ,null,-17.762196,-63.16443,osm
null,Farmacia,Farmacias Bolivia - Estación Teleférico Línea Amarilla,Avenida Panorámica,null,-16.5185339,-68.1499608,osm
null,Farmacia,,Avenida Junin,null,-16.5218516,-68.2106109,osm
null,Farmacia,San Gabriel,Avenida Junin,null,-16.5215015,-68.2102966,osm
null,Farmacia,Unicruz, ,null,-16.4999646,-68.1450294,osm
null,Farmacia,Gloria,Calle Colón,null,-16.4957525,-68.1319633,osm
null,Farmacia,Los Andes,Avenida Potosí,null,-20.4645981,-66.8260559,osm
null,Farmacia,Farmacia Camiri, ,null,-20.040555,-63.5170161,osm
null,Farmacia,, ,null,-17.3901861,-66.1518244,osm
null,Farmacia,Evangélica, ,null,-17.3458989,-66.2032731,osm
null,Farmacia,Ruth,Avenida Escalona y Aguero,null,-16.5275673,-68.1580633,osm
null,Farmacia,Don Bosco I,Avenida Escalona y Aguero,null,-16.5278095,-68.1581626,osm
null,Farmacia,,Calle 27 B,null,-16.5287966,-68.1526084,osm
null,Farmacia,Farmacia Shabbat Shalom, ,null,-16.5237998,-68.1497702,osm
null,Farmacia,, ,null,-17.9153874,-64.5309251,osm
null,Farmacia,, ,null,-17.3987926,-63.827299,osm
null,Farmacia,Sajama, ,null,-17.3893589,-66.1549017,osm
null,Farmacia,PharmaGrand, ,null,-17.390604,-66.1487327,osm
null,Farmacia,Plus E & E,Calle Coroico,null,-16.4964471,-68.1295748,osm
null,Farmacia,Farmacias Bolivia,Calle Yungas,null,-16.4974451,-68.1287069,osm
null,Farmacia,Farmacia Jaldin, ,null,-17.3424682,-63.2489267,osm
null,Farmacia,Farmacia Damaris, ,null,-17.3404251,-63.2507751,osm
null,Farmacia,Farmacia La Nuestra,Avenida Satélite,null,-16.5245023,-68.1499073,osm
null,Farmacia,Farmacias Bolivia - Gran Plaza,Avenida Alfredo Sanjines,null,-16.527262,-68.1484741,osm
null,Farmacia,Farmacia Mas Vida,Calle Los Lirios,null,-17.3660238,-66.1473521,osm
null,Farmacia,Farmacia Copacabana, ,null,-22.733638,-64.343606,osm
null,Farmacia,Atenea,Avenida H. Siles,null,-19.0446028,-65.2584046,osm
null,Farmacia,San Juan de Circa,Avenida H. Siles,null,-19.0446237,-65.2586674,osm
null,Farmacia,La Esperanza,Avenida H. Siles,null,-19.0444629,-65.2588386,osm
null,Farmacia,Farmacia La Plata,Capitán Agustín Ravelo,null,-19.045896,-65.2594444,osm
null,Farmacia,La Capital,Calle Aniceto Arce,null,-19.0466543,-65.2591897,osm
null,Farmacia,, ,null,-17.3569715,-66.1766498,osm
null,Farmacia,, ,null,-17.3562175,-66.1772693,osm
null,Farmacia,Farmacias Bolivia - Ciudad Satélite,Avenida Satélite,null,-16.5236938,-68.1519512,osm
null,Farmacia,Farmacia RASIEL,Arturo Ballivian Otero,null,-16.525017,-68.1519466,osm
null,Farmacia,,Pasaje Agustín Iturricha,null,-19.0529097,-65.253242,osm
null,Farmacia,Avril Mayté,Cristo redentor,null,-16.4888769,-68.1580101,osm
null,Farmacia,San José,Juan XXIII,null,-16.487694,-68.1572407,osm
null,Farmacia,Farmacia Paurito,Avenida Paurito,null,-17.8453925,-63.1073606,osm
null,Farmacia,Farmacorp,Avenida Paurito,null,-17.8226944,-63.1446212,osm
null,Farmacia,Farmacia Okinawa,Avenida Plan Tres Mil,null,-17.8268665,-63.134551,osm
null,Farmacia,, ,null,-17.3951898,-66.1494662,osm
null,Farmacia,Farmacia Cruz Del Sur,Calle Bustillos,null,-19.5874507,-65.7545272,osm
null,Farmacia,Farmacia Berito,Avenida Litoral,null,-19.5795678,-65.7561398,osm
null,Farmacia,Farmacia San Pablo,Avenida Santa Cruz,null,-19.5779956,-65.7527776,osm
null,Farmacia,Farmacia San Francisco,Calle Bolivar,null,-19.587738,-65.7553064,osm
null,Farmacia,Farmacia San Andres,Avenida Santa Cruz,null,-19.5790241,-65.7535115,osm
null,Farmacia,Farmacia San Benito,Avenida Santa Cruz,null,-19.5797446,-65.7540443,osm
null,Farmacia,Farmacia San Judas Tadeo,15 de mayo,null,-19.5796786,-65.7536938,osm
null,Farmacia,Farmacia Santa Rita,Pando,null,-19.5786873,-65.7533614,osm
null,Farmacia,Bristol, ,null,-19.582207,-65.7578118,osm
null,Farmacia,Farma-diet, ,null,-16.4968491,-68.1844424,osm
null,Farmacia,Farmacia Antonino,Calle Bustillos,null,-19.5879577,-65.7545998,osm
null,Farmacia,Farmacia nazareth,Calle Bustillos,null,-19.5869314,-65.7545594,osm
null,Farmacia,Farmacias Bolivia,Avenida Perú,null,-16.4913093,-68.144699,osm
null,Farmacia,Farmacia Camiri,Cochabamba esquina Bolívar,null,-20.038237,-63.5216486,osm
null,Farmacia,FarmaCorp,Avenida Simón Lopez,null,-17.3638619,-66.1793015,osm
null,Farmacia,Farmacia Maria Elena, ,null,-17.8310333,-63.1250306,osm
null,Farmacia,Farmacias Bolivia,Avenida 6 de Agosto,null,-16.5084685,-68.126912,osm
null,Farmacia,Farmacias Chavez - 6 de Agosto,Avenida 6 de Agosto,null,-16.5112334,-68.1241237,osm
null,Farmacia,Gloria, ,null,-16.5405731,-68.0894146,osm
null,Farmacia,Farmacia Gloria, ,null,-16.5304033,-68.087522,osm
null,Farmacia,Farmacia Santiago Salud, ,null,-16.5145838,-68.1438036,osm
null,Farmacia,Isis, ,null,-16.4880557,-68.1435364,osm
null,Farmacia,, ,null,-17.3929456,-66.272914,osm
null,Farmacia,Farmacia San Jose, ,null,-19.586,-65.7566445,osm
null,Farmacia,Tu Solución, ,null,-17.37619,-66.1689575,osm
null,Farmacia,Farmacia, ,null,-17.978543,-67.1333161,osm
null,Farmacia,Farmacia, ,null,-17.9520202,-67.1107893,osm
null,Farmacia,Farmacia Isis,Calle Cochabamba,null,-14.8568574,-66.7462794,osm
null,Farmacia,La Luz, ,null,-17.3855352,-66.149102,osm
null,Farmacia,, ,null,-17.3841863,-66.1589324,osm
null,Farmacia,,Avenida Aniceto Arce,null,-17.3828752,-66.1455725,osm
null,Farmacia,Farmacia Sanidad, ,null,-19.1235046,-64.3240196,osm
null,Farmacia,Nuevo Mundo, ,null,-19.1228552,-64.3233725,osm
null,Farmacia,Virgen de Guadalupe, ,null,-19.1217301,-64.3237032,osm
null,Farmacia,, ,null,-16.5006993,-68.1265683,osm
null,Farmacia,Farmacia, ,null,-16.9114278,-62.6168867,osm
null,Farmacia,San Juan de Dios, ,null,-16.91083,-62.6173454,osm
null,Farmacia,FARMEDICAL, ,null,-16.5222237,-68.1557119,osm
null,Farmacia,San Antonio, ,null,-18.4660799,-66.5698083,osm
null,Farmacia,Brisa, ,null,-17.7542153,-62.9974333,osm
null,Farmacia,Neucy, ,null,-17.7538673,-62.9959554,osm
null,Farmacia,Jerusalem, ,null,-17.7536693,-62.9958588,osm
null,Farmacia,Peniel, ,null,-17.7548029,-62.9960531,osm
null,Farmacia,Farmacia El Quior,Avenida Principal El Quior,null,-17.8477427,-63.0908507,osm
null,Farmacia,Farmacias Gloria,Avenida Ecuador,null,-16.5134125,-68.1288959,osm
null,Farmacia,, ,null,-16.4900269,-68.1606448,osm
null,Farmacia,, ,null,-17.3972934,-66.1546959,osm
null,Farmacia,Diana,Calle 23 de Marzo,null,-17.3937037,-66.2793108,osm
null,Farmacia,Armentia, ,null,-16.4913137,-68.1361868,osm
null,Farmacia,,Punata,null,-16.5165907,-68.198445,osm
null,Farmacia,Farmacia Luz y vida, ,null,-16.5197057,-68.2116329,osm
null,Farmacia,Farmacia Ela,RN7: La Guardia-Samaipata,null,-18.0076471,-63.3913327,osm
null,Farmacia,La Predilecta,Calle Evadidos del Paraguay,null,-16.5110799,-68.1678023,osm
null,Farmacia,Santa Gemma, ,null,-16.513704,-68.1337488,osm
null,Farmacia,Terminal, ,null,-19.5581211,-65.7619,osm
null,Farmacia,Katunta,Avenida Satélite,null,-16.5208496,-68.158279,osm
null,Farmacia,, ,null,-17.4095876,-66.1505153,osm
null,Farmacia,Biomédica, ,null,-16.4886531,-68.1719205,osm
null,Farmacia,Suiza I,Calle Cuzco,null,-16.4909728,-68.2089579,osm
null,Farmacia,Tomás, ,null,-17.4571349,-66.1571146,osm
null,Farmacia,Nuestra Señora de Santa Barbara,Encañada,null,-17.4486543,-66.1556264,osm
null,Farmacia,Aida Luz, ,null,-17.3904737,-66.1541018,osm
null,Farmacia,Synapsis,Avenida Simón Lopez,null,-17.3626905,-66.1812718,osm
null,Farmacia,La Esmeralda, ,null,-17.3760868,-66.1617979,osm
null,Farmacia,Farmacias Bolivia, ,null,-16.5112284,-68.1637479,osm
null,Farmacia,,Calle 5,null,-16.5098121,-68.1642978,osm
null,Farmacia,La Salud, ,null,-17.3876169,-66.1530948,osm
null,Farmacia,Nueva Era, ,null,-17.3899879,-66.1526789,osm
null,Farmacia,Farmadermia, ,null,-17.3871837,-66.1541612,osm
null,Farmacia,El Buen Pastor, ,null,-17.3453226,-66.2046447,osm
null,Farmacia,Farmacia Chávez,Avenida Primero de Mayo,null,-17.7994639,-63.1352775,osm
null,Farmacia,Farmacia Eymar,14 Este,null,-17.800815,-63.1351399,osm
null,Farmacia,Farmacia Artesanal,Avenida Primero de Mayo,null,-17.8003501,-63.1352883,osm
null,Farmacia,Los Robles, ,null,-17.3868939,-66.1520874,osm
null,Farmacia,Virgen Morena,Calle 4,null,-16.5090559,-68.1623136,osm
null,Farmacia,Farmacias Eternidad,Calle Franco Valle,null,-16.5078689,-68.162658,osm
null,Farmacia,Virgen de Copacabana III,Avenida 6 de Marzo,null,-16.5051888,-68.1630082,osm
null,Farmacia,, ,null,-17.3458004,-66.1916994,osm
null,Farmacia,, ,null,-17.3465122,-66.1906318,osm
null,Farmacia,Farmacia Cruz Verde, ,null,-14.83095,-64.8973931,osm
null,Farmacia,, ,null,-17.3821833,-66.1200719,osm
null,Farmacia,, ,null,-16.495511,-68.102453,osm
null,Farmacia,, ,null,-17.3913173,-66.1501179,osm
null,Farmacia,, ,null,-17.9783057,-67.0548677,osm
null,Farmacia,, ,null,-17.3879019,-66.1579569,osm
null,Farmacia,, ,null,-17.3989737,-66.1576423,osm
null,Farmacia,Farmacia Pompeya, ,null,-17.7617704,-63.1618945,osm
null,Farmacia,Farmacias UMSA,Calle Mercado,null,-16.4986027,-68.1325153,osm
null,Farmacia,, ,null,-17.9734531,-67.1025286,osm
null,Farmacia,, ,null,-17.3887293,-66.1109212,osm
null,Farmacia,FarmaCorp, ,null,-17.3722182,-66.1639809,osm
null,Farmacia,Farmacia All Pharmacy2, ,null,-16.505631,-68.1208963,osm
null,Farmacia,Farmacia Mary, ,null,-17.841372,-63.110224,osm
null,Farmacia,Divino Maestro, ,null,-17.3679401,-66.1943627,osm
null,Farmacia,Madre Auxiliadora, ,null,-16.5015839,-68.1410697,osm
null,Farmacia,Farmacia Mariana de Jesus, ,null,-16.4977176,-68.1441763,osm
null,Farmacia,Farmacias Bolivia,Calle Comercio,null,-16.4951785,-68.1351827,osm
null,Farmacia,Super Farmacia, ,null,-16.4955099,-68.1350607,osm
null,Farmacia,Super Farmacia, ,null,-16.4965637,-68.1356929,osm
null,Farmacia,Farmacias Bolivia,Calle Comercio,null,-16.494696,-68.1361254,osm
null,Farmacia,Farmacias Bolivia,Calle Comercio,null,-16.4945921,-68.1363519,osm
null,Farmacia,Farmacia Quirogq, ,null,-17.7378119,-63.1060791,osm
null,Farmacia,Farmacia Luz de Dios, ,null,-16.4929488,-68.1424835,osm
null,Farmacia,Farmacias Chávez,RN4: Santa Cruz-Cotoca,null,-17.7673408,-63.1153407,osm
null,Farmacia,Farmacias Catedral, ,null,-16.5093715,-68.1263564,osm
null,Farmacia,Coral, ,null,-17.3696688,-66.1886303,osm
null,Farmacia,Farmacia Ecuador, ,null,-16.504826,-68.1214145,osm
null,Farmacia,Leito, ,null,-17.4045738,-66.0188069,osm
null,Farmacia,Farmacia Boliviana, ,null,-16.4938305,-68.1399251,osm
null,Farmacia,Señora de Tepeyac, ,null,-16.4951834,-68.1315275,osm
null,Farmacia,Jose de nazaret, ,null,-16.4923467,-68.1405647,osm
null,Farmacia,Farmacia MecoFarma, ,null,-16.5008176,-68.137143,osm
null,Farmacia,Gloria, ,null,-16.4968884,-68.1347361,osm
null,Farmacia,Farmacia Zonia, ,null,-16.4980051,-68.1412023,osm
null,Farmacia,Farmacia Italia, ,null,-16.4991823,-68.1402042,osm
null,Farmacia,Farmacia AMAZOnaS,Av. General Federico Roman,null,-10.8134263,-65.3518559,osm
null,Farmacia,Farmacias Chávez,Avenida Cuarto Anillo,null,-17.7510637,-63.1698827,osm
null,Farmacia,, ,null,-16.4911313,-68.1228254,osm
null,Farmacia,Farmacias Bolivia,Avenida German Busch,null,-16.4929791,-68.1213023,osm
null,Farmacia,Farma Center, ,null,-16.4941702,-68.1304278,osm
null,Farmacia,Farmacia Carmerita, ,null,-16.4981495,-68.1347743,osm
null,Farmacia,Mifarma,Calle Figueroa,null,-16.4952721,-68.1379137,osm
null,Farmacia,, ,null,-17.3906872,-66.1501756,osm
null,Farmacia,Farmacia Porvenir,Avenida Monseñor Font,null,-21.5402392,-64.7132037,osm
null,Farmacia,Farmacia Belen,Avenida Monseñor Font,null,-21.5399978,-64.713076,osm
null,Farmacia,Farmacias Cruz Verde,Pasaje Blanco Galindo,null,-21.5426102,-64.715768,osm
