Id,Departamento,Tipo,Nombre,Direccion,Telefono,Latitud,Longitud,Fuente
7277,Santa Cruz,MercadoMovil,Distrito Urbano 9,Mercado movilES,NA,-17.8323697886,-63.1944651083,gamsc
7278,Santa Cruz,MercadoMovil,Distrito Urbano 10,Mercado movilES,NA,-17.8248674114,-63.2063562872,gamsc
7279,Santa Cruz,MercadoMovil,Distrito Urbano 10,Mercado movilES,NA,-17.8214468128,-63.2089501519,gamsc
7280,Santa Cruz,MercadoMovil,Distrito Urbano 10,Mercado movilES,NA,-17.8162959429,-63.2132257797,gamsc
7281,Santa Cruz,MercadoMovil,Distrito Urbano 1,Mercado movilES,NA,-17.8015927289,-63.226284425,gamsc
7282,Santa Cruz,MercadoMovil,Distrito Urbano 1,Mercado movilES,NA,-17.7890548791,-63.2245397795,gamsc
7283,Santa Cruz,MercadoMovil,Distrito Urbano 1,Mercado movilES,NA,-17.7861653507,-63.2235702297,gamsc
7284,Santa Cruz,MercadoMovil,Distrito Urbano 1,Mercado movilES,NA,-17.740807719,-63.1898677697,gamsc
7285,Santa Cruz,MercadoMovil,Distrito Urbano 5,Mercado movilES,NA,-17.7374193234,-63.1796680122,gamsc
7286,Santa Cruz,MercadoMovil,Distrito Urbano 5,Mercado movilES,NA,-17.7404853211,-63.1714299035,gamsc
7287,Santa Cruz,MercadoMovil,Distrito Urbano 5,Mercado movilES,NA,-17.7443710719,-63.1610551026,gamsc
7288,Santa Cruz,MercadoMovil,Distrito Urbano 5,Mercado movilES,NA,-17.747756838,-63.1524419239,gamsc
7289,Santa Cruz,MercadoMovil,Distrito Industrial,Mercado movilES,NA,-17.7488715864,-63.1498305157,gamsc
7290,Santa Cruz,MercadoMovil,Distrito Urbano 7,Mercado movilES,NA,-17.7866343131,-63.1338393323,gamsc
7291,Santa Cruz,MercadoMovil,Distrito Urbano 7,Mercado movilES,NA,-17.801501874,-63.1352831634,gamsc
7292,Santa Cruz,MercadoMovil,Distrito Urbano 7,Mercado movilES,NA,-17.7844867443,-63.1274586258,gamsc
7293,Santa Cruz,MercadoMovil,Distrito Urbano 7,Mercado movilES,NA,-17.7924477221,-63.1266322484,gamsc
7294,Santa Cruz,MercadoMovil,Distrito Urbano 7,Mercado movilES,NA,-17.7969984339,-63.1270021374,gamsc
7295,Santa Cruz,MercadoMovil,Distrito Urbano 7,Mercado movilES,NA,-17.8022262838,-63.1276092687,gamsc
7296,Santa Cruz,MercadoMovil,Distrito Urbano 8,Mercado movilES,NA,-17.8120282543,-63.1365781725,gamsc
7297,Santa Cruz,MercadoMovil,Distrito Urbano 8,Mercado movilES,NA,-17.8149051396,-63.1287444614,gamsc
7298,Santa Cruz,MercadoMovil,Distrito Urbano 8,Mercado movilES,NA,-17.821121119,-63.135791582,gamsc
7299,Santa Cruz,MercadoMovil,Distrito Urbano 9,Mercado movilES,NA,-17.8264030684,-63.1587114309,gamsc
7300,Santa Cruz,MercadoMovil,Distrito Urbano 8,Mercado movilES,NA,-17.8288625033,-63.1390903216,gamsc
7301,Santa Cruz,MercadoMovil,Distrito Urbano 12,Mercado movilES,NA,-17.8344184952,-63.1656696208,gamsc
7302,Santa Cruz,MercadoMovil,Distrito Urbano 9,Mercado movilES,NA,-17.8234777089,-63.1646790167,gamsc
7303,Santa Cruz,MercadoMovil,Distrito Urbano 9,Mercado movilES,NA,-17.8411139947,-63.1721829588,gamsc
7304,Santa Cruz,MercadoMovil,Distrito Urbano 12,Mercado movilES,NA,-17.8406552488,-63.1605481522,gamsc
7305,Santa Cruz,MercadoMovil,Distrito Urbano 9,Mercado movilES,NA,-17.8450982697,-63.1810633238,gamsc
7306,Santa Cruz,MercadoMovil,Distrito Urbano 12,Mercado movilES,NA,-17.8519337592,-63.181245101,gamsc
