Departamento,Alcance,Descripcion del alcance,Latitud,Longitud,Dirección,Tipo de proveedor,Nombre ,Tipo de servicios o productos,Servicios o productos,Dias y horarios de atención,Telefonos,A domicilio,Verificado
La Paz,Municipal,La Paz,-16.528554,-68.101168,CALLE DEMETRIO CANELAS N.27 ENTRE C 16 Y 17 DE ZO,Empresa,CRECER IFD,Servicios Financieros,Transacciones bancarias,null,null,No,Si
La Paz,Municipal,La Paz,-16.494387,-68.141232,Av. Tumusla Entre plaza Eguino e Isaac Tamayo Nro,Empresa,DIACONIA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
La Paz,Municipal,La Paz,-16.500214,-68.134328,Av. Mcal. Santa Cruz No.1364,Empresa,LA PRIMERA EFV,Servicios Financieros,Transacciones bancarias,null,null,No,Si
La Paz,Municipal,La Paz,-16.496571,-68.116533,AV. 31 DE OCTUBRE 1530,Empresa,PRO-MUJER,Servicios Financieros,Transacciones bancarias,null,null,No,Si
La Paz,Municipal,La Paz,-16.509344,-68.143483,AV. BUENOS AIRES 1548 TEMBLADERANI,Empresa,SEMBRAR SARTAWI,Servicios Financieros,Transacciones bancarias,null,null,No,Si
La Paz,Municipal,La Paz,-16.537636,-68.048744,AV DEFENSORES DEL CHACO ESQ CALLE 50 N°59,Empresa,SEMBRAR SARTAWI,Servicios Financieros,Transacciones bancarias,null,null,No,Si
La Paz,Municipal,La Paz,-16.511610,-68.127039,CALLE PEDRO SALAZAR Nº 509,Empresa,SEMBRAR SARTAWI,Servicios Financieros,Transacciones bancarias,null,null,No,Si
La Paz,Municipal,La Paz,-16.493578,-68.117300,AV. TITO YUPANQUI ESQ. RAFAEL BALLIVIAN N°1286,Empresa,SEMBRAR SARTAWI,Servicios Financieros,Transacciones bancarias,null,null,No,Si
La Paz,Municipal,La Paz,-16.504657,-68.137110,"CALLE BOQUERON #1500,ENTRE NICOLAS ACOSTA Y OTERO",Empresa,SEMBRAR SARTAWI,Servicios Financieros,Transacciones bancarias,null,null,No,Si
La Paz,Municipal,La Paz,-16.493855,-68.141585,AV MANCO KAPAC Nro 310 PLAZA EGUINO,Empresa,SOLUCREDIT SAN SILVESTRE LTDA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
La Paz,Municipal,Patacamaya,NA,NA,Av. Panamericana Nro 74 esq. C. Santa Cruz,Empresa,BANCO FIE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
La Paz,Municipal,Patacamaya,NA,NA,"Calle pasaje florida,S entre Av. Panamericana y V",Empresa,CIDRE IFD,Servicios Financieros,Transacciones bancarias,null,null,No,Si
La Paz,Municipal,Patacamaya,NA,NA,AV. PANAMERICANA ESQ. PANDO,Empresa,SEMBRAR SARTAWI,Servicios Financieros,Transacciones bancarias,null,null,No,Si
La Paz,Municipal,Viacha,NA,NA,Av. Pando casi Esq. Ingavi No. 47,Empresa,BANCO FIE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Oruro,Municipal,Challapata,NA,NA,La Bandera esquina Ejercito,Empresa,BANCO FIE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Oruro,Municipal,Challapata,-18.901098,-66.774464,C. BANDERAS ENTRE C.MURILLO DORADO Y EJERCITO,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Oruro,Municipal,Challapata,NA,NA,"CALLE EJERCITO S/N, ENTRE VILLARROEL Y ORURO",Empresa,CIDRE IFD,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Oruro,Municipal,Challapata,NA,NA,Calle La Bandera Ejercito Murillo,Empresa,COOP. PAULO VI LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Oruro,Municipal,Challapata,NA,NA,"C. LA BANDERA S, E. EJERCITO Y MURILLO DORADO (AC",Empresa,FUBODE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Oruro,Municipal,Challapata,NA,NA,Av. Ladislao Cabrera S entre Beni y La Paz,Empresa,IDEPRO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Oruro,Municipal,Challapata,NA,NA,C/LA PAZ S/N ENTRE LADISLAO CABRERA Y SUCRE,Empresa,SEMBRAR SARTAWI,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Oruro,Municipal,Huanuni,-18.285260,-66.841375,Ag. 16 de Julio sn.,Empresa,C.A.C. ASUNCION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Oruro,Municipal,Oruro,-17.970767,-67.113645,C. Soria Galvarro n§ 1625 esq. Bolivar,Empresa,BANCO ECOFUTURO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Oruro,Municipal,Oruro,-17.969188,-67.114439,Calle Adolfo Mier nro. 735,Empresa,BANCO FASSIL,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Oruro,Municipal,Oruro,-17.970238,-67.114505,"C. La Plata No. 6144, entre Bolivar y Sucre",Empresa,BANCO FIE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Oruro,Municipal,Oruro,-17.969090,-67.113894,Calle La Plata No. 5959 entre calles Adolfo Mier,Empresa,BANCO FORTALEZA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Oruro,Municipal,Oruro,-17.970554,-67.114658,Calle La Plata 6175 entre Sucre y Bolivar,Empresa,BANCO PRODEM,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Oruro,Municipal,Oruro,-17.954792,-67.100107,C. CAMPO JORDAN ENTRE EDMUNDO VASQUEZ Y AV. GRAN,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Oruro,Municipal,Oruro,-17.969503,-67.113278,Calle Soria Galvarro esquina Adolfo Mier Nø 612,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Oruro,Municipal,Oruro,-17.966146,-67.109153,Pagador 298 esq. Montesinos,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Oruro,Municipal,Oruro,-17.965921,-67.109144,"C. Pagador 5475, entre Montesinos y Herrera",Empresa,C.A.C. ASUNCION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Oruro,Municipal,Oruro,NA,NA,6 de Octubre esquina 1 de Noviembre,Empresa,CACEF LTDA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Oruro,Municipal,Oruro,-17.973806,-67.110845,C.Aldana N§ 240 Entre Velasco Galvarro y Pagador,Empresa,COOP. LA SAGRADA FAMILIA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Oruro,Municipal,Oruro,-17.953088,-67.108578,"6 de Octubre 4285, entre Charcas y campo Jordan",Empresa,COOP. PAULO VI LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Oruro,Municipal,Oruro,-17.971057,-67.114718,C. La Plata esq. Sucre No. 6177,Empresa,EL PROGRESO EFV.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Oruro,Municipal,Oruro,-17.963092,-67.110231,CALLE 6 DE OCTUBRE 5191 ENTRE LEON Y RODRIGUEZ,Empresa,FUBODE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Oruro,Municipal,Oruro,-17.977119,-67.112138,C/PAGADOR N§ 6338. ENTRE MURGUIA Y ALDANA,Empresa,IDEPRO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Oruro,Municipal,Oruro,-11.020856,-68.757146,C/Washintong#1480 entre calle Adolfo Mier y Junin,Empresa,SEMBRAR SARTAWI,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Pando,Municipal,Cobija,-11.020872,-68.757149,,Empresa,BANCO ECOFUTURO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Pando,Municipal,Cobija,-11.027126,-68.760354,Av. 9 de Febrero esq. Av. Internacional,Empresa,BANCO PRODEM,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Pando,Municipal,Cobija,-11.035373,-68.767416,,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Pando,Municipal,Cobija,NA,NA,AV. 9 DE FEBRERO No.219,Empresa,CRECER IFD,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Pando,Municipal,Cobija,-11.020645,-68.757054,AV. 9 DE FEBRERO S/N,Empresa,IDEPRO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Pando,Municipal,Cobija,-11.021950,-68.767381,Av. 27 de Mayo S Frente a Ex Rombol,Empresa,PRO-MUJER,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Pando,Municipal,El Sena,-11.484449,-67.246809,AV. NAPOLEON ANTELO HULLMAN ESQ. 1 DE SEPTIEMBRE,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Pando,Municipal,Porvenir,-11.234390,-68.688131,AV. COLUMNA PORVENIR S/N. MUNICIPIO PORVENIR,Empresa,IDEPRO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Pando,Municipal,Puerto Rico,NA,NA,ALBERTO SAENZ KLINSKI S,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Atocha,-20.936056,-66.220220,Plaza Franz Tamayo - Plaza Central,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Atocha,NA,NA,PLAZA FRANZ TAMAYO S.N.,Empresa,C.A.C. EL CHOROLQUE LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Betanzos,-19.552616,-65.453199,"C. Bolivar No.6, esq. Linares",Empresa,BANCO PRODEM,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Betanzos,NA,NA,av. Hermanos Pereira casi esquina 6 de agosto,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Betanzos,NA,NA,C. Potosi esq. Modesto Omiste,Empresa,SEMBRAR SARTAWI,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Cotagaita,-20.816663,-65.660545,AV.PANAMERICA S/N,Empresa,C.A.C. EL CHOROLQUE LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Llallagua,NA,NA,Calle Campero esq. Baptista No 33,Empresa,BANCO FIE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Llallagua,-18.423274,-66.586763,AV. 10 DE NOVIEMBRE No.13,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Llallagua,-18.423161,-66.585136,PLAZA 6 DE AGOSTO No. 31,Empresa,C.A.C. ASUNCION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Llallagua,-18.422516,-66.585472,CALLE BALLIVIAN ENTRE LINARES Y TUPIZA,Empresa,FUBODE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Potosi,-19.587679,-65.754676,,Empresa,BANCO ECOFUTURO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Potosi,-19.588072,-65.752565,Calle Matos N§ 71 esquina Boulevar,Empresa,BANCO FASSIL,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Potosi,-19.587697,-65.753173,C. Bolivar esq. Junin No.852,Empresa,BANCO PRODEM,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Potosi,-19.587483,-65.753197,CALLE BOLIVAR ESQ. JUNIN S/N,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Potosi,-19.579835,-65.755620,Av. Litoral,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Potosi,-19.579825,-65.755608,Av. Litoral Nro 648 esq. Arce,Empresa,CRECER IFD,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Potosi,-19.577617,-65.752646,"Calle Smith Nro.296, cerca mercado Uyuni",Empresa,DIACONIA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Potosi,-19.585229,-65.759520,Calle América Nº 108,Empresa,DIACONIA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Potosi,-19.580329,-65.755682,"Av. Arce, entre 1ro de Abril y Litoral, N 524",Empresa,FUBODE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Potosi,-19.588689,-65.754660,C/ BUSTILLOS N§ 1080 ENTRE C/TOMAS FRIAS Y AYACUC,Empresa,IDEPRO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Potosi,-19.589224,-65.752884,PLAZA 6 DE AGOSTO No. 11,Empresa,LA PROMOTORA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Potosi,-19.580337,-65.755686,Nro. 507 (entre calles Arce y Av. Santa Cruz),Empresa,PRO-MUJER,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Potosi,NA,NA,AV. LITORAL S ENTRE AV ARCE Y CALLE VILLARROEL,Empresa,SEMBRAR SARTAWI,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,San Pedro De Buenavista,-18.269549,-65.981448,PLAZA CENTRAL SAN PEDRO DE BUENAVISTA,Empresa,C.A.C. ASUNCION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Tupiza,-21.443973,-65.720349,"Plaza Independencia, esq. Bolivar s.n.",Empresa,BANCO FIE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Tupiza,-21.444657,-65.719758,Calle Florida No 204 esquina calle,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Tupiza,-21.442772,-65.719842,AV. SANTA CRUZ No.300,Empresa,C.A.C. EL CHOROLQUE LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Uyuni,-20.464130,-66.825378,Av. Potosi no 33 esquina calle Sucre,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Uyuni,NA,NA,CALLE SUCRE Nro 131 ENTRE AV.COLON Y AV.POTOSI,Empresa,CAC. GAINZA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Uyuni,-20.460700,-66.824562,Calle Sucre Nø 257 entre calles Colon y Cabrera,Empresa,IDEPRO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Villazon,-22.090448,-65.595020,"Calle Tarija Calle, Independencia",Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Villazon,NA,NA,PLAZA 6 DE AGOSTO S.N.,Empresa,CAC. GAINZA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Potosí,Municipal,Villazon,NA,NA,"PLAZA 6 E AGOSTO #125, ENTRE C/20 DE MAYO Y C/IND",Empresa,SEMBRAR SARTAWI,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,4 Cañadas,NA,NA,Carretera Santa Cruz Trinidad esquina Calle San,Empresa,SEMBRAR SARTAWI,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Arroyo Concepcion,NA,NA,Avenida Brasil esq. Lu¡s Salazar de la Vega,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Boyuibe,NA,NA,CORDILLERA,Empresa,COOP.A.C.SAN FRANCISCO SOLANO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Charagua,-19.790255,-63.196581,"C Ignacio W y Bolívar, z.1, manzana 31 sn de la z",Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Comarapa,-17.915067,-64.529513,"C. Santa Cruz esq. c.Martín Claure s, zona centra",Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Comarapa,-17.913847,-64.529497,plaza 11 de Junio #127,Empresa,COOP. COMARAPA LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Concepcion,-16.132450,-62.025687,CALLE SATURNINO SAUCEDO ENTRE BENI Y GERMAN BUSCH,Empresa,COOP.LA MERCED,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Cotoca,NA,NA,Av. Santa Cruz N. 63 esq.C. Bolivar frente a la p,Empresa,COOP.LA MERCED,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,El Carmen Rivero Torrez,NA,NA,Plaza Principal el Carmen Rivero Torrez,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,El Puente,NA,NA,MUNICIPIO EL PUENTE BARRIO SANTA ROSA,Empresa,SEMBRAR SARTAWI,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,El Torno,-17.990906,-63.381227,Av.Republica esq. Benjamin Burela,Empresa,COOP. PROGRESO LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,El Torno,NA,NA,MUNICIPIO EL TORNO FRENTE A LA PLAZA PRINCIPAL,Empresa,SEMBRAR SARTAWI,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Guarayos,-15.894201,-63.188667,AV.SANTA CRUZ C. ESQ. SAN JOAQUIN,Empresa,BANCO FIE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Guarayos,NA,NA,"AV.BUSH ESQ.CONRADO URAPI,1/2 CUADRA PLAZA PRINCI",Empresa,COOP.LA MERCED,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Guarayos,NA,NA,AV.SANTA CRUZ 2 17S.N. FRENTE A RESID. BOLIVIA,Empresa,FONDECO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Los Negros,NA,NA,CARRETERA ANT.A SANTA CRUZ,Empresa,COOP. COMARAPA LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Mairana,-18.119899,-63.960173,CALLE PRADO ESQ. AVENIDA AVAROA S - BARRIO COPER,Empresa,BANCO FIE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Mairana,-18.122322,-63.960161,C Bolívar entre Av Abaroa y H.del Chaco snbarrio,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Mairana,NA,NA,AV.AVAROA NO.18 MAIRANA PROV.FLORIDA-SANTA CRUZ,Empresa,COOPERATIVA SAN MATEO LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Mairana,NA,NA,Calle Bolivar S/N(Frente a la ex policia de Maira,Empresa,SEMBRAR SARTAWI,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Mineros,NA,NA,Av. Santa Cruz media cuadra antes de la plaza pri,Empresa,COOP.LA MERCED,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Mineros,-17.118808,-63.232251,,Empresa,BANCO FASSIL,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Mineros,-17.118290,-63.232710,"Av. Santa Cruz, entre calles Bélgica y Sucre",Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Montero,-17.341647,-63.255322,,Empresa,BANCO FASSIL,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Montero,-17.343273,-63.247838,,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Puerto Suarez,-18.966067,-57.799015,"Avenida Sim¢n Bol¡var, esquina calle Israel Mend¡",Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Saipina,NA,NA,PLAZA PRINCIPAL,Empresa,COOP. COMARAPA LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Samaipata,-18.179500,-63.875341,"C. Arce entre calles Sucre y Campero, frente a la",Empresa,COOP.LA MERCED,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,San Ignacio De Velasco,NA,NA,"C. LA PAZ, FRENTE A LA PLAZA PRINCIPAL DE SAN IGN",Empresa,CIDRE IFD,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,San Ignacio De Velasco,NA,NA,"Calle Comercio esq. calle Cochabamba, diagonal de",Empresa,PRO-MUJER,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,San Isidro,NA,NA,CARRETERA ANTIGUA A CBBA.,Empresa,COOP. COMARAPA LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,San Javier,NA,NA,"Av. Padre José de Arce, Zona Mercado 24 de Septi",Empresa,COOP.LA MERCED,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,San Javier,-16.275074,-62.508286,AV.PADRE JOSE DE ARCE ENTRE CALLE SOROTOCO Y PIÑO,Empresa,FONDECO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,San Javier,-16.274837,-62.507221,San Javier,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,San Julian,-16.908969,-62.618619,"Carretera Santa Cruz - Trinidad, barrio Los Cafec",Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,San Julian,NA,NA,Av. Principal Carretera Trinidad Santa Cruz,Empresa,CIDRE IFD,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,San Julian,-16.913356,-62.618632,CARR. SCZ-TRINIDAD A 1 CUADRA DE MERC. 24 DE JUNI,Empresa,FONDECO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,San Julian,-16.908833,-62.618614,"C. 6 de Agosto Mza 1, uv 7",Empresa,SEMBRAR SARTAWI,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,San Ramon,-16.613012,-62.501497,"AV.GUARAYOS, FRENTE HOTEL MANGUARI",Empresa,FONDECO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,-17.771950,-63.168221,Av. Japon,Empresa,BANCO ECOFUTURO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,-17.746614,-63.174176,Av.Cristo Redentor Nro 4210 entre 4to y 5to anill,Empresa,BANCO FASSIL,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,-17.751835,-63.216324,"av. segunda, ed.torre urub¢ business center, zona",Empresa,BANCO FASSIL,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,-17.822869,-63.144699,"Av. Plan 3000 S UV 149, MZA 008 (frente Surtidor",Empresa,BANCO FIE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,-17.832511,-63.185121,"Av. Santos Dumont Esquina 5to Anillo, Barrio Mora",Empresa,BANCO FIE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,-17.765625,-63.161879,Av. Mutualista esq.Calle 12 Los Ceibos,Empresa,BANCO FORTALEZA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,-17.785350,-63.181296,"Gabriel Rene Moreno, n§ 140",Empresa,BANCO FORTALEZA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,-17.780796,-63.172856,Arenales Nro. 779,Empresa,BANCO PRODEM,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,-17.814464,-63.182709,Av. Santos Dumont esquina Tercer anillo externo N,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,-17.779967,-63.184686,calle Seoane entre 21 de mayo y España,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,-17.766813,-63.182083,"Surtidor Cristo Rey Av. Cristo Redentor, Entre 2d",Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,-17.789694,-63.171713,"Av Viedma N° 649 casi calle Oruro 1er anillo, z c",Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,NA,NA,"C. SUCRE Nro.144, entra calle Chuquisaca y La Paz",Empresa,CIDRE IFD,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,NA,NA,AV. CHE GUEVARA Nro.6950 MEDIA CUADRA ROTONDA PLA,Empresa,CIDRE IFD,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,-17.806819,-63.202073,Doble V¡a la Guardia esq. C Jose Otero,Empresa,COOP. COMARAPA LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,-17.785178,-63.194616,Of. Central Av.26 de Feb. Esq. Landivar,Empresa,COOP. SAN MARTIN DE PORRES,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,NA,NA,Av. Mutualista Nº 565 y 3er. Anillo,Empresa,COOP.LA MERCED,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,-17.783053,-63.185488,Calle Junín 363 entre España y Santa Barbara,Empresa,COOP.LA MERCED,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,NA,NA,Avenida Isabel la Católica No 449 frente La Ramad,Empresa,COOPERATIVA GRAN GRIGOTA LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,-17.774646,-63.176561,Avenida Uruguay No 423 (media cuadra de Cumbre),Empresa,COOPERATIVA GRAN GRIGOTA LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,-17.804200,-63.199918,AV.DOBLE VIA LA GUARDIA NO.1050,Empresa,COOPERATIVA SAN MATEO LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,-17.768240,-63.115972,AV. VIRGEN DE COTOCA 550 ENTRE 6to.Y 7mo. ANILLO,Empresa,FUBODE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,NA,NA,AV. SANTOS DUMONT 1385,Empresa,FUBODE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,"-17.824641,",-63.132249,"AV. 18 DE MARZO, ESQ. PLAN 3000",Empresa,IDEPRO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,-17.798585,-63.135439,"Villa 1ø de Mayo, Casi Esq. Calle 11 oeste Nø 4",Empresa,PRO-MUJER,Servicios Financieros,Transacciones bancarias,null,null,No,Si
