type,id,geometry/type,geometry/coordinates/0,geometry/coordinates/1,geometry_name,properties/codigoSIE,properties/ue1,properties/ue2,properties/ue3,properties/ue4,properties/ue5,properties/Nombre,properties/Direccion,properties/CodMacro,properties/CodDistrito,properties/Zona,properties/IdTipo,properties/distrito,properties/owner,properties/usuario,properties/fechaActual,properties/observaciones
Feature,educacionpublica.16,Point,-68.10154543,-16.50026858,geom,80730354,San José,,,,,SAN JOSE III,C. Juan Pablo,2,16,BAJO SALOME,,16,,clara.revollo,2016-06-08T20:24:13.257Z,
Feature,educacionpublica.17,Point,-68.13619782,-16.53861131,geom,80730409,San Miguel de Alpacoma,,,,,SAN MIGUEL DE ALPACOMA,C. Pedro Domingo Murillo,3,4,ALPACOMA,,4,,clara.revollo,2016-06-08T20:25:22.057Z,
Feature,educacionpublica.18,Point,-68.07805214,-16.53822742,geom,80730422,Julio Cesar Patiño A,Julio Cesar Patiño D,,,,JULIO CESAR PATIOO A,C. Inofuentes Esq. C. 21,5,19,CALACOTO,,18,,clara.revollo,2016-06-08T20:26:39.007Z,
Feature,educacionpublica.19,Point,-68.10584329,-16.52719358,geom,80730111,Juan Herschel A,Juan Herschel B,Luxemburgo,,,JUAN HERSCHEL A,C. Hernando Siles,5,21,Obrajes,,21,,clara.revollo,2016-06-08T20:27:49.050Z,
Feature,educacionpublica.20,Point,-68.10505527,-16.52263993,geom,80730097,Jesús Divino Maestro A,Jesus Divino Maestro B,,,,JESUS DIVINO MAESTRO,C. Alfredo Guillén Pinto,5,21,Alto Obrajes,,21,,clara.revollo,2016-06-08T23:12:04.170Z,
Feature,educacionpublica.21,Point,-68.07013561,-16.53845442,geom,80730105,San Andrés A,San Andrés B,,,,SAN ANDRES A,C. 26 Gavino Villanueva,5,19,COTA COTA,,0,,clara.revollo,2016-06-08T19:33:30.777Z,
Feature,educacionpublica.22,Point,-67.68488064,-15.70623974,geom,70680072,Buenos Aires,,,,,BUENOS AIRES,Comunidad Buenos Aires,9,23,,,24,,gustavo.nao,2016-06-08T18:47:56.353Z,
Feature,educacionpublica.23,Point,-68.16438451,-16.48919467,geom,80730035,Copacabana Fé y Alegría,Santo Tomas Primaria,,,,COPACABANA FE Y ALEGRIA,Av. Juan Mendoza Gonzales,7,9,LA PORTADA,,9,,clara.revollo,2016-06-08T23:26:36.423Z,
Feature,educacionpublica.24,Point,-67.70599111,-15.72668961,geom,70680066,Eduardo Avaroa,,,,,EDUARDO AVAROA (YURUMANI),Comunidad Yurumani,9,23,ZONGO TROPICAL,,24,,gustavo.nao,2016-06-08T18:52:55.567Z,
Feature,educacionpublica.25,Point,-67.98565402,-16.04529642,geom,80730307,Huaji,,,,,HUAJI,Comunidad Huaji,9,23,,,23,,gustavo.nao,2016-06-08T20:24:47.677Z,
Feature,educacionpublica.26,Point,-68.08979307,-16.49976302,geom,80730415,Villa Callapa,,,,,VILLA CALLAPA,Campo Deportivo de Villa Callapa,2,17,CALLAPA,,17,,clara.revollo,2016-06-09T13:13:51.090Z,
Feature,educacionpublica.27,Point,-68.15828759,-16.46106426,geom,80730043,Lucio Velasco Flores,,,,,LUCIO VELASCO FLORES,Av. 3 y C. 6,7,10,San Francisco,,10,,clara.revollo,2016-06-09T13:15:24.747Z,
Feature,educacionpublica.28,Point,-68.00344825,-16.04670482,geom,80730308,Huaylipaya,,,,,HUALIPAYA,Comunidad Huaylipaya,9,23,,,23,,gustavo.nao,2016-06-08T20:22:57.737Z,
Feature,educacionpublica.29,Point,-67.67000936,-15.76834897,geom,80730312,Zongo Choro,,,,,ZONGO CHORO,Comunidad Monte Verde,9,23,,,24,,gustavo.nao,2016-06-08T16:19:10.080Z,
Feature,educacionpublica.30,Point,-68.15323175,-16.50711744,geom,80730027,Alfonso Pardo Uzueda,Sagrado Corazón de Jesús,,,,ALFONZO PARDO UZUEDA,C. Hermanos Artola,3,5,ALTO CHIJINI,,5,,carlos.medrano,2016-07-12T22:48:33.537Z,
Feature,educacionpublica.31,Point,-68.13965184,-16.19228838,geom,80730310,Llaullini,,,,,LLAULLINI,Comunidad Llaullini,9,23,,,23,,gustavo.nao,2016-06-08T20:39:05.167Z,No Funciona por Falta de Alumnos
Feature,educacionpublica.32,Point,-67.7066703,-15.6677784,geom,70680065,Kelequelera,,,,,KELEQUELERA,Comunidad Kelequelera,9,23,,,24,,gustavo.nao,2016-06-08T18:56:14.243Z,
Feature,educacionpublica.33,Point,-68.04424914,-16.09265377,geom,80730311,Villa Harca,,,,,VILLA ARCA,Comunidad Islani Bajo,9,23,,,23,,gustavo.nao,2016-06-08T20:34:36.210Z,
Feature,educacionpublica.34,Point,-68.01979415,-16.0626762,geom,80730616,Cahua Grande,,,,,CAHUA GRANDE,Comunidad Cahua,9,23,,,23,,gustavo.nao,2016-06-08T20:29:06.983Z,
Feature,educacionpublica.35,Point,-68.02570506,-16.067607,geom,80730309,Kahua,,,,,KAHUA,Comunidad Cahua,9,23,,,23,,clara.revollo,2016-07-01T19:48:45.043Z,
Feature,educacionpublica.36,Point,-68.10787362,-16.50129919,geom,80730093,Federico Jofre Salinas,Genoveva Rios,,,,FEDERICO JOFRRE SALINAS,Av. Josefa Mujía,2,15,SAN ANTONIO ALTO,,15,,clara.revollo,2016-06-09T13:18:38.487Z,
Feature,educacionpublica.37,Point,-68.14605562,-16.52533581,geom,80730416,Alto Pasankeri Sur,,,,,ALTO PASANKERI SUR,C. Aroma,3,4,ALTO PASANKERI,,4,,clara.revollo,2016-06-09T13:19:18.077Z,
Feature,educacionpublica.38,Point,-68.14814284,-16.48322898,geom,80730398,Aprecia La Paz,,,,,APRECIA LA PAZ,Av. Vasquez,7,10,PURA PURA,,10,,clara.revollo,2016-06-09T13:19:56Z,
Feature,educacionpublica.39,Point,-68.10076618,-16.49582337,geom,80730316,Armando Escobar Uría A,Armando Escobar Uría B,,,,ARMANDO ESCOBAR URIA A,C. 5,2,16,VILLA SALOME,,16,,clara.revollo,2016-06-09T13:23:25.537Z,
Feature,educacionpublica.40,Point,-68.14463703,-16.49663841,geom,80730022,Carlos Bravo,Eduardo Avaroa III,Victor muñoz Reyes,,,CARLOS BRAVO,Av. Buenos Aires,7,7,14 DE SEPTIEMBRE,,7,,clara.revollo,2016-06-09T13:26:06.560Z,
Feature,educacionpublica.41,Point,-68.16772666,-16.4863313,geom,80730040,Marien Garten A,Marien Garten C,,,,MARIEN GARTEN A,C. Bellavista,7,9,MUNAYPATA,,9,,clara.revollo,2016-06-09T13:53:59.797Z,
Feature,educacionpublica.42,Point,-68.15610751,-16.48732058,geom,80730039,25 de Mayo,,,,,25 DE MAYO,Av. Naciones Unidas,7,9,MUNAYPATA,,9,,clara.revollo,2016-06-09T13:56:26.050Z,
Feature,educacionpublica.43,Point,-68.11002989,-16.52703014,geom,80730639,Obrajes - CEA,,,,,CEA OBRAJES,C. 7 Antonio Diaz Villamil,5,21,OBRAJES,5,21,,clara.revollo,2016-06-22T22:27:48.227Z,
Feature,educacionpublica.44,Point,-68.16684415,-16.49563532,geom,80730429,Antofagasta Noruego I,Antofagasta Noruego II,,,,ANTOFAGASTA NORUEGO I,Av. Panorámica,7,9,PACAJES,,9,,clara.revollo,2016-06-09T13:59:08.567Z,
Feature,educacionpublica.45,Point,-68.15062307,-16.45782137,geom,80730023,Ciudadela Ferroviaria - CEA,Ferroviario,Gil Tapia Rada,,,CEA CIUDADELA FERROVIARIA,C. 1,7,10,Ciudadela Ferroviaria,5,10,,clara.revollo,2016-06-09T14:00:19.053Z,
Feature,educacionpublica.46,Point,-68.10876425,-16.51968291,geom,80730190,Gran Bretaña A,Gran Bretaña B,,,,GRAN BRETANA,Av. Integración,5,21,ALTO OBRAJES,,21,,clara.revollo,2016-06-09T14:01:58.953Z,
Feature,educacionpublica.47,Point,-68.09146153,-16.54595137,geom,80730110,Santa Rosa de Florida A,Santa Rosa de Florida B,,,,SANTA ROSA LA FLORIDA A,Av. Los Alamos,5,19,LA FLORIDA,,18,,clara.revollo,2016-06-09T14:06:25.907Z,
Feature,educacionpublica.48,Point,-68.11810469,-16.52668436,geom,80730431,Rosario,,,,,ROSARIO,Av. Los Sargentos,5,21,BAJO LLOJETA,,21,,clara.revollo,2016-06-09T14:07:10.807Z,
Feature,educacionpublica.49,Point,-68.14951363,-16.51283227,geom,80730491,Artemio Camargo,,,,,ARTEMIO CAMARGO,C. Kishuarani,3,5,ALTO TACAHUA,,5,,clara.revollo,2016-06-09T14:09:00.407Z,
Feature,educacionpublica.50,Point,-68.14316372,-16.511904,geom,80730424,Las Nieves,,,,,LAS NIEVES,Av. Landaeta,3,4,LAS NIEVES,,4,,clara.revollo,2016-06-09T14:09:58.083Z,
Feature,educacionpublica.51,Point,-68.14811928,-16.51135119,geom,80730339,Jaime Zenobio Escalante,,,,,JAIME ZENOBIO ESCALANTE,Av. Julio Tellez,3,5,ALTO TACAGUA,,5,,clara.revollo,2016-06-09T14:10:29.677Z,
Feature,educacionpublica.52,Point,-68.128075,-16.52718428,geom,80730004,San José I,,,,,SAN JOSE I,C. 16 Los Eucaliptos,3,4,BAJO LLOJETA,,4,,clara.revollo,2016-07-01T21:31:13.430Z,
Feature,educacionpublica.53,Point,-68.13114423,-16.50775558,geom,80730144,República Oriental del Uruguay,Uruguay,,,,REPUBLICA ORIENTAL DEL URUGUAY,C. Ecuador,3,3,SOPOCACHI,,3,,clara.revollo,2016-06-09T14:11:46.240Z,
Feature,educacionpublica.54,Point,-68.15981756,-16.49467551,geom,80730021,Club de Leones 1,Club de Leones 2,,,,CLUB DE LEONES 1,Av. Entre Ríos,7,9,ALTO TEJAR,,9,,clara.revollo,2016-06-09T14:13:11.407Z,
Feature,educacionpublica.55,Point,-68.16495168,-16.48780447,geom,80730034,Carola Itiguez,Estanislao Pascual,,,,CAROLA ITIGUEZ,Av. Aguirre,7,9,LA PORTADA,,9,,clara.revollo,2016-06-09T14:14:03.580Z,
Feature,educacionpublica.56,Point,-68.14950552,-16.50060492,geom,80730518,Ladislao Cabrera,Libertad I,,,,LADISLAO CABRERA,C. Fernando Marquina,7,7,OBISPO INDABURO,,7,,clara.revollo,2016-06-09T14:14:34.517Z,
Feature,educacionpublica.57,Point,-68.16162655,-16.45912715,geom,80730356,20 de Octubre I,,,,,20 DE OCTUBRE I,C. 27 de Noviembre,7,10,SAN FRANCISCO,,10,,clara.revollo,2016-06-09T14:15:13.117Z,
Feature,educacionpublica.58,Point,-68.12955782,-16.50779453,geom,80730326,Agustín Aspiazu,Bolivia II,Claudio Sanjinez,Luis Severo Crespo,,AGUSTIN ASPIAZU,Av. Aspizu Esq. Av. 20 de Octubre,3,3,SOPOCACHI,,3,,clara.revollo,2016-07-01T19:43:44.770Z,
Feature,educacionpublica.59,Point,-68.13075682,-16.51112144,geom,80730146,Bolivia III,Bolivia IV,,,,BOLIVIA III,C. Fernando Guachalla,3,3,SOPOCACHI,,3,,clara.revollo,2016-06-09T14:17:19.250Z,
Feature,educacionpublica.60,Point,-68.14672001,-16.51463398,geom,80730006,Alto Tembladerani,,,,,ALTO TEMBLADERANI,C. 5 de Agosto,3,5,SAN JUAN TEMBLADERANI,,5,,clara.revollo,2016-06-09T14:17:59.697Z,
Feature,educacionpublica.61,Point,-68.11600825,-16.49800975,geom,80730094,Gral. de San Martín Inicial,,,,,GRAL JOSE DE SAN MARTIN INICIAL,Pza. Luis Tapia,2,15,Bajo San Antonio,,15,,clara.revollo,2016-06-09T14:19:55.617Z,
Feature,educacionpublica.62,Point,-68.14183732,-16.53248484,geom,80730002,José Santos Vargas Turno Mañana,José Santos Vargas Turno Tarde,,,,JOSE SANTOS VARGAS TURNO MASANA,Av. Max Fernandez,3,4,ALTO LLOJETA,,4,,clara.revollo,2016-07-01T21:37:07.923Z,
Feature,educacionpublica.63,Point,-68.15321175,-16.51136211,geom,40730010,Faro Murillo,Jorge Cabrera Acusa,,,,FARO MURILLO,C. 9 de Abril,3,5,FARO MURILLO,,5,,clara.revollo,2016-06-09T14:22:11.820Z,
Feature,educacionpublica.64,Point,-68.14052935,-16.51228506,geom,80730013,Fátima - CEA,Humberto Vasquez Machicado,José Carrasco Torrico,Puerto Rico,,CEA FATIMA,Av. José Saravia,3,4,TEMBLADERANI,5,4,,clara.revollo,2016-06-09T15:10:54.040Z,
Feature,educacionpublica.65,Point,-68.13320265,-16.49378857,geom,80730116,Jardín de niños Sucre,Tokio,,,,JARDIN DE NIAOS SUCRE,Av. Sucre,1,1,CETRAL,,1,,clara.revollo,2016-06-09T15:13:19.413Z,
Feature,educacionpublica.66,Point,-68.14662028,-16.50398528,geom,80730017,Remberto Tapia,Franz Tamayo,,,,BRIG. MAY. REMBERTO TAPIA,C. Villamil de Rada,3,5,VILLA NUEVO POTOSI,,5,,nhuanquiri,2016-07-01T21:20:57.473Z,Brig. My. Remberto Tapia
Feature,educacionpublica.67,Point,-68.07806843,-16.53868655,geom,80730367,Guido Villagomez - CEA,Rene Barriento Ortu Mañana,Rene Barriento Ortu Tarde,,,CEA GUIDO VILLAGOMEZ,Av. José Ballivián,5,19,CALACOTO,5,18,,clara.revollo,2016-06-09T15:20:05.597Z,
Feature,educacionpublica.68,Point,-68.03635187,-16.53284109,geom,70730064,Jacha Uru,,,,,JACHA URU,C. 69 Psj. Galeo,5,19,OVEJUYO,,19,,clara.revollo,2016-06-06T21:29:21.647Z,
Feature,educacionpublica.69,Point,-68.16682974,-16.48817706,geom,80730046,Manuel Bernal Mariaca,,,,,MANUEL BERNAL MARIACA,Av. Kollasuyo.,7,9,LA PORTADA,,9,,clara.revollo,2016-06-09T15:21:56.167Z,
Feature,educacionpublica.70,Point,-68.15356651,-16.49401885,geom,80730025,Faustino Suarez,Max Toledo,Mercedes Fiengo Ayala,,,FAUSTINO SUAREZ,Av. Kollasuyo,7,8,EL TEJAR,,8,,clara.revollo,2016-06-09T15:26:10.950Z,
Feature,educacionpublica.71,Point,-68.14976657,-16.49957389,geom,80730036,Estado de Israel,Gral. José Manuel Pando,Niceforo Rojas,,,ESTADO DE ISRAEL,C. Issac Soria,7,7,LOS ANDES,,7,,clara.revollo,2016-06-09T15:29:11.820Z,
Feature,educacionpublica.72,Point,-68.08430868,-16.51586981,geom,80730484,Victor Paz Estensoro,,,,,VICTOR PAZ EXTENSORO,Av. Circunvalación,5,18,ALTO IRPAVI,,18,,clara.revollo,2016-06-09T15:30:41.310Z,
Feature,educacionpublica.73,Point,-68.16437775,-16.48861426,geom,80730425,Abraham Reyes Fé y Alegría,Santo Tomas Fé y Alegría,,,,ABRAHAM REYES FE Y ALEGRIA,C. Valle Grande,7,9,LA PORTADA,,9,,clara.revollo,2016-06-09T15:31:59.387Z,
Feature,educacionpublica.74,Point,-68.15564717,-16.5015311,geom,80730026,San Martín de Porres,,,,,SAN MARTIN DE PORRES,Av. Segundo Bascones,7,7,CHAMOCO CHICO,,7,,clara.revollo,2016-06-09T15:40:57.970Z,
Feature,educacionpublica.75,Point,-68.15221947,-16.49022884,geom,80730319,Mazarello - CEA,Franz Tamayo 1,Franz Tamayo 2,Franz Tamayo 3,,CEA MAZARELLO,Av. Virrey Toledo,7,8,Max Paredes,5,8,,clara.revollo,2016-06-09T19:16:45.633Z,
Feature,educacionpublica.76,Point,-68.16104571,-16.50032624,geom,80730408,Filadelfia,,,,,FILADELFIA,C. Las Retamas,7,9,HUACACHAQUI BARTOLIN,,9,,clara.revollo,2016-06-09T19:18:13.810Z,
Feature,educacionpublica.77,Point,-68.15559233,-16.4872016,geom,80730421,Carlos Carrasco Avila,,,,,CARLOS CARRASCO AVILA,Av. Naciones Unidas,7,9,MUNAYPATA,,9,,clara.revollo,2016-06-09T19:20:17.043Z,
Feature,educacionpublica.78,Point,-68.10383688,-16.53500646,geom,80730113,Juan Pablo II,,,,,JUAN PABLO II,C. 5,5,21,ALTO SEGUENCOMA,,21,,clara.revollo,2016-06-09T19:20:47.857Z,
Feature,educacionpublica.79,Point,-68.1051672,-16.52367336,geom,86730461,Abopane,,,,,ABOPANE,Av. Max Portugal Zamora,5,21,ALTO OBRAJES,,21,,clara.revollo,2016-06-09T19:22:38.460Z,
Feature,educacionpublica.80,Point,-68.0551722,-16.54803757,geom,80730483,El Pedregal,,,,,EL PEDREGAL,Av. A C. 4,5,19,EL PEDREGAL,,19,,clara.revollo,2016-06-08T20:01:18.723Z,
Feature,educacionpublica.81,Point,-68.13274099,-16.50359598,geom,80730007,27 de Mayo,Simona Manzaneda,,,,27 DE MAYO,C. Cañada Strongest,3,6,SAN PEDRO,,6,,clara.revollo,2016-06-09T19:23:27.257Z,
Feature,educacionpublica.82,Point,-68.14103394,-16.50269172,geom,80730001,Alcides Arguedas,George Washington,,,,ALCIDES ARGUEDAS,C. Venancio Burgoa,3,6,ALTO SAN PEDRO,,6,,clara.revollo,2016-06-09T19:25:13.307Z,
Feature,educacionpublica.83,Point,-68.14352622,-16.51105889,geom,80730525,República del Japón,Republica Dominicana,,,,REPUBLICA DEL JAPON,Av. Buenos Aires,3,5,ALTO SAN PEDRO,,5,,clara.revollo,2016-06-09T19:26:15.933Z,
Feature,educacionpublica.84,Point,-68.12902636,-16.50670287,geom,80730145,Juancito Pinto,Macario Pinilla,,,,JUANCITO PINTO,C. Agustín Aspiazu,3,3,SOPOCACHI,,3,,clara.revollo,2016-06-09T19:28:52.717Z,
Feature,educacionpublica.85,Point,-68.13278514,-16.50523835,geom,80730008,Delfín Eyzaguirre,Simon Bolivar 1,Simón Bolivar 2,,,DELFIN EYZAGUIRRE,C. Conchitas,3,6,CENTRAL,,6,,clara.revollo,2016-06-09T19:31:01.950Z,
Feature,educacionpublica.86,Point,-68.12749634,-16.50790713,geom,80730142,Mauro Nuñez Caceres,República de Colombia,República de Ecuador,,,MAURO NU EZ CACERES,Av. 6 de Agosto,3,3,SOPOCACHI,,3,,clara.revollo,2016-06-09T19:42:38.830Z,
Feature,educacionpublica.87,Point,-68.14074106,-16.51201748,geom,80730014,4 de Julio,Carlos Medinacelli,Carlos Montenegro,,,4 DE JULIO,C. José Saravia,3,4,TEMBLADERANI CENTRAL,,4,,clara.revollo,2016-08-04T13:40:53.123Z,
Feature,educacionpublica.88,Point,-68.12879035,-16.50683099,geom,80730141,Max Paredes 2 - CEA,Max Paredes 1,República de Peru,,,CEA MAX PAREDES 2,Av. 6 de Agosto Esq. Aspiazu,3,3,SOPOCACHI,5,3,,clara.revollo,2016-06-09T19:46:07.980Z,
Feature,educacionpublica.89,Point,-68.10734422,-16.52924539,geom,80730481,Juan Herschel C,,,,,JUAN HERSCHEL C,C. Mía Duberty Linndeman,5,21,OBRAJES,,21,,clara.revollo,2016-06-09T19:48:09.777Z,
Feature,educacionpublica.90,Point,-68.13742037,-16.48938837,geom,80730373,Niños de La Paz,,,,,NIlOS LA PAZ,C. Calama,4,11,NORTE,,11,,clara.revollo,2016-06-09T19:52:35.183Z,
Feature,educacionpublica.91,Point,-68.14110138,-16.48742995,geom,80730068,Kinder Flora Perez,,,,,FLORA PEREZ KINDER,C. Teniente José Manuel Oquendo,4,11,ACHACHICALA,,11,,clara.revollo,2016-06-09T19:56:47.430Z,
Feature,educacionpublica.92,Point,-68.10136929,-16.40233684,geom,40730129,Centro Achachicala,,,,,CENTRO ACHACHICALA,Centro Achachicala,8,22,CENTRO ACHACHICALA,,22,,clara.revollo,2016-06-09T19:58:07.087Z,
Feature,educacionpublica.93,Point,-68.08514327,-16.35313043,geom,40730128,Alto Achachicala,,,,,ALTO ACHACHICALA,Hampaturi,8,22,Chacaltaya,,22,,clara.revollo,2016-06-09T19:58:30.690Z,
Feature,educacionpublica.94,Point,-68.08362669,-16.48457939,geom,80730161,13 de Junio,,,,,13 DE JUNIO,Hampaturi,8,22,CHINCAYA,,22,,clara.revollo,2016-06-09T20:03:40.283Z,
Feature,educacionpublica.95,Point,-68.12745582,-16.48173725,geom,80730059,Santa Rosa Grande,,,,,SANTA ROSA GRANDE,C. 3,4,12,Santa Rosa Grande,,12,,clara.revollo,2016-06-09T20:04:16.337Z,
Feature,educacionpublica.96,Point,-68.00815841,-16.32406529,geom,40730132,Pongo,,,,,PONGO,Carretera Troncal a los Yungas,8,22,Huayllara,,22,,clara.revollo,2016-06-09T20:05:09.093Z,
Feature,educacionpublica.97,Point,-68.08718454,-16.52528604,geom,80730108,Tres Pasos al Frente - CEA,Rose Marie Galindo de Barrientos,,,,CEA TRES PASOS AL FRENTE,Av. Pablo Caballero,5,18,IRPAVI BAJO,5,18,,clara.revollo,2016-06-09T20:06:29.240Z,
Feature,educacionpublica.98,Point,-68.1276103,-16.48846723,geom,80730522,Bicentenario,Movil 12 - CEA,Huscar Cajías,,,BICENTENARIO,C. Pedro Tarifa Esq. Diego de Peralta,4,12,ALTO MIRAFLORES,5,12,,clara.revollo,2016-08-04T13:44:15.977Z,
Feature,educacionpublica.99,Point,-68.03968414,-16.49217607,geom,80730505,Pantini,,,,,PANTINI,C. Pantini,8,22,HAMPATURI,,22,,clara.revollo,2016-06-09T20:48:49.610Z,
Feature,educacionpublica.100,Point,-68.05477692,-16.45695716,geom,80730441,San Simón I,,,,,SAN SIMuN I,Hampaturi,8,22,HAMPATURI,,22,,clara.revollo,2016-06-09T20:50:41.577Z,
Feature,educacionpublica.101,Point,-68.08993413,-16.54977235,geom,80730109,La Salle B,,,,,LA SALLE B,Av. Arequipa,5,19,LA FLORIDA,,18,,clara.revollo,2016-06-09T20:53:38.320Z,
Feature,educacionpublica.102,Point,-68.03476343,-16.55136522,geom,60730029,Joaquín Herrman,,,,,JOAQUIN HERRMAN,Villa Apaña,5,19,Villa Apaña,,19,,clara.revollo,2016-06-09T20:55:09.503Z,
Feature,educacionpublica.103,Point,-68.08468123,-16.53983218,geom,80730191,Domingo Savio B,,,,,DOMINGO SAVIO B,Av. Bustamante,5,19,CALACOTO,,18,,clara.revollo,2016-06-09T20:55:34.717Z,
Feature,educacionpublica.104,Point,-67.95741201,-16.3315536,geom,80730494,Richard Latman,,,,,RICHARD LATMAN,Carretera a Yungas,8,22,PONGO,,22,,clara.revollo,2016-06-09T20:57:11.493Z,
Feature,educacionpublica.105,Point,-68.03380939,-16.44373034,geom,80730352,Pedro Domingo Murillo,,,,,PEDRO DOMNGO MURILLO,Cancha Palcoma,8,22,Palcoma,,22,,clara.revollo,2016-06-09T21:01:19.323Z,
Feature,educacionpublica.106,Point,-68.14133679,-16.43911965,geom,40730133,Siete Lagunas,,,,,SIETE LAGUNAS,C. S/N,4,11,SIETE LAGUNAS,,11,,clara.revollo,2016-06-09T21:08:55.237Z,
Feature,educacionpublica.107,Point,-68.10993306,-16.52689166,geom,80730382,12 de Abril,,,,,12 DE ABRIL,C. Antonio Diaz Villamil,5,21,SUR,,21,,clara.revollo,2016-06-09T21:11:19.727Z,
Feature,educacionpublica.108,Point,-68.1247748,-16.48308684,geom,80730058,Alfredo Vargas A,Alfredo Vargas B, Ayacucho - CEA ,,,ALFREDO VARGAS A,C. Benigno Loza,4,12,ALTO MIRAFLORES,5,12,,clara.revollo,2016-06-09T21:12:25.563Z,
Feature,educacionpublica.109,Point,-68.13526711,-16.49121691,geom,80730069,Nuestra señora de La Paz III - CEA,Nuestra Señora de La Paz I,Nuestra Señora de La Paz II,,,CEA NUESTRA SESORA DE LA PAZ III,C. Catacora Esq. Batalla de Montenegro,4,11,NORTE,5,11,,clara.revollo,2016-06-09T21:14:59.140Z,
Feature,educacionpublica.110,Point,-68.11484536,-16.46424126,geom,80730410,Nueva Jerusalen,,,,,NUEVA JERUSALEM,C. 2 y C. D,4,13,3 DE MAYO,,13,,clara.revollo,2016-06-09T21:18:36.383Z,
Feature,educacionpublica.111,Point,-68.13471717,-16.4914684,geom,80730063,Felix Reyes Ortiz,Genaro Gamarra,,,,FELIX REYES ORTIZ,C. Catacora,4,11,Norte,,11,,clara.revollo,2016-06-09T21:19:01.150Z,
Feature,educacionpublica.112,Point,-68.1052453,-16.46580175,geom,80730511,Kochapampa,,,,,KOCHAPAMPA,C. A,2,14,KOCHAPAMPA,,13,,clara.revollo,2016-06-10T15:19:46.573Z,
Feature,educacionpublica.113,Point,-68.14462566,-16.48422545,geom,80730047,Francia - CEA,Republica de Francia A,Republica de Francia B,,,CEA FRANCIA,Av. Chacaltaya,4,11,VINO TINTO,5,11,,clara.revollo,2016-06-10T15:20:42.797Z,
Feature,educacionpublica.114,Point,-68.14410227,-16.44180556,geom,80730466,10 de Junio,,,,,10 DE JUNIO,Av. Padre Luis Espinal Camps,4,11,LIMANIPATA,,11,,clara.revollo,2016-06-10T15:22:46.977Z,
Feature,educacionpublica.115,Point,-68.1425324,-16.45975708,geom,80730482,Rotarac San Pedro,,,,,ROTARAC SAN PEDRO,Av. Carlos Palenque,4,11,TANGANI,,11,,clara.revollo,2016-06-10T15:23:25.460Z,
Feature,educacionpublica.116,Point,-68.07871765,-16.48688256,geom,80730361,Antonio José de Sucre,,,,,ANTONIO JOSd DE SUCRE,Chicani,8,22,CHICANI,,22,,clara.revollo,2016-07-01T21:31:23.710Z,
Feature,educacionpublica.117,Point,-68.10247666,-16.45984084,geom,80730056,Chuquiaguillo - CEA,Pablo Iturry A,Pablo Iturry B,,,CEA CHUQUIAGUILLO,Av. Ramiro Castillo,4,13,CHUQUIAGUILLO,5,13,,clara.revollo,2016-06-11T20:20:01.580Z,
Feature,educacionpublica.118,Point,-68.14494163,-16.47877684,geom,80730078,Abraham Lincol,Ricardo Jaimes Freyre,,,,ABRAHAM LINCOL,C. Eusebio Lira,4,11,VINO TINTO,,11,,clara.revollo,2016-06-11T20:21:34.557Z,
Feature,educacionpublica.119,Point,-68.16769647,-16.48636719,geom,807300401,Jardín de María,,,,,JARDIN DE MARIA,C. Bellavista,7,9,MUNAYPATA,,9,,clara.revollo,2016-06-11T20:24:01.957Z,
Feature,educacionpublica.120,Point,-68.1130644,-16.46789001,geom,80730072,Irene Navía A,Irene Navía B,,,,IRENE NAVIA A,C. Ramiro Castillo,4,13,VILLA EL CARMEN,,13,,clara.revollo,2016-06-11T20:24:57.077Z,
Feature,educacionpublica.121,Point,-68.12533309,-16.47235956,geom,80730526,Las Delicias Profesor Escalante,,,,,LAS DELICIAS PROF ESCALANTE,C. 25 de Julio,4,12,ALTO LAS DELICIAS,,12,,clara.revollo,2016-08-04T13:48:32.983Z,
Feature,educacionpublica.122,Point,-68.11957905,-16.48287861,geom,80730478,José Ricardo Bustamante C,,,,,JOSE RICARDO BUSTAMANTE C,C. Waldo clvarez,4,13,BARRIO GRÁFICO,,13,,clara.revollo,2016-06-11T20:27:13.587Z,
Feature,educacionpublica.123,Point,-68.1314735,-16.49419792,geom,80730064,Elisa de Ballivián,Natalia Palacios,,,,ELISA DE BALLIVIAN,Av. Sucre Esq. Catacora,4,11,NORTE,,11,,clara.revollo,2016-06-11T20:28:06.657Z,
Feature,educacionpublica.124,Point,-68.10743034,-16.48753473,geom,80730493,Valle Hermoso,,,,,VALLE HERMOSO,C. Litoral,2,14,VALLE HERMOSO,,14,,clara.revollo,2016-06-11T20:28:30.270Z,
Feature,educacionpublica.125,Point,-68.1170842,-16.4952333,geom,80730090,6 de Agosto,Eloida Lijerón,,,,6 DE AGOSTO,C. José María Valdivia,2,14,VILLA COPACABANA,,14,,clara.revollo,2016-07-01T21:41:37.177Z,
Feature,educacionpublica.126,Point,-68.11728321,-16.48893227,geom,80730439,Cristiano Vida Nueva Turno Mañana,Cristiano Vida Nueva Turno Tarde,,,,CRISTIANO VIDA NUEVA TURNO MA ANA,C. Diego Quispe,2,14,VILLA COPACABANA,,14,,clara.revollo,2016-06-11T20:30:52.977Z,
