type,id,geometry/type,geometry/coordinates/0,geometry/coordinates/1,geometry_name,properties/Direccion,properties/Ruta
Feature,paradaspumakatari.764,Point,-68.06082966,-16.51554375,Shape,Calle 36 Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.765,Point,-68.06193352,-16.51746976,Shape,Complejo The Strongest,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.766,Point,-68.06250106,-16.51946641,Shape,Calle 31 Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.767,Point,-68.06375621,-16.52149262,Shape,Calle 29 Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.768,Point,-68.06679154,-16.52358027,Shape,San Ramon Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.769,Point,-68.06818754,-16.5262027,Shape,Hernan Greiner Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.770,Point,-68.07089933,-16.5287056,Shape,Calle 22 Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.771,Point,-68.07139265,-16.53038957,Shape,Plaza de la Amistad Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.772,Point,-68.0730043,-16.53138145,Shape,Mercado de Achumani Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.773,Point,-68.0744757,-16.53330424,Shape,Calle 13 Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.774,Point,-68.07541944,-16.53583933,Shape,Plaza Jaime Escalante Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.775,Point,-68.07744816,-16.53907218,Shape,Iglesia de San Miguel Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.776,Point,-68.08059794,-16.53918172,Shape,Calle 18 de Calacoto Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.777,Point,-68.0827032,-16.53975122,Shape,Calle 17 de Calacoto Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.778,Point,-68.08442314,-16.54018159,Shape,Calle 15 de Calacoto Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.779,Point,-68.08658988,-16.54081727,Shape,Calle 13 de Calacoto Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.780,Point,-68.09209167,-16.54149332,Shape,Calle 8 de Calacoto Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.781,Point,-68.09468756,-16.53953038,Shape,Pasarela ANAPOL Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.782,Point,-68.09585391,-16.53658872,Shape,Pasarela Campo Ferial Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.783,Point,-68.09817637,-16.53288373,Shape,Pasarela Barrio del Periodista Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.784,Point,-68.10167645,-16.52982556,Shape,Calle 17 de Obrajes Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.785,Point,-68.10405718,-16.52854603,Shape,Calle 14 de Obrajes Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.786,Point,-68.10600673,-16.52743377,Shape,Plaza de la Loba Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.787,Point,-68.10843146,-16.52688151,Shape,Iglesia de la Exaltacion Obrajes Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.788,Point,-68.11109826,-16.52539502,Shape,Calle 5 de Obrajes Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.789,Point,-68.11325903,-16.52426073,Shape,Calle 2 de Obrajes Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.790,Point,-68.11565035,-16.52174611,Shape,Calle 0 de Obrajes Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.791,Point,-68.12338426,-16.51403482,Shape,Plaza Kantutani,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.792,Point,-68.12538479,-16.51268041,Shape,Pinilla,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.793,Point,-68.12717339,-16.51101534,Shape,Plaza Abaroa Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.794,Point,-68.12898029,-16.509322,Shape,Rosendo Gutierrez Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.795,Point,-68.12938266,-16.50718629,Shape,Aspiazu Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.796,Point,-68.13233448,-16.50317239,Shape,Mexico Vuelta,SAN PEDRO - ACHUMANI
Feature,paradaspumakatari.1113,Point,-68.14588435,-16.53439686,Shape,Raúl Salmon,PUC - INCA LLOJETA
Feature,paradaspumakatari.1114,Point,-68.13454673,-16.53399604,Shape,Vergelito,PUC - INCA LLOJETA
Feature,paradaspumakatari.1115,Point,-68.13791381,-16.53326843,Shape,Centro de Salud el Vergel,PUC - INCA LLOJETA
Feature,paradaspumakatari.1116,Point,-68.14417932,-16.53310721,Shape,Calle J,PUC - INCA LLOJETA
Feature,paradaspumakatari.1117,Point,-68.14037645,-16.53303479,Shape,Final Buenos Aires,PUC - INCA LLOJETA
Feature,paradaspumakatari.1118,Point,-68.13158568,-16.53286767,Shape,Tomillo,PUC - INCA LLOJETA
Feature,paradaspumakatari.1119,Point,-68.14201019,-16.53255012,Shape,U.E José Santos Vargas,PUC - INCA LLOJETA
Feature,paradaspumakatari.1120,Point,-68.14577855,-16.53235261,Shape,Graderías Nestor Paz,PUC - INCA LLOJETA
Feature,paradaspumakatari.1121,Point,-68.12624176,-16.53094817,Shape,Las Acacias,PUC - INCA LLOJETA
Feature,paradaspumakatari.1122,Point,-68.1283928,-16.52961416,Shape,Las Petunias,PUC - INCA LLOJETA
Feature,paradaspumakatari.1123,Point,-68.14292438,-16.52887449,Shape,Tupac katari,PUC - INCA LLOJETA
Feature,paradaspumakatari.1124,Point,-68.12591401,-16.52712591,Shape,Hospital Nuestra Señora de La Paz,PUC - INCA LLOJETA
Feature,paradaspumakatari.1125,Point,-68.12376371,-16.52656334,Shape,U.E. Boliviano Japones,PUC - INCA LLOJETA
Feature,paradaspumakatari.1126,Point,-68.12216659,-16.52343808,Shape,Rotonda Cementerio Jardin,PUC - INCA LLOJETA
Feature,paradaspumakatari.1127,Point,-68.11888939,-16.52198363,Shape,Avenida Mario Mercado,PUC - INCA LLOJETA
Feature,paradaspumakatari.1128,Point,-68.115523,-16.521876,Shape,Calle 0 de Obrajes vuelta,PUC - INCA LLOJETA
Feature,paradaspumakatari.1129,Point,-68.11457585,-16.51898166,Shape,Universidad Los Andes,PUC - INCA LLOJETA
Feature,paradaspumakatari.1130,Point,-68.11954805,-16.5151607,Shape,U. E. Amor de Dios,PUC - INCA LLOJETA
Feature,paradaspumakatari.1131,Point,-68.12077886,-16.51087995,Shape,Avenida del Poeta,PUC - INCA LLOJETA
Feature,paradaspumakatari.1132,Point,-68.12727957,-16.50457738,Shape,Cancha Zapata,PUC - INCA LLOJETA
Feature,paradaspumakatari.1133,Point,-68.12824913,-16.5008002,Shape,Estacion de Transferencia PUC-INCA LLOJETA,PUC - INCA LLOJETA
Feature,paradaspumakatari.1134,Point,-68.14600562,-16.53418214,Shape,Raúl Salmon,INCA LLOJETA - PUC
Feature,paradaspumakatari.1135,Point,-68.13475368,-16.5340125,Shape,Vergelito,INCA LLOJETA - PUC
Feature,paradaspumakatari.1136,Point,-68.13778565,-16.5333209,Shape,Centro de Salud el Vergel,INCA LLOJETA - PUC
Feature,paradaspumakatari.1137,Point,-68.14051295,-16.53326549,Shape,Final Buenos Aires,INCA LLOJETA - PUC
Feature,paradaspumakatari.1138,Point,-68.14432041,-16.5332586,Shape,Calle J,INCA LLOJETA - PUC
Feature,paradaspumakatari.1139,Point,-68.131344,-16.53311979,Shape,Tomillo,INCA LLOJETA - PUC
Feature,paradaspumakatari.1140,Point,-68.14246841,-16.53261206,Shape,U.E José Santos Vargas,INCA LLOJETA - PUC
Feature,paradaspumakatari.1141,Point,-68.14598948,-16.53248079,Shape,Graderías Nestor Paz,INCA LLOJETA - PUC
Feature,paradaspumakatari.1142,Point,-68.12662002,-16.53182155,Shape,Las Acacias,INCA LLOJETA - PUC
Feature,paradaspumakatari.1143,Point,-68.12885629,-16.52988637,Shape,Las Petunias,INCA LLOJETA - PUC
Feature,paradaspumakatari.1144,Point,-68.14332672,-16.52919143,Shape,Rotonda Tupac katari,INCA LLOJETA - PUC
Feature,paradaspumakatari.1145,Point,-68.12625531,-16.52668253,Shape,Hospital Nuestra Señora de La Paz,INCA LLOJETA - PUC
Feature,paradaspumakatari.1146,Point,-68.12362183,-16.52646026,Shape,UE Boliviano Japones,INCA LLOJETA - PUC
Feature,paradaspumakatari.1147,Point,-68.12139889,-16.52363464,Shape,Rotonda Cementerio Jardin Ida,INCA LLOJETA - PUC
Feature,paradaspumakatari.1148,Point,-68.11799038,-16.52162291,Shape,Avenida Mario Mercado,INCA LLOJETA - PUC
Feature,paradaspumakatari.1149,Point,-68.11811319,-16.52086322,Shape,Derechos Humanos,INCA LLOJETA - PUC
Feature,paradaspumakatari.1150,Point,-68.119478,-16.515533,Shape,San Jorge,INCA LLOJETA - PUC
Feature,paradaspumakatari.1151,Point,-68.12227559,-16.51295053,Shape,6 de Agosto,INCA LLOJETA - PUC
Feature,paradaspumakatari.1152,Point,-68.12085989,-16.51056385,Shape,Avenida del Poeta,INCA LLOJETA - PUC
Feature,paradaspumakatari.1153,Point,-68.12846665,-16.50393681,Shape,UMSA,INCA LLOJETA - PUC
