type,id,geometry/type,geometry/coordinates/0,geometry/coordinates/1,geometry_name,properties/Nombre,properties/Direccion,properties/Administracion,properties/IdTipo,properties/Tipo,properties/Macrodistrito,properties/CodDistrito,properties/IdCategoria,properties/Categoria,properties/Zona,properties/Codigo,properties/distrito,properties/owner,properties/usuario,properties/fechaActual,properties/observaciones
Feature,camposdeportivos.336,Point,-67.82782755,-16.20227091,geom,Zongo Choro,0,LA COMUNIDAD - SIN REGULACION,8,FUTBOL,OTRO,23,4,D,ZONGO CHORO,388,,,,,
Feature,camposdeportivos.337,Point,-68.15309604,-16.5073083,geom,Cooperativas,C. Hermanos Ortola,GAMLP,10,FUTBOL SALA,COTAHUMA,5,3,C,FINAL VILLAMIL DE RADA,78,5,,gustavo.nao,2018-09-12T19:01:54.017Z,
Feature,camposdeportivos.338,Point,-68.14740805,-16.51753699,geom,Niño Kollo,Av. Julio Tellez,NADIE,8,FUTBOL,COTAHUMA,5,3,C,ALTO TACAHUA NINO KOLLO,88,5,,gustavo.nao,2018-09-12T19:01:43.650Z,
Feature,camposdeportivos.339,Point,-68.10126594,-16.40278731,geom,Achachicala Centro,0,LA COMUNIDAD - SIN REGULACION,8,FUTBOL,HAMPATURI,22,4,D,ACHACHICALA CENTRO,96,22,,,,
Feature,camposdeportivos.340,Point,-68.09617966,-16.50937156,geom,Kupini 2,0,JUNTA VECINAL - SIN REGULACION,14,POLIFUNCIONAL,SAN ANTONIO,17,3,C,KUPINI 2,267,17,,gustavo.nao,2018-09-12T19:01:09.570Z,
Feature,camposdeportivos.341,Point,-68.09609273,-16.49300864,geom,Los Guindales Tiahuanacu,0,JUNTA VECINAL - SIN REGULACION,14,POLIFUNCIONAL,SAN ANTONIO,16,3,C,VILLA SALOME TIAHUANACU,271,16,,,,
Feature,camposdeportivos.342,Point,-68.10791555,-16.50067411,geom,Federico Ávila,0,JUNTA VECINAL - SIN REGULACION,14,POLIFUNCIONAL,SAN ANTONIO,15,3,C,SAN ANTONIO,281,15,,clara.revollo,2016-07-26T13:56:04.573Z,
Feature,camposdeportivos.343,Point,-68.10850705,-16.48198422,geom,Pulpituni,0,JUNTA VECINAL - SIN REGULACION,8,FUTBOL,SAN ANTONIO,14,3,C,JACHACOLLO,308,14,,gustavo.nao,2018-09-12T19:00:35.760Z,
Feature,camposdeportivos.344,Point,-68.0935396,-16.50726013,geom,20 de abril,C. Calari,JUNTA VECINAL - CON RESOLUCION,8,FUTBOL,SUR,18,3,C,20 DE ABRIL,361,17,,gustavo.nao,2016-07-04T15:07:40.697Z,
Feature,camposdeportivos.345,Point,-68.14528467,-16.51200056,geom,Axchani,Av. Landaeta,GAMLP,12,MINI FUTBOL,COTAHUMA,5,3,C,CENTRAL BAJO TACAGUA,390,5,,gustavo.nao,2018-09-12T19:00:15.080Z,
Feature,camposdeportivos.346,Point,-68.15257053,-16.50950746,geom,Alto Villa Nuevo Potosí,C. 9 de Abril,GAMLP,14,POLIFUNCIONAL,COTAHUMA,5,3,C,ALTO VILLA NUEVO POTOSI,391,5,,gustavo.nao,2018-09-12T18:59:55.770Z,
Feature,camposdeportivos.347,Point,-68.10709021,-16.49031836,geom,Escobar Uría,C. 13,LIGA DEPORTIVA,8,FUTBOL,SAN ANTONIO,15,3,C,ESCOBAR URIA,394,15,,gustavo.nao,2018-09-12T18:59:20.840Z,
Feature,camposdeportivos.348,Point,-68.09304509,-16.54631466,geom,Las Cholas,Av. Ibsen Peña,DIRECCION DE DEPORTES,10,FUTBOL SALA,SUR,19,3,C,FLORIDA,406,18,,juan.alba,2018-05-11T23:59:20.237Z,
Feature,camposdeportivos.349,Point,-68.09300327,-16.54649071,geom,Las Cholas,Av. Ibsen Peña,DIRECCION DE DEPORTES,10,FUTBOL SALA,SUR,19,3,C,FLORIDA,407,18,,juan.alba,2018-05-11T23:59:14.627Z,
Feature,camposdeportivos.350,Point,-68.12568343,-16.50332413,geom,Av. del Poeta,Av. del Poeta,0,1,BASQUET,CENTRO,1,3,C,CANCHA ZAPATA,30,2,,gustavo.nao,2018-09-12T15:00:12.753Z,
Feature,camposdeportivos.351,Point,-68.12587001,-16.50325404,geom,Av. del Poeta,Av. del Poeta,0,1,BASQUET,CENTRO,1,3,C,CANCHA ZAPATA,29,2,,gustavo.nao,2018-09-12T14:59:55.360Z,
Feature,camposdeportivos.352,Point,-68.10686617,-16.46376215,geom,Chuquiaguillo II,0,LA COMUNIDAD - SIN REGULACION,8,FUTBOL,PERIFERICA,22,3,C,CHUQUIAGUILLO,103,13,,gustavo.nao,2018-09-12T15:58:45.573Z,
Feature,camposdeportivos.353,Point,-68.13233165,-16.48916228,geom,Agua de la Vida,C. 5 Agua de la Vida,LIGA DEPORTIVA - SIN REGULACION,8,FUTBOL,PERIFERICA,11,3,C,AGUA DE LA VIDA,245,11,,gustavo.nao,2018-09-12T15:55:07.610Z,
Feature,camposdeportivos.354,Point,-68.12695134,-16.47453124,geom,Ernesto Larico Quispe,Av. Periférica,LIGA DEPORTIVA - SIN REGULACION,8,FUTBOL,PERIFERICA,12,3,C,ALTO DELICIAS,250,12,,gustavo.nao,2018-09-12T15:54:46.960Z,
Feature,camposdeportivos.355,Point,-68.04591989,-16.53881937,geom,Chasquipampa,Av. Defensores del Chaco,JUNTA VECINAL - CON RESOLUCION,14,POLIFUNCIONAL,SUR,19,3,C,CHASQUIPAMPA,326,19,,gustavo.nao,2018-09-12T15:52:03.253Z,
Feature,camposdeportivos.356,Point,-68.09536308,-16.5313055,geom,Bella Vista,Av. Mecapaca,JUNTA VECINAL - SIN REGULACION,14,POLIFUNCIONAL,SUR,21,3,C,BELLA VISTA,336,21,,gustavo.nao,2018-09-12T15:51:57.277Z,
Feature,camposdeportivos.357,Point,-68.11746534,-16.52577393,geom,Illimani el Rosario,C. 4,JUNTA VECINAL - SIN REGULACION,14,POLIFUNCIONAL,SUR,21,3,C,LLOJETA COMUNIDAD RURAL,343,21,,gustavo.nao,2018-09-12T15:51:51.157Z,
Feature,camposdeportivos.358,Point,-68.0474129,-16.53571921,geom,Jillusaya,Av. Costanera,JUNTA VECINAL - CON REGULACION,14,POLIFUNCIONAL,SUR,19,3,C,COKENI I,351,19,,gustavo.nao,2018-09-12T15:51:45.550Z,
Feature,camposdeportivos.359,Point,-68.038583,-16.53115816,geom,La Trincha,Av. Circunvalación,JUNTA VECINAL - SIN REGULACION,10,FUTBOL SAKA,SUR,19,3,C,LA TRINCHA CASEGURAL,367,19,,gustavo.nao,2018-09-12T15:51:39.550Z,
Feature,camposdeportivos.360,Point,-68.05940449,-16.54701138,geom,Los Rosales,C. Los Rosales,JUNTA VECINAL - CON RESOLUCION,12,MINI FUTBOL,SUR,19,3,C,LOS ROSALES BAJO,353,19,,gustavo.nao,2018-09-12T15:51:30.230Z,
Feature,camposdeportivos.361,Point,-68.05081153,-16.5434997,geom,Los Rosales,C. San Luis,JUNTA VECINAL - CON REGULACION,12,MINI FUTBOL,SUR,19,3,C,LOS ROSALES,352,19,,gustavo.nao,2018-09-12T15:48:33.690Z,
Feature,camposdeportivos.362,Point,-68.10382792,-16.53442425,geom,El Carmen,Av. Circunvalación,DIRECCION DE DEPORTES,8,FUTBOL,SUR,21,3,C,ALTO SEGUENCOMA,372,21,,juan.alba,2018-05-11T23:59:06.740Z,
Feature,camposdeportivos.363,Point,-68.10841123,-16.53390248,geom,La Rinconada Primera Meseta,Av. del Policia Esq. C. 1 final,JUNTA VECINAL - SIN REGULACION,8,FUTBOL,SUR,21,3,C,ALTO SEGUENCOMA,373,21,,gustavo.nao,2018-09-12T15:48:26.987Z,
Feature,camposdeportivos.364,Point,-68.03099613,-16.53225725,geom,Nuevo Amanecer,C. Lauca,COMUNIDAD,12,MINI FUTBOL,SUR,19,3,C,OVEJUYO,405,19,,nhuanquiri,2016-07-02T22:26:57.393Z,
Feature,camposdeportivos.365,Point,-68.12515004,-16.53036307,geom,El Rosal,Av. Mario Mercado,NADIE,14,POLIFUNCIONAL,COTAHUMA,4,3,C,LLOJETA - EL ROSAL,43,4,,gustavo.nao,2018-09-12T15:48:19.393Z,
Feature,camposdeportivos.366,Point,-68.1475541,-16.51827268,geom,Kenani Pata,Av. Julio Tellez,GAMLP,14,POLIFUNCIONAL,COTAHUMA,5,3,C,KENANI PATA,62,4,,gustavo.nao,2018-09-12T15:48:09.900Z,
Feature,camposdeportivos.367,Point,-68.14915589,-16.51381725,geom,San Juan Alto Tembladrani,C. Julio Tellez,GAMLP,10,FUTBOL SALA,COTAHUMA,5,3,C,SAN JUAM ALTO TEMBLADERANI TACAGUA 2,79,5,,gustavo.nao,2018-09-12T15:47:33.283Z,
Feature,camposdeportivos.368,Point,-68.09052722,-16.56050758,geom,Aranjuez,C. 5,GAMLP,14,POLIFUNCIONAL,MALLASA,20,3,C,ARANJUEZ,110,20,,gustavo.nao,2018-09-12T15:06:52.140Z,
Feature,camposdeportivos.369,Point,-68.09382968,-16.55339074,geom,Amor de Dios,C. 1,DIRECCION DE DEPORTES,14,POLIFUNCIONAL,MALLASA,20,3,C,AMOR DE DIOS,111,20,,juan.alba,2018-05-11T23:58:59.053Z,
Feature,camposdeportivos.370,Point,-68.15582335,-16.5040634,geom,Polifuncional Poke Poke,C. Obispo Calatayud,NADIE,14,POLIFUNCIONAL,MAX PAREDES,7,3,C,ALTO POKE POKE,124,7,,clara.revollo,2016-06-18T21:27:59.467Z,
Feature,camposdeportivos.371,Point,-68.14820644,-16.47487058,geom,Polifuncional Achachicala,C. Alto Vino Tinto,JUNTA VECINAL - SIN REGULACION,14,POLIFUNCIONAL,PERIFERICA,11,3,C,ACHACHICALA SECTOR 3,194,11,,gustavo.nao,2018-09-12T15:06:28.927Z,
Feature,camposdeportivos.372,Point,-68.16513677,-16.49001499,geom,Parque Central,0,NADIE,14,POLIFUNCIONAL,MAX PAREDES,9,3,C,MUNAYPATA CENTRAL,137,9,,gustavo.nao,2018-09-12T15:06:23.120Z,
Feature,camposdeportivos.373,Point,-68.12360094,-16.50664756,geom,Av. del Poeta,Av. del Poeta,DIRECCION MUNICIPAL DE DEPORTES,3,BEACH VOLEY,CENTRO,1,3,C,CANCHA ZAPATA,27,2,,gustavo.nao,2018-09-12T15:03:49.023Z,
Feature,camposdeportivos.374,Point,-68.11348229,-16.46893012,geom,3 de mayo,C. C,JUNTA VECINAL - SIN REGULACION,10,FUTBOL SALA,PERIFERICA,13,3,C,3 DE MAYO,240,13,,,,
Feature,camposdeportivos.375,Point,-68.11066538,-16.51250064,geom,Minero,C. 27 de Mayo,LIGA DEPORTIVA - SIN REGULACIOIN,14,POLIFUNCIONAL,SAN ANTONIO,17,3,C,VILLA ARMONÍA,264,17,,clara.revollo,2016-07-26T13:57:15.703Z,
Feature,camposdeportivos.376,Point,-68.10455949,-16.50105667,geom,10 de Enero,C. 18,JUNTA VECINAL - SIN REGULACION,10,FUTBOL SALA,SAN ANTONIO,16,4,D,PAMPAHASI,291,16,,gustavo.nao,2018-09-12T15:06:08.210Z,
Feature,camposdeportivos.377,Point,-68.10960549,-16.47821011,geom,24 de Junio,0,JUNTA VECINAL - SIN REGULACION,10,FUTBOL SALA,SAN ANTONIO,14,3,C,24 DE JUNIO,293,14,,gustavo.nao,2018-09-12T15:05:55.600Z,
Feature,camposdeportivos.378,Point,-68.10547236,-16.50571092,geom,Chicani,0,LIGA DEPORTIVA - SIN REGULACION,8,FUTBOL,SAN ANTONIO,16,3,C,CHICANI,294,17,,gustavo.nao,2018-09-12T15:05:37.410Z,
Feature,camposdeportivos.379,Point,-68.13944625,-16.5226229,geom,Las Lomas Lorituni,C. Cristo Rey,NADIE,14,POLIFUNCIONAL,COTAHUMA,4,3,C,LAS LOMAS,46,4,,gustavo.nao,2018-09-12T15:05:24.983Z,
Feature,camposdeportivos.380,Point,-68.13383691,-16.53403761,geom,El Vergel,Av. Mario Mercado,GAMLP,14,POLIFUNCIONAL,COTAHUMA,4,3,C,EL VERGEL LLOJETA,53,4,,nhuanquiri,2016-07-02T22:31:12.970Z,
Feature,camposdeportivos.381,Point,-68.11561663,-16.46867353,geom,Polifuncional Metropolitana,C. Antofagasta,JUNTA VECINAL - SIN REGULACION,14,POLIFUNCIONAL,PERIFERICA,13,3,C,METROPOLITANA,223,13,,nhuanquiri,2016-07-02T22:16:54.273Z,
Feature,camposdeportivos.382,Point,-68.09920746,-16.53792144,geom,Reyes Carvajal,Av. Edgar Prudencio,NADIE,14,POLIFUNCIONAL,SUR,21,3,C,REYES CARVAJAL,338,21,,gustavo.nao,2018-09-12T15:04:56.727Z,
Feature,camposdeportivos.383,Point,-68.14712539,-16.48194873,geom,Huayllara,Av. General Juan José Torrez,LA COMUNIDAD SIN - REGULACIÓN,8,FUTBOL,PERIFERICA,22,3,C,HUAYLLARA,104,11,,clara.revollo,2016-07-26T13:54:17.900Z,
Feature,camposdeportivos.384,Point,-68.11687873,-16.47238328,geom,Palacio del Deporte Periférica,Av. Las Américas,DIRECCION DE DEPORTES,14,,,,2,,VILLA FATIMA,,13,juan.alba,juan.alba,2018-05-11T23:58:47.390Z,
Feature,camposdeportivos.385,Point,-68.06379246,-16.51531934,geom,Completo The Stronguest,C. José M. Gutierrez,Privada,8,,,,0,,Achumani,,18,carlos.medrano,clara.revollo,2016-07-26T13:54:39.920Z,
Feature,camposdeportivos.386,Point,-68.14124725,-16.51249876,geom,"Bolivar, Stadium",Av. Jaimes Freyre,Privada,8,,,,0,,Tembladerani,,4,carlos.medrano,carlos.medrano,2016-06-25T22:21:12.873Z,
Feature,camposdeportivos.387,Point,-68.12278448,-16.49928014,geom,"Hernando Siles, Stadium",Av. Saavedra,Publica,8,,,,0,,Miraflores,,2,carlos.medrano,carlos.medrano,2016-06-25T22:22:49.827Z,
Feature,camposdeportivos.388,Point,-68.12201459,-16.50420592,geom,"Obrero, Stadium",Av. Saavedra,Publico,8,,,,0,,Miraflores,,2,carlos.medrano,carlos.medrano,2016-06-25T22:24:09.067Z,
Feature,camposdeportivos.389,Point,-68.11978769,-16.48928486,geom,"Mcal. Braun, Stadium",C. Felipe Reque,Privada,8,,,,0,,Miraflores,,2,carlos.medrano,carlos.medrano,2016-06-25T22:26:17.180Z,
Feature,camposdeportivos.390,Point,-68.04498058,-16.54476059,geom,Monumental Sanz Gerrero,,,6,,,,0,,VIRGEN DE COPACABANA,,19,gustavo.nao,gustavo.nao,2018-09-12T20:45:56.037Z,
