type,id,geometry/type,geometry/coordinates/0,geometry/coordinates/1,geometry_name,properties/Nombre,properties/Direccion,properties/Administracion,properties/IdTipo,properties/Tipo,properties/Macrodistrito,properties/CodDistrito,properties/IdCategoria,properties/Categoria,properties/Zona,properties/Codigo,properties/distrito,properties/owner,properties/usuario,properties/fechaActual,properties/observaciones
Feature,camposdeportivos.1,Point,-68.1251261,-16.49569987,geom,Bajo San Juan,C. Geronimo de Soria,DIRECCION DE DEPORTES,14,POLIFUNCIONAL,CENTRO,2,3,C,Miraflores,2,2,,juan.alba,2016-06-07T02:26:50.640Z,
Feature,camposdeportivos.2,Point,-68.12169222,-16.5147307,geom,Clavijo,C. Clavijo,JUNTA VECINAL - SIN REGULACIÓN,14,POLIFUNCIONAL,CENTRO,1,3,C,SAN JORGE,1,1,,carlos.medrano,2016-06-13T23:18:31.157Z,
Feature,camposdeportivos.3,Point,-68.11534754,-16.50299724,geom,Los Guindales,"Psj. Guindal, detrás del Jardín Botánico",DIRECCION DE DEPORTES,14,POLIFUNCIONAL,CENTRO,2,3,C,MIRAFLORES BAJO,3,2,,gustavo.nao,2018-09-12T21:56:07.810Z,
Feature,camposdeportivos.4,Point,-68.11517718,-16.50353815,geom,Los Guindales,"Psj. Guindal, detrás del Jardín Botánico",DIRECCION DE DEPORTES,14,POLIFUNCIONAL,CENTRO,2,3,C,MIRAFLORES BAJO,4,2,,gustavo.nao,2018-09-12T21:56:01.610Z,
Feature,camposdeportivos.5,Point,-68.11520973,-16.50387996,geom,Los Guindales,"Psj. Guindal, detrás del Jardín Botánico",DIRECCION DE DEPORTES,14,POLIFUNCIONAL,CENTRO,2,3,C,MIRAFLORES BAJO,5,2,,gustavo.nao,2018-09-12T21:55:55.443Z,
Feature,camposdeportivos.6,Point,-68.11528449,-16.50417133,geom,Los Guindales,"Psj. Guindal, detrás del Jardín Botánico",DIRECCION DE DEPORTES,14,POLIFUNCIONAL,CENTRO,2,3,C,MIRAFLORES BAJO,6,2,,gustavo.nao,2018-09-12T21:55:50.067Z,
Feature,camposdeportivos.7,Point,-68.11925788,-16.49384161,geom,Polifuncional Orkojahuira,C. Paraguay,JUNTA VECINAL - SIN REGULACION,14,POLIFUNCIONAL,CENTRO,2,3,C,MIRAFLORES,7,2,,gustavo.nao,2018-09-12T21:53:31.193Z,
Feature,camposdeportivos.8,Point,-68.12745991,-16.49653202,geom,"Sindicato de trabajadores municipales de La Paz ""servicios públicos""",Av. Saavedra,SINDICATO DE TRABAJDORES MUNICIPALES DE LA PAZ,14,POLIFUNCIONAL,CENTRO,2,3,C,MIRAFLORES,8,2,,clara.revollo,2016-07-26T13:44:49.310Z,
Feature,camposdeportivos.9,Point,-68.11857564,-16.4958209,geom,Orkojahuira,Av. Pasos Kanki ,DIRECCION DE DEPORTES,13,PISCINA,CENTRO,2,2,B,MIRAFLORES,9,2,,juan.alba,2016-06-07T02:23:23.750Z,
Feature,camposdeportivos.10,Point,-68.12521303,-16.50519649,geom,Av. del Poeta,Av. del Poeta,DIRECCION MUNICIPAL DE DEPORTES,10,FUTBOL SALA,CENTRO,1,3,C,CANCHA ZAPATA,10,2,,gustavo.nao,2018-09-12T15:02:43.253Z,
Feature,camposdeportivos.11,Point,-68.12487789,-16.50563294,geom,Av. del Poeta,Av. del Poeta,DIRECCION MUNICIPAL DE DEPORTES,10,FUTBOL SALA,CENTRO,1,3,C,CANCHA ZAPATA,12,2,,gustavo.nao,2018-09-12T15:03:01.790Z,
Feature,camposdeportivos.12,Point,-68.12466202,-16.50579908,geom,Av. del Poeta,Av. del Poeta,DIRECCION MUNICIPAL DE DEPORTES,10,FUTBOL SALA,CENTRO,1,3,C,CANCHA ZAPATA,13,2,,gustavo.nao,2018-09-12T15:03:09.920Z,
Feature,camposdeportivos.13,Point,-68.12442507,-16.50598537,geom,Av. del Poeta,Av. del Poeta,DIRECCION MUNICIPAL DE DEPORTES,10,FUTBOL SALA,CENTRO,1,3,C,CANCHA ZAPATA,14,2,,gustavo.nao,2018-09-12T15:03:20.910Z,
Feature,camposdeportivos.14,Point,-68.1241829,-16.50616406,geom,Av. del Poeta,Av. del Poeta,DIRECCION MUNICIPAL DE DEPORTES,10,FUTBOL SALA,CENTRO,1,3,C,CANCHA ZAPATA,15,2,,gustavo.nao,2018-09-12T15:03:30.567Z,
Feature,camposdeportivos.15,Point,-68.12507561,-16.50541864,geom,Av. del Poeta,Av. del Poeta,DIRECCION MUNICIPAL DE DEPORTES,10,FUTBOL SALA,CENTRO,1,3,C,CANCHA ZAPATA,11,2,,gustavo.nao,2018-09-12T15:02:53.887Z,
Feature,camposdeportivos.16,Point,-68.12389858,-16.50638306,geom,Av. del Poeta,Av. del Poeta,DIRECCION MUNICIPAL DE DEPORTES,10,FUTBOL SALA,CENTRO,1,3,C,CANCHA ZAPATA,16,2,,gustavo.nao,2018-09-12T15:03:40.960Z,
Feature,camposdeportivos.17,Point,-68.12826486,-16.5027452,geom,Parque Urbano Central,Av. del Ejercito y del Poeta – Parque Urbano Central,DIRECCION MUNICIPAL DE DEPORTES,8,FUTBOL,CENTRO,1,2,B,CANCHA ZAPATA,17,2,,gustavo.nao,2018-09-12T15:01:13.093Z,
Feature,camposdeportivos.18,Point,-68.12701448,-16.5031095,geom,Parque Urbano Central,Av. del Ejercito y del Poeta – Parque Urbano Central,DIRECCION MUNICIPAL DE DEPORTES,12,MINI FUTBOL,CENTRO,1,3,C,CANCHA ZAPATA,18,2,,gustavo.nao,2018-09-12T15:01:56.910Z,
Feature,camposdeportivos.19,Point,-68.12675414,-16.50324761,geom,Parque Urbano Central,Av. del Ejercito y del Poeta – Parque Urbano Central,DIRECCION MUNICIPAL DE DEPORTES,10,FUTBOL SALA,CENTRO,1,3,C,CANCHA ZAPATA,19,2,,gustavo.nao,2018-09-12T15:02:05.333Z,
Feature,camposdeportivos.20,Point,-68.1275579,-16.50244106,geom,Parque Urbano Central,Av. del Ejercito y del Poeta – Parque Urbano Central,DIRECCION MUNICIPAL DE DEPORTES,10,FUTBOL SALA,CENTRO,1,3,C,CANCHA ZAPATA,20,2,,gustavo.nao,2018-09-12T15:01:01.123Z,
Feature,camposdeportivos.21,Point,-68.12721079,-16.50262437,geom,Parque Urbano Central,Av. del Ejercito y del Poeta – Parque Urbano Central,DIRECCION MUNICIPAL DE DEPORTES,10,FUTBOL SALA,CENTRO,1,3,C,CANCHA ZAPATA,21,2,,gustavo.nao,2018-09-12T15:00:51.370Z,
Feature,camposdeportivos.22,Point,-68.12765326,-16.5028211,geom,Parque Urbano Central,Av. del Ejercito y del Poeta – Parque Urbano Central,DIRECCION MUNICIPAL DE DEPORTES,10,FUTBOL SALA,CENTRO,1,2,B,CANCHA ZAPATA,22,2,,gustavo.nao,2018-09-12T15:01:34.340Z,
Feature,camposdeportivos.23,Point,-68.12729835,-16.5029892,geom,Parque Urbano Central,Av. del Ejercito y del Poeta – Parque Urbano Central,DIRECCION MUNICIPAL DE DEPORTES,10,FUTBOL SALA,CENTRO,1,2,B,CANCHA ZAPATA,23,2,,gustavo.nao,2018-09-12T15:01:45.280Z,
Feature,camposdeportivos.25,Point,-68.12726998,-16.50392868,geom,Complejo Cancha Zapata,C. Avelino Zapata,DIRECCION MUNICIPAL DE DEPORTES,14,POLIFUNCIONAL,CENTRO,1,2,B,CANCHA ZAPATA,25,1,,gustavo.nao,2018-09-12T21:52:56.583Z,
Feature,camposdeportivos.26,Point,-68.12689496,-16.50394492,geom,Complejo Cancha Zapata,C. Avelino Zapata,DIRECCION MUNICIPAL DE DEPORTES,8,FUTBOL,CENTRO,1,2,B,CENTRAL,26,1,,gustavo.nao,2018-09-12T21:52:52.840Z,
Feature,camposdeportivos.27,Point,-68.1191376,-16.49440614,geom,Beach Voley Orkojahuira,C. Paraguay,NADIE,3,BEACH VOLY,CENTRO,2,3,C,MIRAFLORES,28,2,,gustavo.nao,2018-09-12T21:52:41.980Z,
Feature,camposdeportivos.28,Point,-68.12445611,-16.51660526,geom,Palacio del Deporte Luis Lastra,C. Presbítero Medina,DIRECCION DE DEPORTES,8,FUTBOL,COTAHUMA,3,1,A,SOPOCACHI,37,3,,juan.alba,2016-06-07T02:16:13.427Z,
Feature,camposdeportivos.29,Point,-68.12386017,-16.51676252,geom,Palacio del Deporte Luis Lastra,C. Presbítero Medina,DIRECCION DE DEPORTES,7,FRONTON,COTAHUMA,3,2,B,SOPOCACHI,38,3,,juan.alba,2016-06-07T02:16:36.953Z,
Feature,camposdeportivos.30,Point,-68.12479585,-16.51735357,geom,Palacio del Deporte Luis Lastra,C. Presbítero Medina,DIRECCION DE DEPORTES,15,RAQUETBOL,COTAHUMA,3,2,B,SOPOCACHI,31,3,,juan.alba,2016-06-07T02:16:56.543Z,
Feature,camposdeportivos.31,Point,-68.12483569,-16.51715096,geom,Palacio del Deporte Luis Lastra,C. Presbítero Medina,DIRECCION DE DEPORTES,13,PISCINA,COTAHUMA,3,1,A,SOPOCACHI,36,3,,juan.alba,2016-06-07T02:17:22.273Z,
Feature,camposdeportivos.32,Point,-68.12414241,-16.51608963,geom,Palacio del Deporte Luis Lastra,C. Presbítero Medina,DIRECCION DE DEPORTES,14,POLIFUNCIONAL,COTAHUMA,3,2,B,SOPOCACHI,39,3,,juan.alba,2016-06-07T02:17:42.020Z,
Feature,camposdeportivos.33,Point,-68.13591565,-16.51157191,geom,San Luis,C. Justo Ávila Esq. Carandaiti,DIRECCION DE DEPORTES,6,COMPLEJO SAN LUIS,COTAHUMA,3,2,B,SAN LUIS,32,3,,juan.alba,2018-05-08T23:23:29.437Z,
Feature,camposdeportivos.34,Point,-68.1359187,-16.51123831,geom,San Luis,C. Justo Ávila,JUNTA VECINAL - RESOLUCION MUNICIPAL,8,FUTBOL,COTAHUMA,3,2,B,SOPOCACHI,80,3,,nhuanquiri,2016-07-02T23:02:02.273Z,
Feature,camposdeportivos.35,Point,-68.13624283,-16.51159834,geom,San Luis,C. Justo Ávila,JUNTA VECINAL - RESOLUCION MUNICIPAL,10,FUTBOL SALA,COTAHUMA,3,2,B,SOPOCACHI,70,3,,nhuanquiri,2016-07-02T23:02:14.900Z,
Feature,camposdeportivos.36,Point,-68.12650295,-16.5185953,geom,Figaro,C. Francisco Bedregal,DIRECCION MUNICIPAL DE DEPORTES,14,POLIFUNCIONAL,COTAHUMA,3,3,C,INMACULADA CONCEPCION,33,3,,gustavo.nao,2018-09-12T21:52:22.110Z,
Feature,camposdeportivos.37,Point,-68.12702634,-16.51887478,geom,Sopocachi Bajo,C. Francisco Bedregal,DIRECCION DE DEPORTES,8,FUTBOL,COTAHUMA,3,2,B,SOPOCACHI,81,3,,juan.alba,2016-06-07T02:15:12.407Z,
Feature,camposdeportivos.38,Point,-68.12574669,-16.51473744,geom,Kantutani,C. Benedetto Vincenti,DIRECCION MUNICIPAL DE DEPORTES,14,POLIFUNCIONAL,COTAHUMA,3,3,C,KANTUTANI,34,3,,gustavo.nao,2018-09-12T21:52:15.610Z,
Feature,camposdeportivos.39,Point,-68.14611907,-16.53433661,geom,Alto Inca Llojeta,Av. Max Fernandez,GAMLP,14,POLIFUNCIONAL,COTAHUMA,4,3,C,ALTO INCA LLOJETA,40,4,,gustavo.nao,2018-09-12T21:51:28.697Z,
Feature,camposdeportivos.40,Point,-68.1413594,-16.51366426,geom,Complejo Tembladerani,C. José Saravia Esq. Jaimes Freyre,LIGA DEPORTIVA - RESOLUCION MUNCIPAL,14,POLIFUNCIONAL,COTAHUMA,4,3,C,POLIFUNCIONAL,42,4,,clara.revollo,2016-07-26T13:52:52.963Z,
Feature,camposdeportivos.41,Point,-68.1413647,-16.51350624,geom,Complejo Tembladerani,C. José Saravia Esq. Jaimes Freyre,LIGA DEPORTIVA - RESOLUCION MUNICIPAL,10,FUTBOL SALA,COTAHUMA,4,3,C,TEMBLADERANI,73,4,,clara.revollo,2016-07-26T13:53:05.383Z,
Feature,camposdeportivos.42,Point,-68.13955425,-16.5163184,geom,Jukumarini,C. 12 de Octubre,NADIE,14,POLIFUNCIONAL,COTAHUMA,4,3,C,JUKUMARINI,44,4,,gustavo.nao,2018-09-12T21:51:10.413Z,
Feature,camposdeportivos.43,Point,-68.14375904,-16.52254663,geom,Kilometro 7,Av. Marcelo Quiroga Santa Cruz Esq. 6 de Agosto,NADIE,14,POLIFUNCIONAL,COTAHUMA,4,3,C,BAJO PASANKERI NORTE,45,4,,gustavo.nao,2018-09-12T21:51:03.917Z,
Feature,camposdeportivos.44,Point,-68.14435063,-16.51542008,geom,Las Nieves,C. Moxos,GAMLP,14,POLIFUNCIONAL,COTAHUMA,4,3,C,LAS NIEVES - TEMBLADERANI,47,4,,nhuanquiri,2016-07-02T22:29:16.433Z,
Feature,camposdeportivos.45,Point,-68.14204751,-16.52712759,geom,Pasankeri Sur,Av. Marcelo Quiroga Santa Cruz,NADIE,14,POLIFUNCIONAL,COTAHUMA,4,3,C,PASANKERI SUR 25 JULIO,49,4,,gustavo.nao,2018-09-12T21:50:51.637Z,
Feature,camposdeportivos.46,Point,-68.14254963,-16.51813465,geom,Residencial Torrez,Av. Marcelo Quiroga,NADIE,14,POLIFUNCIONAL,COTAHUMA,4,3,C,ERNESTO TORREZ,50,4,,gustavo.nao,2018-09-12T21:50:44.210Z,
Feature,camposdeportivos.47,Point,-68.1355297,-16.53821467,geom,San Miguel de Alpacoma,Av. Buenos Aires,GAMLP,14,POLIFUNCIONAL,COTAHUMA,4,3,C,LOS PINOS ALPACOMA,51,4,,gustavo.nao,2018-09-12T21:50:38.020Z,
Feature,camposdeportivos.48,Point,-68.13518385,-16.51611837,geom,Victor Agustin Ugarte,Av. Victor Agustín Ugarte,DIRECCION DE DEPORTES,14,POLIFUNCIONAL,COTAHUMA,4,3,C,MARIA AUXILIADORA,52,4,,juan.alba,2016-06-07T02:57:31.250Z,
Feature,camposdeportivos.49,Point,-68.1427755,-16.53309729,geom,Calamarca,Av. Buenos Aires,NADIE,14,POLIFUNCIONAL,COTAHUMA,4,3,C,INCA LLOJETA,41,4,,gustavo.nao,2018-09-12T21:50:33.063Z,
Feature,camposdeportivos.50,Point,-68.12699118,-16.52826104,geom,Bajo Llojeta Central,Av. Mario Mercado,NADIE,8,FUTBOL,COTAHUMA,4,3,C,BJO LLOJETA,83,4,,gustavo.nao,2018-09-12T21:50:26.683Z,
Feature,camposdeportivos.51,Point,-68.14784601,-16.51606449,geom,Arco Punku,Av. Julio Tellez,NADIE,14,POLIFUNCIONAL,COTAHUMA,5,3,C,SAN JUAN DE COTAHUMA,56,5,,gustavo.nao,2018-09-12T21:50:21.443Z,
Feature,camposdeportivos.52,Point,-68.14914716,-16.51505488,geom,Calvario,Av. Julio Tellez,GAMLP,14,POLIFUNCIONAL,COTAHUMA,5,3,C,CENTRAL ALTO TACAGUA,57,5,,gustavo.nao,2018-09-12T21:50:16.670Z,
Feature,camposdeportivos.53,Point,-68.14434265,-16.51744472,geom,Melchuco Pasankeri b. Norte,Av. Marcelo Quiroga Santa Cruz,NADIE,14,POLIFUNCIONAL,COTAHUMA,4,3,C,PASANKERI BAJO NORTE,48,5,,gustavo.nao,2018-09-12T21:50:10.340Z,
Feature,camposdeportivos.54,Point,-68.15409985,-16.50903232,geom,Faro Murillo,Av. 9 de Abril,JUNTA VECINAL - RESOLUCION MUNICIPAL,14,POLIFUNCIONAL,COTAHUMA,5,3,C,CENTRAL FARO MURILLO,60,5,,gustavo.nao,2018-09-12T21:50:02.157Z,
Feature,camposdeportivos.55,Point,-68.15140869,-16.50897269,geom,Final Alcoreza,C. Alcoreza,NADIE,14,POLIFUNCIONAL,COTAHUMA,5,3,C,ALTO VILLA NUEVO POTOSI,61,5,,gustavo.nao,2018-09-12T21:49:55.140Z,
Feature,camposdeportivos.56,Point,-68.15015273,-16.51533864,geom,Bajo Tejada,Av. 8 de Mayo,NADIE,14,POLIFUNCIONAL,COTAHUMA,5,3,C,BAJO TEJADA,64,5,,gustavo.nao,2018-09-12T21:49:47.253Z,
Feature,camposdeportivos.57,Point,-68.15133998,-16.51419631,geom,16 de Julio,Av. 8 de Mayo,NADIE,14,POLIFUNCIONAL,COTAHUMA,5,3,C,BAJO TEJADA,65,5,,gustavo.nao,2018-09-12T21:49:39.763Z,
Feature,camposdeportivos.58,Point,-68.13792779,-16.50928421,geom,Vello Horizonte km 7,C. Canonigo Ayllón ,DIRECCION DE DEPORTES,14,POLIFUNCIONAL,COTAHUMA,6,3,C,BELLO HORIZONTE,66,6,,juan.alba,2016-06-07T02:03:46.047Z,
Feature,camposdeportivos.59,Point,-68.14074526,-16.51875447,geom,Melchuco,Av. Buenos Aires,NADIE,12,MINI FUTBOL,COTAHUMA,4,3,C,LAS LOMAS,67,4,,gustavo.nao,2018-09-12T21:49:33.050Z,
Feature,camposdeportivos.60,Point,-68.13826368,-16.53334256,geom,Tiwina 3 Marias,Av. Mario Mercado,NAIDE,12,MINI FUTBOL,COTAHUMA,4,3,C,TIWINA 3 MARIAS,68,4,,gustavo.nao,2018-09-12T21:49:28.310Z,
Feature,camposdeportivos.61,Point,-68.14947963,-16.50492417,geom,Biblioteca,Av. Millamil Rada,NAIDE,10,FUTBOL SALA,COTAHUMA,5,3,C,VILLA BAJO NUEVO POTOSI,76,5,,gustavo.nao,2018-09-12T21:49:20.507Z,
Feature,camposdeportivos.62,Point,-68.13384611,-16.52073,geom,Jinchupalla,C. Rosendo Gutierrez,NAIDE,8,FUTBOL,COTAHUMA,3,3,C,JINCHUPALLA,82,3,,gustavo.nao,2018-09-12T21:49:16.510Z,
Feature,camposdeportivos.63,Point,-68.13377114,-16.51999474,geom,Jinchupallita,C. Rosendo Gutierrez,NAIDE,10,FUTBOL SALA,COTAHUMA,3,3,C,JINCHUPALLA,71,3,,gustavo.nao,2018-09-12T21:49:12.220Z,
Feature,camposdeportivos.64,Point,-68.14563576,-16.52267074,geom,Abra Pasankeri,Av. Marcelo Quiroga Santa Cruz,LIGA DEPORTIVA - RESOLUCION MUNICIPAL,10,FUTBOL SALA,COTAHUMA,4,3,C,PASANKERI ANTOFAGASTA NORTE,72,4,,gustavo.nao,2018-09-12T21:49:04.757Z,
Feature,camposdeportivos.65,Point,-68.14917198,-16.50498673,geom,Villa Nuevo Potosí,Av. Villamil Rada,DIRECCION DE DEPORTES,12,MINI FUTBOL,COTAHUMA,5,3,C,VILLA BAJO NUEVO POTOSI,69,5,,juan.alba,2016-06-07T02:21:45.297Z,
Feature,camposdeportivos.66,Point,-68.14522542,-16.50703425,geom,Conchupata,C. Pereyra,NADIE,10,FUTBOL SALA,COTAHUMA,5,3,C,VILLA NUEVO POTOSI,77,5,,gustavo.nao,2018-09-12T21:48:53.460Z,
Feature,camposdeportivos.67,Point,-68.15162071,-16.50675263,geom,Chimba,Av. Villamil Rada,GAMLP,14,POLIFUNCIONAL,COTAHUMA,5,3,C,FINAL VILLAMIL DE RADA,58,5,,gustavo.nao,2018-09-12T21:48:48.903Z,
Feature,camposdeportivos.68,Point,-68.14797123,-16.48252155,geom,La Bombonera II,Cj. David Garzón,JUNTA VECINAL - RESOLUCION MUNICIPAL,14,POLIFUNCIONAL,MAX PAREDES,10,3,C,PURA PURA,153,10,,gustavo.nao,2018-09-12T21:42:53.453Z,
Feature,camposdeportivos.69,Point,-68.08333465,-16.48387265,geom,Chinchaya Cheka,0,LA COMUNIDAD - SIN REGULACION,14,POLIFUNCIONAL,HAMPATURI,22,3,C,CHINCHAYA CHEKA,92,22,,gustavo.nao,2018-09-12T21:42:47.127Z,
Feature,camposdeportivos.70,Point,-68.07814809,-16.48671187,geom,Cancha de Chicani,C. Chicani,LA COMUNIDAD - SIN REGULACION,8,FUTBOL,HAMPATURI,22,3,C,CHICANI,99,22,,gustavo.nao,2018-09-12T21:42:40.133Z,
Feature,camposdeportivos.71,Point,-68.10532799,-16.45982695,geom,Cancha de Futbol Flores Morelli,C. Chuquiaguillo,LIGA DEPORTIVA - SIN REGULACION,8,FUTBOL,PERIFERICA,22,4,D,CHUQUIAGUILLO (LUIS ESPINAL),251,13,,gustavo.nao,2018-09-12T21:42:36.430Z,
Feature,camposdeportivos.72,Point,-68.03419602,-16.44066546,geom,Palcoma,Comunidad Palcoma,LA COMUNIDAD - SIN REGULACION,8,FUTBOL,HAMPATURI,22,4,D,PALCOMA,107,22,,gustavo.nao,2018-09-12T21:42:32.820Z,
Feature,camposdeportivos.73,Point,-68.09478394,-16.55712885,geom,Bartolina Sisa,Av. Hernando Siles Zuazo,EMAVERDE,14,POLIFUNCIONAL,MALLASA,20,3,C,ARANJUEZ,108,20,,gustavo.nao,2018-09-12T21:42:28.853Z,
Feature,camposdeportivos.74,Point,-68.08977506,-16.56908331,geom,Mallasa 2 de Febrero,Pza. 2 de febrero Esq. C.3,GAMLP,14,POLIFUNCIONAL,MALLASA,20,3,C,MALLASA,109,20,,gustavo.nao,2018-09-12T21:42:24.063Z,
Feature,camposdeportivos.75,Point,-68.09394531,-16.55387551,geom,Cancha Amor de Dios (cemento),C. 1,DIRECCION DE DEPORTES,8,FUTBOL,MALLASA,20,3,C,AMOR DE DIOS,113,20,,gustavo.nao,2018-09-12T21:42:16.037Z,
Feature,camposdeportivos.76,Point,-68.09441871,-16.5545219,geom,Amor de Dios,C. 1,DIRECCION DE DEPORTES,8,FUTBOL,MALLASA,20,3,C,AMOR DE DIOS,114,20,,juan.alba,2016-06-07T02:58:29.767Z,
Feature,camposdeportivos.77,Point,-68.08726052,-16.57085055,geom,Cancha de futbol Mallasa,C. Agrario Esq. C.6,GAMLP,8,FUTBOL,MALLASA,20,3,C,MALLASA,116,20,,gustavo.nao,2018-09-12T21:42:00.970Z,
Feature,camposdeportivos.78,Point,-68.09905999,-16.56518719,geom,Mallasilla,C. 1ro de Mayo,LA COMUNIDAD - SIN REGULACION,8,FUTBOL,MALLASA,20,3,C,MALLASILLA,117,20,,gustavo.nao,2018-09-12T21:41:54.637Z,
Feature,camposdeportivos.79,Point,-68.1605131,-16.49427432,geom,Mariscal Santa Cruz,C. Ignacio Zeballos,JUNTA VECINAL - RESOLUCION MUNICIPAL,14,POLIFUNCIONAL,MAX PAREDES,8,3,C,ALTO MARISCAL SANTA CRUZ,128,9,,gustavo.nao,2018-09-12T21:41:50.700Z,
Feature,camposdeportivos.80,Point,-68.15789329,-16.50036264,geom,Segundo Bascones,Av. Segundo Bascones,JUNTA VECINAL - RESOLUCION MUNICIPAL,14,POLIFUNCIONAL,MAX PAREDES,8,3,C,ALTO TEJAR,129,8,,gustavo.nao,2018-09-12T21:41:46.380Z,
Feature,camposdeportivos.81,Point,-68.15601768,-16.49071097,geom,Tupiza,C. Tupiza,JUNTA VECINAL - RESOLUCION MUNICIPAL,14,POLIFUNCIONAL,MAX PAREDES,8,3,C,VILLA VICTORIA,130,8,,carlos.medrano,2016-07-07T19:32:40.557Z,
Feature,camposdeportivos.82,Point,-68.15406441,-16.48745761,geom,Alto Villa Victoria,0,JUNTA VECINAL - RESOLUCION MUNICIPAL,14,POLIFUNCIONAL,MAX PAREDES,9,3,C,ALTO VILLA VICTORIA,133,9,,gustavo.nao,2018-09-12T21:41:39.293Z,
Feature,camposdeportivos.83,Point,-68.16265734,-16.48383429,geom,Alto Santiago de Munaypata Jacha Apacheta,C. Florida,NADIE,14,POLIFUNCIONAL,MAX PAREDES,9,3,C,ALTO SGTO. MUNAYPATA,132,9,,gustavo.nao,2018-09-12T21:41:30.727Z,
Feature,camposdeportivos.84,Point,-68.14985831,-16.48898133,geom,Complejo Deportivo Independiente,Av. 18 de Mayo,LIGA DEPORTIVA - SIN REGULACION,14,POLIFUNCIONAL,MAX PAREDES,8,3,C,SAID,127,10,,gustavo.nao,2018-09-12T21:40:45.507Z,
Feature,camposdeportivos.85,Point,-68.16007168,-16.49816566,geom,Chualluma  Alto,C. Utapulpera,JUNTA VECINAL - SIN REGULACION,14,POLIFUNCIONAL,MAX PAREDES,9,3,C,ALTO CHUALLUMA,135,9,,gustavo.nao,2018-09-12T21:40:35.933Z,
Feature,camposdeportivos.86,Point,-68.15458765,-16.50552512,geom,9 de Abril Sagrado Corazón de Jesús,C. Eleodoro Camacho,JUNTA VECINAL - RESOLUCION MUNICIPAL,14,POLIFUNCIONAL,MAX PAREDES,7,3,C,SAGRADO CORAZON,120,7,,gustavo.nao,2018-09-12T21:40:12.950Z,
Feature,camposdeportivos.87,Point,-68.15508522,-16.50082333,geom,Colodro Avaroa,Av. Eduardo Avaroa,JUNTA VECINAL - RESOLUCION MUNICIPAL,14,POLIFUNCIONAL,MAX PAREDES,7,3,C,SECTOR PUENTE AVAROA,122,8,,gustavo.nao,2018-09-12T21:40:06.447Z,
Feature,camposdeportivos.88,Point,-68.14928761,-16.49993514,geom,Los Andes,Av. Eduardo Avaroa,DIRECCION DE DEPORTES,14,POLIFUNCIONAL,MAX PAREDES,7,3,C,LOS ANDES,123,7,,juan.alba,2016-06-07T02:39:02.260Z,
Feature,camposdeportivos.89,Point,-68.1441636,-16.49724157,geom,Uruguay,Av. Buenos Aires ,DIRECCION  DE DEPORTES,14,POLIFUNCIONAL,MAX PAREDES,7,3,C,14 DE SEPTIEMBRE,125,7,,juan.alba,2016-06-07T02:02:14.557Z,
Feature,camposdeportivos.90,Point,-68.15071206,-16.49237684,geom,Huallparrimachi,C. José María Asín Esq. Peñas,JUNTA VECINAL - RESOLUCION MUNICIPAL,14,POLIFUNCIONAL,MAX PAREDES,8,3,C,VILLA VICTORIA,126,8,,clara.revollo,2016-07-26T13:53:17.750Z,
Feature,camposdeportivos.91,Point,-68.16113528,-16.49995806,geom,Huacataqui,C. Luis Espinal Camps,NADIE,14,POLIFUNCIONAL,MAX PAREDES,9,3,C,"ALTO TEJAR, SECTOR",136,9,,gustavo.nao,2018-09-12T21:39:46.540Z,
Feature,camposdeportivos.92,Point,-68.16602683,-16.49011696,geom,Ricon la Portada,C. Aguirre y Juan Mendoza,NADIE,14,POLIFUNCIONAL,MAX PAREDES,9,3,C,RINCON LA PORTADA,138,9,,gustavo.nao,2018-09-12T21:39:18.620Z,
Feature,camposdeportivos.93,Point,-68.16621561,-16.48539113,geom,Villani,C. Judea,JUNTA VECINAL - RESOLUCION MUNICIPAL,14,POLIFUNCIONAL,MAX PAREDES,9,3,C,"ALTO MUNAYPATA, SECTOR VILLANI",142,9,,gustavo.nao,2018-09-12T21:38:39.010Z,
Feature,camposdeportivos.94,Point,-68.15223616,-16.45620603,geom,Alto Ciudadela,C. B,NADIE,14,POLIFUNCIONAL,MAX PAREDES,10,3,C,ALTO CIUDADELA,143,10,,gustavo.nao,2018-09-12T21:38:32.467Z,
Feature,camposdeportivos.95,Point,-68.15364452,-16.45615351,geom,Ampliacion Alto Ciudadela,Av. Julio Mantilla,NADIE,14,POLIFUNCIONAL,MAX PAREDES,10,3,C,AMPLIACION ALTO,146,10,,gustavo.nao,2018-09-12T21:38:26.787Z,
Feature,camposdeportivos.96,Point,-68.15509869,-16.45831514,geom,Julio Mantilla,C. Tarapacá,NADIE,14,POLIFUNCIONAL,MAX PAREDES,10,3,C,SAN ANTONIO ALTO CIUDADELA,147,10,,gustavo.nao,2018-09-12T21:37:20.750Z,
Feature,camposdeportivos.97,Point,-68.15151352,-16.47920393,geom,Complejo Deportivo 21 de Enero,Av. Vasquez,JUNTA VECINAL - RESOLUCION MUNICIPAL,14,POLIFUNCIONAL,MAX PAREDES,10,3,C,PURA PURA CENTRAL,148,10,,gustavo.nao,2018-09-12T21:37:12.633Z,
Feature,camposdeportivos.98,Point,-68.14695089,-16.44801115,geom,Las Nieves km 8,Av. Pancarita,LIGA DEPORTIVA - SIN REGULACION,8,FUTBOL,PERIFERICA,11,4,D,LAS NIEVES,241,11,,gustavo.nao,2018-09-12T21:37:04.730Z,
