type,id,geometry/type,geometry/coordinates/0,geometry/coordinates/1,geometry_name,properties/OBJECTID_1,properties/OBJECTID,properties/LAYER,properties/Nombre,properties/Direccion,properties/Zona,properties/distrito,properties/owner,properties/usuario,properties/fechaActual,properties/observaciones,geometry
Feature,edificios.238,Point,-68.13633118,-16.49380722,geom,528,578,EDIFICIOS,Edificio Ingavi,,,1,,,,,
Feature,edificios.239,Point,-68.13633814,-16.49468766,geom,529,579,EDIFICIOS,Edificio Ismar,,,1,,,,,
Feature,edificios.240,Point,-68.13600568,-16.49486777,geom,530,581,EDIFICIOS,Edificio Shopping,,,1,,,,,
Feature,edificios.241,Point,-68.13604335,-16.49511273,geom,531,582,EDIFICIOS,Edificio Libertad,,,1,,,,,
Feature,edificios.242,Point,-68.13628769,-16.49569114,geom,532,584,EDIFICIOS,Edificio Sickinger,,,1,,,,,
Feature,edificios.243,Point,-68.13637382,-16.4958243,geom,533,585,EDIFICIOS,Edificio Fabril,,,1,,,,,
Feature,edificios.244,Point,-68.13641894,-16.49624866,geom,534,586,EDIFICIOS,Edificio Galería Santiago,,,1,,clara.revollo,2016-07-26T00:42:38.850Z,,
Feature,edificios.245,Point,-68.13507737,-16.49547865,geom,535,587,EDIFICIOS,Edificio Sillerico,,,1,,,,,
Feature,edificios.246,Point,-68.13526794,-16.49556058,geom,536,589,EDIFICIOS,Edificio Arco Iris,,,1,,,,,
Feature,edificios.247,Point,-68.13584842,-16.49645537,geom,537,590,EDIFICIOS,Edificio Asbún Nuevo,,,1,,clara.revollo,2016-07-26T00:02:58.103Z,,
Feature,edificios.248,Point,-68.13572145,-16.49650545,geom,538,591,EDIFICIOS,Edificio Asbún Antiguo,,,1,,clara.revollo,2016-07-26T00:03:09.177Z,,
Feature,edificios.249,Point,-68.1352548,-16.49633243,geom,539,592,EDIFICIOS,Edificio Galería Cristal,,,1,,clara.revollo,2016-07-26T00:03:17.460Z,,
Feature,edificios.250,Point,-68.13690599,-16.49671763,geom,540,593,EDIFICIOS,Edificio Galería Jalq'a,,,6,,clara.revollo,2016-07-26T00:03:25.727Z,,
Feature,edificios.251,Point,-68.1360892,-16.49664227,geom,541,594,EDIFICIOS,Edificio Casanova,,,1,,,,,
Feature,edificios.252,Point,-68.13515791,-16.49690274,geom,542,596,EDIFICIOS,Edificio Soboce,,,1,,,,,
Feature,edificios.253,Point,-68.13491252,-16.49659011,geom,543,597,EDIFICIOS,Edificio Shopping Norte,,,1,,,,,
Feature,edificios.254,Point,-68.13752014,-16.49703477,geom,544,598,EDIFICIOS,Edificio Dorian,,,6,,,,,
Feature,edificios.255,Point,-68.13706988,-16.496941,geom,545,599,EDIFICIOS,Edificio Galería Naira Pacho,,,6,,clara.revollo,2016-07-26T00:03:38.097Z,,
Feature,edificios.256,Point,-68.13714444,-16.49747862,geom,546,600,EDIFICIOS,Edificio Galería Fantasia,,,6,,clara.revollo,2016-07-26T00:03:54.620Z,,
Feature,edificios.257,Point,-68.13656795,-16.49775904,geom,547,601,EDIFICIOS,Edificio José Santos,,,6,,clara.revollo,2016-07-26T00:04:47.863Z,,
Feature,edificios.258,Point,-68.13831831,-16.49715507,geom,548,602,EDIFICIOS,Edificio Galería de las Brujas,,,1,,clara.revollo,2016-07-26T00:05:01.577Z,,
Feature,edificios.259,Point,-68.13742746,-16.49812634,geom,549,604,EDIFICIOS,Edificio Bellot,,,6,,,,,
Feature,edificios.260,Point,-68.13582737,-16.49731762,geom,550,605,EDIFICIOS,Edificio Hansa,,,1,,,,,
Feature,edificios.261,Point,-68.13545692,-16.49717423,geom,551,606,EDIFICIOS,Edificio Saenz,,,1,,,,,
Feature,edificios.262,Point,-68.1353468,-16.49727059,geom,552,607,EDIFICIOS,Edificio Ex Banco Stcz.,,,1,,,,,
Feature,edificios.263,Point,-68.13528022,-16.49795664,geom,553,608,EDIFICIOS,Edificio Handal,,,1,,,,,
Feature,edificios.264,Point,-68.13476905,-16.49722123,geom,554,609,EDIFICIOS,Edificio Guerrero,,,1,,,,,
Feature,edificios.265,Point,-68.13478263,-16.4975211,geom,555,610,EDIFICIOS,Edificio Galería Luz,,,1,,clara.revollo,2016-07-26T00:05:21.570Z,,
Feature,edificios.267,Point,-68.13456958,-16.49837279,geom,557,612,EDIFICIOS,Edificio Flores,,,1,,,,,
Feature,edificios.268,Point,-68.13424217,-16.49695102,geom,558,613,EDIFICIOS,Edificio Galería Carvajal,,,1,,clara.revollo,2016-07-26T00:05:37.983Z,,
Feature,edificios.269,Point,-68.13381515,-16.49713656,geom,559,614,EDIFICIOS,Edificio Credinform,,,1,,,,,
Feature,edificios.270,Point,-68.13334824,-16.49739272,geom,560,617,EDIFICIOS,Edificio Atalaya,,,1,,,,,
Feature,edificios.271,Point,-68.13422464,-16.49858334,geom,561,618,EDIFICIOS,Edificio Kersul,,,1,,,,,
Feature,edificios.272,Point,-68.13507197,-16.49954098,geom,562,619,EDIFICIOS,Edificio Vicentinas,,,6,,,,,
Feature,edificios.273,Point,-68.13463988,-16.49910963,geom,563,621,EDIFICIOS,Edificio Bolivar,,,1,,,,,
Feature,edificios.274,Point,-68.13447542,-16.49914773,geom,564,622,EDIFICIOS,Edificio Barrosquira,,,1,,,,,
Feature,edificios.276,Point,-68.13429411,-16.49949739,geom,566,624,EDIFICIOS,Edificio Litoral,,,1,,,,,
Feature,edificios.278,Point,-68.13462341,-16.4999595,geom,568,626,EDIFICIOS,Edificio Ex Vianda,,,6,,,,,
Feature,edificios.280,Point,-68.13348395,-16.49906317,geom,570,629,EDIFICIOS,Edificio Sainz,,,1,,,,,
Feature,edificios.281,Point,-68.13341759,-16.49896874,geom,571,630,EDIFICIOS,Edificio Mcal. Ayacucho,,,1,,,,,
Feature,edificios.282,Point,-68.13302888,-16.49859546,geom,572,633,EDIFICIOS,Edificio Virgen de Copacabana,,,1,,clara.revollo,2016-07-26T00:12:56.387Z,,
Feature,edificios.283,Point,-68.13349989,-16.49836698,geom,573,635,EDIFICIOS,Edificio Banco de Credito,,,1,,clara.revollo,2016-07-26T00:13:14.723Z,,
Feature,edificios.284,Point,-68.13323725,-16.49793126,geom,574,636,EDIFICIOS,Edificio Colón,,,1,,clara.revollo,2016-07-26T00:13:21.280Z,,
Feature,edificios.285,Point,-68.13299034,-16.49763978,geom,575,637,EDIFICIOS,Edificio CEC,,,1,,clara.revollo,2016-07-26T00:13:32.857Z,,
Feature,edificios.286,Point,-68.13281118,-16.49813348,geom,576,638,EDIFICIOS,Edificio Loayza,,,1,,,,,
Feature,edificios.287,Point,-68.13264423,-16.49795097,geom,577,639,EDIFICIOS,Edificio Naira,,,1,,,,,
Feature,edificios.288,Point,-68.13277712,-16.49742727,geom,578,641,EDIFICIOS,Edificio Max Salzmann,,,1,,,,,
Feature,edificios.290,Point,-68.13208982,-16.49872921,geom,580,643,EDIFICIOS,Edificio Jordán Cordova,,,1,,clara.revollo,2016-07-26T00:13:57.513Z,,
Feature,edificios.291,Point,-68.1318521,-16.49878213,geom,581,644,EDIFICIOS,Edificio Interior,,,1,,,,,
Feature,edificios.292,Point,-68.13276228,-16.49878674,geom,582,645,EDIFICIOS,Edificio Alborada,,,1,,,,,
Feature,edificios.293,Point,-68.13287026,-16.49895646,geom,583,646,EDIFICIOS,Edificio Castilla,,,1,,,,,
Feature,edificios.294,Point,-68.13311623,-16.49921258,geom,584,647,EDIFICIOS,Edificio Ex Bba,,,1,,,,,
Feature,edificios.295,Point,-68.13458437,-16.50009772,geom,585,648,EDIFICIOS,Edificio Mariscal Santa Cruz,,,6,,,,,
Feature,edificios.296,Point,-68.13461944,-16.50027578,geom,586,649,EDIFICIOS,Edificio Dante,,,6,,,,,
Feature,edificios.297,Point,-68.13452462,-16.5008635,geom,587,652,EDIFICIOS,Edificio Galería Cuevas,,,6,,clara.revollo,2016-07-26T00:14:07.703Z,,
Feature,edificios.298,Point,-68.13331181,-16.50024426,geom,588,653,EDIFICIOS,Edificio Toyosa,,,1,,,,,
Feature,edificios.299,Point,-68.13285042,-16.50066255,geom,589,654,EDIFICIOS,Edificio El Prado,,,1,,,,,
Feature,edificios.300,Point,-68.13358425,-16.50138038,geom,590,657,EDIFICIOS,Edificio San Pablo,,,6,,,,,
Feature,edificios.301,Point,-68.13339767,-16.50144536,geom,591,658,EDIFICIOS,Edificio Los Andes,,,6,,,,,
Feature,edificios.302,Point,-68.13423497,-16.50115952,geom,592,660,EDIFICIOS,Edificio México,,,6,,clara.revollo,2016-07-26T00:14:34.427Z,,
Feature,edificios.303,Point,-68.13436256,-16.50107676,geom,593,661,EDIFICIOS,Edificio Galería Colombia,,,6,,clara.revollo,2016-07-26T00:14:42.877Z,,
Feature,edificios.304,Point,-68.13408737,-16.5006329,geom,594,662,EDIFICIOS,Edificio Puesto 6,,,6,,,,,
Feature,edificios.305,Point,-68.13502249,-16.5018918,geom,595,663,EDIFICIOS,Edificio Galería   15,,,6,,clara.revollo,2016-07-26T00:43:56.900Z,,
Feature,edificios.306,Point,-68.13482891,-16.50175569,geom,596,664,EDIFICIOS,Edificio Galería 15,,,6,,clara.revollo,2016-07-26T00:44:10.897Z,,
Feature,edificios.307,Point,-68.13291773,-16.50208774,geom,597,665,EDIFICIOS,Edificio Petrolero,,,6,,,,,
Feature,edificios.308,Point,-68.13308726,-16.50271984,geom,598,668,EDIFICIOS,Edificio Fed. Deportiva,,,6,,,,,
Feature,edificios.309,Point,-68.13228198,-16.50337535,geom,599,669,EDIFICIOS,Edificio El Shaddai,,,6,,,,,
Feature,edificios.310,Point,-68.13359751,-16.50393346,geom,600,670,EDIFICIOS,Edificio Wirakocha,,,6,,,,,
Feature,edificios.311,Point,-68.13474217,-16.5037926,geom,601,671,EDIFICIOS,Edificio Itab,,,6,,,,,
Feature,edificios.312,Point,-68.13668458,-16.50356913,geom,602,672,EDIFICIOS,Edificio Fertel,,,6,,,,,
Feature,edificios.313,Point,-68.13638714,-16.50416845,geom,603,673,EDIFICIOS,Edificio Siglo XXI,,,6,,,,,
Feature,edificios.314,Point,-68.13761346,-16.50238119,geom,604,674,EDIFICIOS,Edificio Figliozzi,,,6,,,,,
Feature,edificios.315,Point,-68.13889294,-16.50243089,geom,605,675,EDIFICIOS,Edificio Santa Rosa,,,6,,,,,
Feature,edificios.316,Point,-68.13897383,-16.50261166,geom,606,676,EDIFICIOS,Edificio Riobamba,,,6,,,,,
Feature,edificios.317,Point,-68.13707704,-16.50087022,geom,607,677,EDIFICIOS,Edificio Carolina,,,6,,,,,
Feature,edificios.318,Point,-68.13649336,-16.50896779,geom,608,678,EDIFICIOS,Edificio Guadalquivir,,,6,,,,,
Feature,edificios.319,Point,-68.13412803,-16.50535799,geom,609,679,EDIFICIOS,Edificio Galería Simón,,,6,,clara.revollo,2016-07-26T00:44:45.093Z,,
Feature,edificios.320,Point,-68.13228329,-16.50555043,geom,610,680,EDIFICIOS,Edificio Rosselsa,,,6,,,,,
Feature,edificios.321,Point,-68.1331069,-16.50712003,geom,611,681,EDIFICIOS,Edificio Hernoza,,,3,,,,,
Feature,edificios.322,Point,-68.13359031,-16.50885449,geom,612,682,EDIFICIOS,Edificio Timbre 1,,,3,,,,,
Feature,edificios.323,Point,-68.13364185,-16.51076205,geom,613,683,EDIFICIOS,Edificio Mijokar,,,3,,,,,
Feature,edificios.324,Point,-68.13221749,-16.51039793,geom,614,684,EDIFICIOS,Edificio Color,,,3,,,,,
Feature,edificios.325,Point,-68.13164356,-16.5115827,geom,615,685,EDIFICIOS,Edificio Marconi,,,3,,,,,
Feature,edificios.326,Point,-68.12913485,-16.51378425,geom,616,686,EDIFICIOS,Edificio Madrid,,,3,,,,,
Feature,edificios.327,Point,-68.12901009,-16.51268369,geom,617,687,EDIFICIOS,Edificio Dallas,,,3,,,,,
Feature,edificios.328,Point,-68.12778972,-16.51433115,geom,618,688,EDIFICIOS,Edificio Hermanos Gonzales,,,3,,,,,
Feature,edificios.329,Point,-68.12795189,-16.51183857,geom,619,689,EDIFICIOS,Edificio Belisario Salinas,,,3,,,,,
Feature,edificios.330,Point,-68.12670468,-16.51179012,geom,620,690,EDIFICIOS,Edificio Meliza,,,3,,,,,
Feature,edificios.331,Point,-68.1265913,-16.51194301,geom,621,691,EDIFICIOS,Edificio Anibal,,,3,,,,,
Feature,edificios.332,Point,-68.12580351,-16.51116207,geom,622,692,EDIFICIOS,Edificio San José,,,3,,clara.revollo,2016-07-26T00:53:04.823Z,,
Feature,edificios.333,Point,-68.1245692,-16.51240505,geom,623,693,EDIFICIOS,Edificio Kantuta,,,3,,,,,
Feature,edificios.334,Point,-68.12439323,-16.51200195,geom,624,694,EDIFICIOS,Edificio Julia Elena,,,3,,,,,
Feature,edificios.335,Point,-68.12394954,-16.51233738,geom,625,695,EDIFICIOS,Edificio Condominio Torres Molinos,,,3,,,,,
Feature,edificios.336,Point,-68.13034994,-16.50935512,geom,626,696,EDIFICIOS,Edificio Quiroga,,,3,,,,,
Feature,edificios.337,Point,-68.12989799,-16.50926822,geom,627,697,EDIFICIOS,Edificio San Antonio,,,3,,,,,
Feature,edificios.338,Point,-68.12959947,-16.50900704,geom,628,698,EDIFICIOS,Edificio Nicole,,,3,,,,,
Feature,edificios.339,Point,-68.12869945,-16.50980488,geom,629,699,EDIFICIOS,Edificio Da Vinci,,,3,,,,,
Feature,edificios.340,Point,-68.12882075,-16.50924447,geom,630,700,EDIFICIOS,Edificio Galería Nemer,,,3,,clara.revollo,2016-07-26T00:44:56.570Z,,
Feature,edificios.341,Point,-68.12967113,-16.50845934,geom,631,701,EDIFICIOS,Edificio Galaxia,,,3,,,,,
Feature,edificios.342,Point,-68.13048091,-16.50863938,geom,632,702,EDIFICIOS,Edificio Nicole,,,3,,,,,
Feature,edificios.343,Point,-68.13072156,-16.50840095,geom,633,703,EDIFICIOS,Edificio California,,,3,,,,,
Feature,edificios.344,Point,-68.13051478,-16.50805758,geom,634,704,EDIFICIOS,Edificio Rosario,,,3,,,,,
Feature,edificios.345,Point,-68.13031582,-16.50699833,geom,635,705,EDIFICIOS,Edificio 20 De Octubre,,,3,,,,,
Feature,edificios.346,Point,-68.1298232,-16.50722271,geom,636,706,EDIFICIOS,Edificio Hotel Madre Selva,,,3,,,,,
Feature,edificios.347,Point,-68.12877714,-16.50815777,geom,637,707,EDIFICIOS,Edificio Galaxia,,,3,,,,,
Feature,edificios.348,Point,-68.12783586,-16.50959189,geom,638,708,EDIFICIOS,Edificio Guadalquivir,,,3,,,,,
Feature,edificios.349,Point,-68.12753822,-16.51042277,geom,639,709,EDIFICIOS,Edificio Avaroa,,,3,,,,,
Feature,edificios.350,Point,-68.12742067,-16.51027743,geom,640,710,EDIFICIOS,Edificio Alcides Argueda,,,3,,,,,
Feature,edificios.351,Point,-68.1319386,-16.50334406,geom,641,711,EDIFICIOS,Edificio Cosmos,,,6,,,,,
Feature,edificios.352,Point,-68.1310311,-16.50459719,geom,642,712,EDIFICIOS,Edificio Zelaya,,,3,,,,,
Feature,edificios.353,Point,-68.13083918,-16.50477729,geom,643,713,EDIFICIOS,Edificio Villazón,,,3,,clara.revollo,2016-07-26T01:05:54.677Z,,
Feature,edificios.354,Point,-68.13077403,-16.50483268,geom,644,714,EDIFICIOS,Edificio Finlandia,,,3,,,,,
Feature,edificios.355,Point,-68.13054914,-16.50512744,geom,645,715,EDIFICIOS,Edificio Román,,,3,,clara.revollo,2016-07-26T01:06:05.113Z,,
Feature,edificios.356,Point,-68.13069841,-16.50561509,geom,646,716,EDIFICIOS,"Edificio Cadena ""A""",,,3,,,,,
Feature,edificios.357,Point,-68.1297628,-16.50336583,geom,647,719,EDIFICIOS,Edificio Batallón Colorados,,,1,,clara.revollo,2016-07-26T01:06:16.887Z,,
Feature,edificios.358,Point,-68.12926135,-16.50314562,geom,648,720,EDIFICIOS,Edificio Hermenca,,,1,,,,,
Feature,edificios.359,Point,-68.1299949,-16.50233152,geom,649,721,EDIFICIOS,Edificio Kantutani,,,2,,,,,
Feature,edificios.360,Point,-68.1291955,-16.50554698,geom,650,722,EDIFICIOS,Edificio Victoria,,,1,,,,,
Feature,edificios.361,Point,-68.12853394,-16.50508868,geom,651,723,EDIFICIOS,Edificio Planta Alta,,,1,,,,,
Feature,edificios.362,Point,-68.12834164,-16.50528487,geom,652,724,EDIFICIOS,Edificio Venezuela,,,1,,,,,
Feature,edificios.363,Point,-68.13073287,-16.50597355,geom,653,725,EDIFICIOS,Edificio Consulado Rep. De Honduras,,,3,,,,,
Feature,edificios.364,Point,-68.13023106,-16.50632536,geom,654,726,EDIFICIOS,Edificio Las Palmas,,,3,,,,,
Feature,edificios.365,Point,-68.12994633,-16.50664652,geom,655,727,EDIFICIOS,Edificio Jazmín,,,3,,clara.revollo,2016-07-26T01:06:29.173Z,,
Feature,edificios.366,Point,-68.12993529,-16.50586863,geom,656,728,EDIFICIOS,Edificio Quinto Centanario,,,3,,,,,
Feature,edificios.367,Point,-68.12979278,-16.50606074,geom,657,729,EDIFICIOS,Edificio Palza,,,3,,,,,
Feature,edificios.368,Point,-68.12971617,-16.50613751,geom,658,730,EDIFICIOS,Edificio Diana,,,3,,,,,
Feature,edificios.369,Point,-68.12942496,-16.50628346,geom,659,731,EDIFICIOS,Edificio Hotel Espana,,,3,,,,,
Feature,edificios.370,Point,-68.12831889,-16.50580433,geom,660,734,EDIFICIOS,Edificio Eliana,,,1,,,,,
Feature,edificios.371,Point,-68.1291881,-16.50727842,geom,661,736,EDIFICIOS,Edificio Saavedra,,,3,,,,,
Feature,edificios.372,Point,-68.12847604,-16.50710128,geom,662,737,EDIFICIOS,Edificio Indiana,,,3,,,,,
Feature,edificios.373,Point,-68.12833557,-16.50718778,geom,663,738,EDIFICIOS,Edificio Hoy,,,3,,,,,
Feature,edificios.374,Point,-68.1281787,-16.50746041,geom,664,739,EDIFICIOS,Edificio Alianza,,,3,,,,,
Feature,edificios.375,Point,-68.12840808,-16.50767759,geom,665,740,EDIFICIOS,Edificio Victor,,,3,,,,,
Feature,edificios.376,Point,-68.12782253,-16.50584353,geom,666,742,EDIFICIOS,Edificio Jorge Zambrana,,,1,,,,,
Feature,edificios.377,Point,-68.12777596,-16.50528079,geom,667,743,EDIFICIOS,Edificio Paula Daniela,,,1,,,,,
Feature,edificios.378,Point,-68.1278739,-16.5081903,geom,668,744,EDIFICIOS,Edificio Quijarro,,,3,,,,,
Feature,edificios.379,Point,-68.1311753,-16.5019893,geom,669,745,EDIFICIOS,Edificio Gundlach,,,1,,,,,
Feature,edificios.380,Point,-68.13049159,-16.50195732,geom,670,746,EDIFICIOS,Edificio Chuquisaca,,,2,,,,,
Feature,edificios.381,Point,-68.13120274,-16.50142482,geom,671,747,EDIFICIOS,Edificio Galería Judith,,,2,,clara.revollo,2016-07-26T00:45:17.110Z,,
Feature,edificios.382,Point,-68.1266521,-16.50552003,geom,672,748,EDIFICIOS,Edificio Udabol,,,1,,,,,
Feature,edificios.383,Point,-68.12752301,-16.50542983,geom,673,749,EDIFICIOS,Edificio Capitán Ravelo,,,1,,clara.revollo,2016-07-26T01:06:48.793Z,,
Feature,edificios.385,Point,-68.12828081,-16.50658434,geom,675,751,EDIFICIOS,Edificio Illampu,,,3,,,,,
Feature,edificios.388,Point,-68.12753992,-16.5081404,geom,678,754,EDIFICIOS,Edificio Alamo,,,3,,,,,
Feature,edificios.389,Point,-68.12786743,-16.50851646,geom,679,755,EDIFICIOS,Edificio Renacer,,,3,,,,,
Feature,edificios.390,Point,-68.12742136,-16.508575,geom,680,756,EDIFICIOS,Edificio Salgueiro,,,3,,,,,
Feature,edificios.391,Point,-68.12620135,-16.50814968,geom,681,757,EDIFICIOS,Edificio Demer,,,1,,,,,
Feature,edificios.392,Point,-68.12628493,-16.50805047,geom,682,758,EDIFICIOS,Edificio Cerrano,,,1,,,,,
Feature,edificios.393,Point,-68.12638562,-16.50797069,geom,683,759,EDIFICIOS,Edificio Amanozas,,,1,,,,,
Feature,edificios.394,Point,-68.12707394,-16.50994621,geom,684,760,EDIFICIOS,Edificio Torre Zafiro,,,3,,,,,
Feature,edificios.395,Point,-68.12695914,-16.5098995,geom,685,761,EDIFICIOS,Edificio Safiro,,,3,,,,,
Feature,edificios.396,Point,-68.12649245,-16.50983474,geom,686,762,EDIFICIOS,Edificio Usfa,,,3,,,,,
Feature,edificios.397,Point,-68.12631684,-16.5097179,geom,687,763,EDIFICIOS,Edificio Vilamary,,,3,,,,,
Feature,edificios.398,Point,-68.12655571,-16.50927939,geom,688,764,EDIFICIOS,Edificio Salinas,,,3,,,,,
Feature,edificios.399,Point,-68.12595941,-16.50956348,geom,689,766,EDIFICIOS,Edificio Medi Centro,,,3,,,,,
Feature,edificios.400,Point,-68.12573704,-16.5100553,geom,690,767,EDIFICIOS,Edificio Los Jardines,,,3,,,,,
Feature,edificios.401,Point,-68.12570638,-16.51034402,geom,691,768,EDIFICIOS,Edificio Mendoza,,,3,,,,,
Feature,edificios.402,Point,-68.12547642,-16.51053575,geom,692,769,EDIFICIOS,Edificio San Martin,,,3,,,,,
Feature,edificios.403,Point,-68.12509507,-16.51063831,geom,693,770,EDIFICIOS,Edificio Illimani,,,3,,,,,
Feature,edificios.404,Point,-68.12546325,-16.50959005,geom,694,771,EDIFICIOS,Edificio Hilda,,,1,,,,,
Feature,edificios.405,Point,-68.12513255,-16.50903204,geom,695,772,EDIFICIOS,Edificio Mendieta,,,1,,,,,
Feature,edificios.406,Point,-68.1248791,-16.50909727,geom,696,773,EDIFICIOS,Edificio Fernando V,,,1,,,,,
Feature,edificios.407,Point,-68.12485992,-16.50934141,geom,697,774,EDIFICIOS,Edificio Ritz,,,1,,,,,
Feature,edificios.408,Point,-68.12473978,-16.50951884,geom,698,775,EDIFICIOS,Edificio Mendieta,,,1,,,,,
Feature,edificios.409,Point,-68.12383916,-16.50864507,geom,699,777,EDIFICIOS,Edificio Estorial,,,1,,,,,
Feature,edificios.410,Point,-68.12423043,-16.51073615,geom,700,779,EDIFICIOS,Edificio Las 2 Torres,,,1,,,,,
Feature,edificios.411,Point,-68.1243891,-16.51055734,geom,701,780,EDIFICIOS,Edificio El Carmen,,,1,,,,,
Feature,edificios.412,Point,-68.12415317,-16.51036599,geom,702,781,EDIFICIOS,Edificio Perrin,,,1,,,,,
Feature,edificios.413,Point,-68.12414037,-16.50988018,geom,703,782,EDIFICIOS,Edificio Presidente Busch,,,1,,,,,
Feature,edificios.414,Point,-68.12349273,-16.51054542,geom,704,783,EDIFICIOS,Edificio Arcadia,,,1,,,,,
Feature,edificios.415,Point,-68.12307208,-16.50974378,geom,705,785,EDIFICIOS,Edificio Santa Isabel,,,1,,,,,
Feature,edificios.416,Point,-68.12354962,-16.51284826,geom,706,786,EDIFICIOS,Edificio Torre Azul,,,3,,,,,
Feature,edificios.417,Point,-68.12295732,-16.51269035,geom,707,787,EDIFICIOS,Edificio Iturri,,,3,,,,,
Feature,edificios.418,Point,-68.12259647,-16.51237245,geom,708,788,EDIFICIOS,Edificio El Chipre,,,1,,,,,
Feature,edificios.419,Point,-68.12289272,-16.5103908,geom,709,789,EDIFICIOS,Edificio Los Angeles,,,1,,,,,
Feature,edificios.420,Point,-68.12179973,-16.51172823,geom,710,790,EDIFICIOS,Edificio Fortaleza,,,1,,,,,
Feature,edificios.421,Point,-68.12270601,-16.51317182,geom,711,792,EDIFICIOS,Edificio Anexo Artemis,,,1,,,,,
Feature,edificios.422,Point,-68.12155667,-16.51358585,geom,712,794,EDIFICIOS,Edificio Mercurio,,,1,,,,,
Feature,edificios.423,Point,-68.12099068,-16.51348203,geom,713,795,EDIFICIOS,Edificio Presidente Arce,,,1,,,,,
Feature,edificios.424,Point,-68.12089739,-16.51257391,geom,714,796,EDIFICIOS,Edificio El Escorial,,,1,,,,,
Feature,edificios.425,Point,-68.12018014,-16.5071726,geom,715,797,EDIFICIOS,Edificio San Luis,,,2,,,,,
Feature,edificios.426,Point,-68.1210725,-16.50559275,geom,716,798,EDIFICIOS,Edificio Triangular,,,2,,,,,
Feature,edificios.427,Point,-68.12156208,-16.5049781,geom,717,799,EDIFICIOS,Edificio Florencia,,,2,,,,,
Feature,edificios.428,Point,-68.12148918,-16.50462024,geom,718,800,EDIFICIOS,Edificio Litoral,,,2,,,,,
Feature,edificios.429,Point,-68.12133873,-16.50351692,geom,719,801,EDIFICIOS,Edificio El Ceibo,,,2,,,,,
Feature,edificios.430,Point,-68.12257174,-16.50245761,geom,720,802,EDIFICIOS,Edificio Cristembo,,,2,,,,,
Feature,edificios.431,Point,-68.12217544,-16.50233052,geom,721,803,EDIFICIOS,Edificio Italia,,,2,,carlos.medrano,2016-07-26T00:41:35.697Z,,
Feature,edificios.432,Point,-68.12223767,-16.50223144,geom,722,804,EDIFICIOS,Edificio Miraflores,,,2,,,,,
Feature,edificios.433,Point,-68.12134965,-16.50220536,geom,723,805,EDIFICIOS,Edificio El Roble,,,2,,,,,
Feature,edificios.434,Point,-68.12011028,-16.50245595,geom,724,806,EDIFICIOS,Edificio Bolivia Mar I,,,2,,,,,
Feature,edificios.435,Point,-68.11979949,-16.5032714,geom,725,807,EDIFICIOS,Edificio Suipacha,,,2,,,,,
Feature,edificios.436,Point,-68.11896766,-16.50180293,geom,726,808,EDIFICIOS,Edificio Bolivia Mar,,,2,,,,,
Feature,edificios.437,Point,-68.11878359,-16.50152151,geom,727,809,EDIFICIOS,Edificio Loza,,,2,,,,,
Feature,edificios.438,Point,-68.12264193,-16.50142404,geom,728,810,EDIFICIOS,Edificio El Jireh,,,2,,,,,
Feature,edificios.439,Point,-68.12364759,-16.50063488,geom,729,811,EDIFICIOS,Edificio Ibita,,,2,,,,,
Feature,edificios.440,Point,-68.12333456,-16.50050644,geom,730,812,EDIFICIOS,Edificio Providencia,,,2,,,,,
Feature,edificios.442,Point,-68.12562529,-16.50039622,geom,732,815,EDIFICIOS,Edificio Simon Bolivar,,,2,,,,,
Feature,edificios.443,Point,-68.13064259,-16.4983187,geom,733,816,EDIFICIOS,Edificio La Rejas,,,1,,,,,
Feature,edificios.444,Point,-68.13121787,-16.50004538,geom,734,817,EDIFICIOS,Edificio Liga De Empleado,,,1,,,,,
Feature,edificios.445,Point,-68.12872967,-16.49693239,geom,735,818,EDIFICIOS,Edificio Angeles,,,1,,,,,
Feature,edificios.446,Point,-68.13139198,-16.49608233,geom,736,819,EDIFICIOS,Edificio Mutual De  Exjugadores De La Paz,,,1,,,,,
Feature,edificios.447,Point,-68.13197852,-16.49602693,geom,737,820,EDIFICIOS,Edificio Erbol,,,1,,,,,
Feature,edificios.448,Point,-68.13037602,-16.49597087,geom,738,821,EDIFICIOS,Edificio Lanza,,,1,,,,,
Feature,edificios.449,Point,-68.13383852,-16.49420266,geom,739,822,EDIFICIOS,Edificio Ferroviario,,,1,,,,,
Feature,edificios.450,Point,-68.13345978,-16.49451282,geom,740,823,EDIFICIOS,Edificio Ferroviario,,,1,,,,,
Feature,edificios.451,Point,-68.13289848,-16.49381627,geom,741,824,EDIFICIOS,Edificio Edif Cemi,,,1,,,,,
Feature,edificios.452,Point,-68.13121536,-16.49486686,geom,742,825,EDIFICIOS,Edificio No Tiene,,,1,,,,,
Feature,edificios.453,Point,-68.1403253,-16.49047729,geom,743,826,EDIFICIOS,Edificio Derby,,,11,,,,,
Feature,edificios.454,Point,-68.139621,-16.48941525,geom,744,827,EDIFICIOS,Edificio Paola,,,11,,,,,
Feature,edificios.455,Point,-68.14729988,-16.49461366,geom,745,828,EDIFICIOS,Edificio Internacional,,,7,,,,,
Feature,edificios.456,Point,-68.14721981,-16.4945758,geom,746,829,EDIFICIOS,Edificio Internacional,,,7,,,,,
