type,id,geometry/type,geometry/coordinates/0,geometry/coordinates/1,geometry_name,properties/OBJECTID_1,properties/OBJECTID,properties/LAYER,properties/Nombre,properties/Direccion,properties/Zona,properties/distrito,properties/owner,properties/usuario,properties/fechaActual,properties/observaciones,geometry
Feature,edificios.1471,Point,-68.07513133,-16.54483918,geom,4454,12182,EDIFICIOS,Edificio Torre 1,,,18,,,,,
Feature,edificios.1472,Point,-68.07387107,-16.54485363,geom,4455,911,EDIFICIOS,Edificio Torre 2,,,18,,,,,
Feature,edificios.1473,Point,-68.11871984,-16.50089349,geom,4456,12183,EDIFICIOS,Edificio Asturias,,,2,,,,,
Feature,edificios.1474,Point,-68.12068888,-16.50280668,geom,4457,12184,EDIFICIOS,Edificio Cyci,,,2,,,,,
Feature,edificios.1475,Point,-68.12377048,-16.51141534,geom,4458,12185,EDIFICIOS,Edificio Torre Elizabeth,,,1,,,,,
Feature,edificios.1476,Point,-68.12269547,-16.51286474,geom,4459,12186,EDIFICIOS,Edificio Empresarial Cadeco,,,1,,,,,
Feature,edificios.1477,Point,-68.08208406,-16.53974184,geom,4460,12187,EDIFICIOS,Edificio Lacoste I,,,18,,,,,
Feature,edificios.1478,Point,-68.08234804,-16.53980379,geom,4461,12188,EDIFICIOS,Edificio Lacoste II,,,18,,,,,
Feature,edificios.1479,Point,-68.12176973,-16.48979787,geom,4462,12189,EDIFICIOS,Edificio Torre María Ema,,,2,,clara.revollo,2016-07-26T01:03:47.540Z,,
Feature,edificios.1480,Point,-68.13012437,-16.50339698,geom,4463,12190,EDIFICIOS,Edificio Tres Cruces,,,1,,,,,
Feature,edificios.1481,Point,-68.14254442,-16.49221833,geom,4464,12191,EDIFICIOS,Edificio Trujillo,,,1,,,,,
Feature,edificios.1482,Point,-68.07892221,-16.53727687,geom,4465,12192,EDIFICIOS,Edificio Unicef,,,18,,,,,
Feature,edificios.1483,Point,-68.13142974,-16.49509306,geom,4466,12193,EDIFICIOS,Edificio Valdivia,,,1,,,,,
Feature,edificios.1484,Point,-68.12479947,-16.50735202,geom,4467,12194,EDIFICIOS,Edificio Valdivia,,,1,,,,,
Feature,edificios.1485,Point,-68.04455642,-16.53576773,geom,4468,12195,EDIFICIOS,Edificio Virgen de Copacabana Bloque A,,,19,,,,,
Feature,edificios.1486,Point,-68.04452428,-16.53589315,geom,4469,12196,EDIFICIOS,Edificio Virgen de Copacabana Bloque B,,,19,,,,,
Feature,edificios.1487,Point,-68.13463399,-16.49477029,geom,4470,12197,EDIFICIOS,Edificio Yanacocha,,,1,,,,,
Feature,edificios.1489,Point,-68.09701892,-16.52652466,geom,7671,890,EDIFICIOS,Edificio Bravo,,,21,,,,,
Feature,edificios.1490,Point,-68.13766875,-16.49772704,geom,7681,603,EDIFICIOS,Edificio Ubi,,,6,,,,,
Feature,edificios.1491,Point,-68.09129738,-16.54464797,geom,7980,891,EDIFICIOS,Edificio Shopping Sur,,,18,,,,,
Feature,edificios.1492,Point,-68.0630364,-16.54639943,geom,,,,Edificio Torres GAUSS,Av. Costanera #961,Cota Cota,18,nhuanquiri,nhuanquiri,2016-07-15T15:08:33.760Z,,
Feature,edificios.1493,Point,-68.06348277,-16.54628724,geom,,,,Edificio El Morya,Av. Costanera # 50,Cota Cota,18,nhuanquiri,nhuanquiri,2016-07-15T15:12:20.973Z,,
