type,id,geometry/type,geometry/coordinates/0,geometry/coordinates/1,geometry_name,properties/Nombre,properties/tipo_ofi,properties/Direccion
Feature,entidadesfinancieras.514,Point,-68.12179609,-16.51178057,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Av. Arce esq. Campos
Feature,entidadesfinancieras.515,Point,-68.07932222,-16.54079444,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Galería Taipinquiri Av. Montenegro No.1378 - San Miguel
Feature,entidadesfinancieras.516,Point,-68.11719726,-16.49588636,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Av. Pasoskanki No.1762 - Cruce Villa San Antonio
Feature,entidadesfinancieras.517,Point,-68.136729,-16.49399821,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Av. Montes y Pérez Velasco Final Comercio No.791
Feature,entidadesfinancieras.518,Point,-68.136729,-16.49399821,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Av. Montes y Pérez Velasco Final Comercio No.791
Feature,entidadesfinancieras.519,Point,-68.13356015,-16.49825116,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Calle Colón esq. Mercado
Feature,entidadesfinancieras.520,Point,-68.13356015,-16.49825116,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Calle Colón esq. Mercado
Feature,entidadesfinancieras.521,Point,-68.13349936,-16.49826049,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Calle Colón esq. Mercado
Feature,entidadesfinancieras.522,Point,-68.13358385,-16.49827278,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Calle Colón esq. Mercado
Feature,entidadesfinancieras.523,Point,-68.13535224,-16.50907123,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Calle Landaeta No.1747 - Plaza El Cóndor
Feature,entidadesfinancieras.524,Point,-68.12396111,-16.50974722,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Edif. Isabelita - Plaza Isabel La Católica
Feature,entidadesfinancieras.525,Point,-68.12596001,-16.51052348,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Av. 20 de Octubre esq. Pedro Salazar
Feature,entidadesfinancieras.526,Point,-68.13186957,-16.49416428,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Av. Sucre esq. Bolivar Nº 194 - Frente a Identificaciones
Feature,entidadesfinancieras.527,Point,-68.12368889,-16.51285833,geom,Banco Do Brasil S.A.- Sucursal Bolivia,Cajero Automático,"AVENIDA 20 DE OCTUBRE ESQUINA CAMPOS EDIFICIO TORRE AZUL, 2665"
Feature,entidadesfinancieras.528,Point,-68.11949685,-16.47869815,geom,Banco BISA S.A.,Cajero Automático,"Av. Las Delicias, Calle Felipe Lopez S/N, Zona Villa Fatima"
Feature,entidadesfinancieras.529,Point,-68.11951492,-16.47864872,geom,Banco BISA S.A.,Cajero Automático,"Av. Las Delicias, calle Felipe Lopez S/N, Zona Villa Fatima"
Feature,entidadesfinancieras.530,Point,-68.12135781,-16.50382792,geom,Banco BISA S.A.,Cajero Automático,"Av. Busch esquina Parque Triangular, Gasolinera SAF"
Feature,entidadesfinancieras.531,Point,-68.12237345,-16.51105989,geom,Banco BISA S.A.,Cajero Automático,Av. Arce No. 2631 Edificio Multicine
Feature,entidadesfinancieras.532,Point,-68.15254772,-16.49441594,geom,Banco BISA S.A.,Cajero Automático,"Edificio Valdivia No. 1442, Av. Kollasuyo entre calle Bustillos y Jose Maria Asin, Zona El Tejar."
Feature,entidadesfinancieras.533,Point,-68.07724722,-16.538825,geom,Banco BISA S.A.,Cajero Automático,"Av. Ballivian No. 1461, entre Calles 21 y 22 de Calacoto
"
Feature,entidadesfinancieras.534,Point,-68.14481768,-16.49535041,geom,Banco BISA S.A.,Cajero Automático,"Calle Tumusla Nº 757, Zona 14 de Septiembre"
Feature,entidadesfinancieras.535,Point,-68.08752151,-16.54895403,geom,Banco BISA S.A.,Cajero Automático,"Av. Las Retamas S/N, Zona La Florida (Colegio Saint AndrewÂ´s)"
Feature,entidadesfinancieras.536,Point,-68.12437736,-16.49784465,geom,Banco BISA S.A.,Cajero Automático,"Av. Saavedra Nº 1594 Esquina Posnasky, Zona Miraflores"
Feature,entidadesfinancieras.537,Point,-68.10859167,-16.52683056,geom,Banco BISA S.A.,Cajero Automático,Av. Ormachea esq. calle 8 Nº 5390 - Obrajes
Feature,entidadesfinancieras.538,Point,-68.12624296,-16.51022771,geom,Banco BISA S.A.,Cajero Automático,20 de Octubre Nº 927 Plaza Avaroa
Feature,entidadesfinancieras.539,Point,-68.13988711,-16.49644843,geom,Banco BISA S.A.,Cajero Automático,Calle Illampu esq. Santa Cruz Nº 762
Feature,entidadesfinancieras.540,Point,-68.07942853,-16.54046639,geom,Banco BISA S.A.,Cajero Automático,Av. Montenegro Nº 1365 - San Miguel
Feature,entidadesfinancieras.541,Point,-68.11975718,-16.51501829,geom,Banco BISA S.A.,Cajero Automático,"Final Av. 6 de Agosto esq. Av. Arce Nro. 2993, San Jorge."
Feature,entidadesfinancieras.542,Point,-68.07313763,-16.53067676,geom,Banco BISA S.A.,Cajero Automático,"Calle 16 Nº5, Zona Achumani"
Feature,entidadesfinancieras.543,Point,-68.07680278,-16.53273889,geom,Banco BISA S.A.,Cajero Automático,"Av. Francia entre calles 10 y 11, Zona Achumani."
Feature,entidadesfinancieras.544,Point,-68.08726389,-16.53891111,geom,Banco BISA S.A.,Cajero Automático,"Av. General Inofuentes Nro. 7823, entre Calles 12 y 13 de Calacoto."
Feature,entidadesfinancieras.545,Point,-68.14788914,-16.49534653,geom,Banco BISA S.A.,Cajero Automático,"Calle Calatayud Nº 950 esq. Calle Bautista Saavedra, Barrio 14 de Septiembre."
Feature,entidadesfinancieras.546,Point,-68.09730833,-16.53627778,geom,Banco BISA S.A.,Cajero Automático,"Av. Hugo Ernest Nº 7050, Zona Bajo Seguencoma."
Feature,entidadesfinancieras.547,Point,-68.13244902,-16.50159079,geom,Banco BISA S.A.,Cajero Automático,Av. 16 de Julio Nº 1591 Edif. Señor de Mayo
Feature,entidadesfinancieras.548,Point,-68.08367546,-16.53890014,geom,Banco BISA S.A.,Cajero Automático,Av. Ballivian Nº 941 esquina calle 16 Calacoto
Feature,entidadesfinancieras.549,Point,-68.08656944,-16.53295833,geom,Banco BISA S.A.,Cajero Automático,"Av. Rafael Pabon S/N, distrito 44, Manzano 2546, Local Comercial Nº C-16, Irpavi"
Feature,entidadesfinancieras.550,Point,-68.12871725,-16.49742924,geom,Banco BISA S.A.,Cajero Automático,"Calle Yungas Nº 876, Miraflores"
Feature,entidadesfinancieras.551,Point,-68.11729448,-16.49567473,geom,Banco BISA S.A.,Cajero Automático,Av. Pasoskanki Nº 1713
Feature,entidadesfinancieras.552,Point,-68.12008311,-16.50698497,geom,Banco BISA S.A.,Cajero Automático,Av. Saavedra Nº 2218 (frente al Hospital de Clínicas)
Feature,entidadesfinancieras.553,Point,-68.12390135,-16.50022809,geom,Banco BISA S.A.,Cajero Automático,"Av. Saavedra Nº 1760, Edificio Ibita, Local 3 , Zona Miraflores"
Feature,entidadesfinancieras.554,Point,-68.13736389,-16.49669167,geom,Banco BISA S.A.,Cajero Automático,"Calle Sagárnaga Nº 322, Hotel Sagárnaga"
Feature,entidadesfinancieras.555,Point,-68.14307626,-16.49800476,geom,Banco BISA S.A.,Cajero Automático,"Calle Pedro de la Gasca Nº 690 esq. Eloy Salmón, Zona Gran Poder."
Feature,entidadesfinancieras.556,Point,-68.133825,-16.498925,geom,Banco BISA S.A.,Cajero Automático,Av. Camacho Nº 1333 - Agencia
Feature,entidadesfinancieras.557,Point,-68.12237345,-16.51105989,geom,Banco BISA S.A.,Cajero Automático,"Av. Arce Nº 2631,Edif. Multicine, Local Nº18."
Feature,entidadesfinancieras.558,Point,-68.13444659,-16.49278509,geom,Banco BISA S.A.,Cajero Automático,Calle Sucre Nº 701 esq. Jenaro Sanjinés (Colegio San Calixto)
Feature,entidadesfinancieras.559,Point,-68.13552439,-16.50918048,geom,Banco BISA S.A.,Cajero Automático,Calle Landaeta Nº 1447(Plaza El Cóndor)
Feature,entidadesfinancieras.560,Point,-68.06369981,-16.52156019,geom,Banco BISA S.A.,Cajero Automático,"Calle 29 Nº 110, Zona Achumani"
Feature,entidadesfinancieras.561,Point,-68.07750579,-16.54237277,geom,Banco BISA S.A.,Cajero Automático,"Calle 21 Nº 8342 esq. Calle Pancara, Zona Calacoto"
Feature,entidadesfinancieras.562,Point,-68.08707561,-16.52453814,geom,Banco BISA S.A.,Cajero Automático,"Av. Altamirano Nº 6593 esq. Calle 6, Zona Irpavi."
Feature,entidadesfinancieras.563,Point,-68.13332619,-16.50208883,geom,Banco BISA S.A.,Cajero Automático,Calle México Nº 1530 entre Calles Nicolás Acosta y Otero de la Vega (Zona San Pedro)
Feature,entidadesfinancieras.564,Point,-68.06290664,-16.54075408,geom,Banco BISA S.A.,Cajero Automático,"Av. Muñoz Reyes Nº 7, Zona Cota Cota."
Feature,entidadesfinancieras.565,Point,-68.13052401,-16.50498836,geom,Banco BISA S.A.,Cajero Automático,"Av. Villazón Nº 1957, Edif. Viveros (Plaza del Bicentenario)"
Feature,entidadesfinancieras.566,Point,-68.13056077,-16.50496395,geom,Banco Unión S.A.,Cajero Automático,"Avenida Villazón NÂº 1957,frente a la Universidad Mayor de San Andres,zona central."
Feature,entidadesfinancieras.567,Point,-68.13387778,-16.49536389,geom,Banco Unión S.A.,Cajero Automático,Calle Junin NÂº551
Feature,entidadesfinancieras.568,Point,-68.07865782,-16.54521453,geom,Banco Unión S.A.,Cajero Automático,Av. Montenegro No. 966 - San Miguel (frente Col. Loretto)
Feature,entidadesfinancieras.569,Point,-68.13392903,-16.50306333,geom,Banco Unión S.A.,Cajero Automático,C. C. Strongest. No. 1587 - San Pedro
Feature,entidadesfinancieras.570,Point,-68.14056227,-16.48811309,geom,Banco Unión S.A.,Cajero Automático,"Av. Perú, No. 555 Zona Norte (terminal)"
Feature,entidadesfinancieras.571,Point,-68.1222637,-16.50160063,geom,Banco Unión S.A.,Cajero Automático,c. Diaz Romero No. 262 entre Buchs y Saavedra
Feature,entidadesfinancieras.572,Point,-68.12219048,-16.50160484,geom,Banco Unión S.A.,Cajero Automático,c. Diaz Romero entre Saavedra y Buch
Feature,entidadesfinancieras.573,Point,-68.13519293,-16.4991776,geom,Banco Unión S.A.,Cajero Automático,"Av. Mcal. Santa Cruz, esq. Oruro Edificio Correos Planta Baja"
Feature,entidadesfinancieras.574,Point,-68.13229992,-16.50090191,geom,Banco Unión S.A.,Cajero Automático,Calle Bueno No. 138 casi esq. Federico Zuazo
Feature,entidadesfinancieras.575,Point,-68.13226659,-16.50089079,geom,Banco Unión S.A.,Cajero Automático,"Calle Bueno No. 138 casi esq. federico Suazo
"
Feature,entidadesfinancieras.576,Point,-68.08691396,-16.52433834,geom,Banco Unión S.A.,Cajero Automático,"CALLE ALTAMIRANO CASI ESQ, 5 (FRENTE pLAZA)"
Feature,entidadesfinancieras.577,Point,-68.14836111,-16.49403611,geom,Banco Unión S.A.,Cajero Automático,Calle Calatayud esquina Ascui 569
Feature,entidadesfinancieras.578,Point,-68.14165482,-16.49279396,geom,Banco Unión S.A.,Cajero Automático,Av.Idelfonzo de las Muñecas esq. Viacha
Feature,entidadesfinancieras.579,Point,-68.13630771,-16.49760142,geom,Banco Unión S.A.,Cajero Automático,"Avenida Mariscal Santa Cruz, esquina Calle Cochabamba NÂº 525, Edificio Loteria Nacional."
Feature,entidadesfinancieras.580,Point,-68.13211389,-16.49578889,geom,Banco Unión S.A.,Cajero Automático,"CAlle Ballivian NÂº 1285, esquina Calle Colón,zona central."
Feature,entidadesfinancieras.581,Point,-68.13297972,-16.50174623,geom,Banco Unión S.A.,Cajero Automático,Avenida 16 de Julio Nº 1544(El Prado)
Feature,entidadesfinancieras.582,Point,-68.1190588,-16.50173876,geom,Banco Unión S.A.,Cajero Automático,Avenida 16 de Julio Nº 1544(El Prado)
Feature,entidadesfinancieras.583,Point,-68.10648398,-16.52328292,geom,Banco Unión S.A.,Cajero Automático,"AV. DEL MAESTRO No. 879 ESQ. H. GUILLEN, SECTOR B DE ALTO OBRAJES"
Feature,entidadesfinancieras.584,Point,-68.11906787,-16.50919412,geom,Banco Unión S.A.,Cajero Automático,"Avenida Saavedra, rotonda Policia Militar, predios del Estado Mayor, zona Miraflores."
Feature,entidadesfinancieras.585,Point,-68.13539737,-16.50911634,geom,Banco Unión S.A.,Cajero Automático,c. LANDAETA # 450
Feature,entidadesfinancieras.586,Point,-68.12874737,-16.49742404,geom,Banco Unión S.A.,Cajero Automático,c. Yungas No. 876
Feature,entidadesfinancieras.587,Point,-68.06772778,-16.54090556,geom,Banco Unión S.A.,Cajero Automático,Av. Muñoz Reyes No. 170 esq. calle 28 (Gasolinera)
Feature,entidadesfinancieras.588,Point,-68.07527569,-16.53414314,geom,Banco Unión S.A.,Cajero Automático,aV. Gral. Garcia Lanza s/n casi esq. calle 11 Achumani
Feature,entidadesfinancieras.589,Point,-68.11710734,-16.49574075,geom,Banco Unión S.A.,Cajero Automático,"Av, Esteban Arce No. 1747 Zona Villa Copacabana"
Feature,entidadesfinancieras.590,Point,-68.10218333,-16.52959722,geom,Banco Unión S.A.,Cajero Automático,Av. hernando siles esq. c. 16 de obrajes
Feature,entidadesfinancieras.591,Point,-68.10647607,-16.5272384,geom,Banco Unión S.A.,Cajero Automático,Av. Hernando Siles esq. c. 11 de Obrajes
Feature,entidadesfinancieras.592,Point,-68.09612222,-16.54055,geom,Banco Unión S.A.,Cajero Automático,Av. Hugo Ernest No. 7404 Bajo Seguencoma (Academia de Policias)
Feature,entidadesfinancieras.593,Point,-68.12133392,-16.50384791,geom,Banco Unión S.A.,Cajero Automático,Plaza San Martin esq. Av. Saavedra
Feature,entidadesfinancieras.594,Point,-68.07322778,-16.53053827,geom,Banco Unión S.A.,Cajero Automático,Calle 16 # 7 (Mercado Achumani)
Feature,entidadesfinancieras.595,Point,-68.12368889,-16.50003889,geom,Banco Unión S.A.,Cajero Automático,Av. Saavedra esq. Hugo Estrada # 1706 (inmueble Pollos Copacabana)
Feature,entidadesfinancieras.596,Point,-68.12797778,-16.50947778,geom,Banco Unión S.A.,Cajero Automático,Calle Rosendo Gutiérrez entre Sánchez Lima y 20 de Octubre
Feature,entidadesfinancieras.597,Point,-68.07964491,-16.54055087,geom,Banco Unión S.A.,Cajero Automático,Av. Montenegro # 1365
Feature,entidadesfinancieras.598,Point,-68.12299623,-16.49828746,geom,Banco Unión S.A.,Cajero Automático,Calle Hugo Estrada # 80 esq. Guerrilleros Lanza
Feature,entidadesfinancieras.599,Point,-68.13700699,-16.49330435,geom,Banco Unión S.A.,Cajero Automático,Av. Montes # 275
Feature,entidadesfinancieras.600,Point,-68.13313442,-16.49954016,geom,Banco Unión S.A.,Cajero Automático,Av. Camacho # 1416 esq. Loayza
Feature,entidadesfinancieras.601,Point,-68.13305109,-16.49955127,geom,Banco Unión S.A.,Cajero Automático,Av. Camacho # 1416 esq. Loayza
Feature,entidadesfinancieras.602,Point,-68.13325278,-16.49946389,geom,Banco Unión S.A.,Cajero Automático,Calle Loayza casi esq.Av.Camacho
Feature,entidadesfinancieras.603,Point,-68.12729444,-16.5103,geom,Banco Unión S.A.,Cajero Automático,Calle Belisario Salinas entre Calles 20 de Octubre y Sanchez Lima Edificio Alcides Arguedas
Feature,entidadesfinancieras.604,Point,-68.14259508,-16.4977921,geom,Banco Unión S.A.,Cajero Automático,Calle Pedro de la Gasca esq. Eloy Salmon # 691
Feature,entidadesfinancieras.605,Point,-68.14437956,-16.49373367,geom,Banco Unión S.A.,Cajero Automático,Av. Buenos Aires # 470
Feature,entidadesfinancieras.606,Point,-68.07667958,-16.54456892,geom,Banco Unión S.A.,Cajero Automático,Calle 21 # 8446 Zona Calacoto
Feature,entidadesfinancieras.607,Point,-68.13637951,-16.497464,geom,Banco Unión S.A.,Cajero Automático,Av. Mariscal Santa Cruz # 980
Feature,entidadesfinancieras.608,Point,-68.12899019,-16.51438253,geom,Banco Unión S.A.,Cajero Automático,Calle Ecuador esq. Méndez Arcos
Feature,entidadesfinancieras.609,Point,-68.13806944,-16.49705,geom,Banco Unión S.A.,Cajero Automático,Calle Sagarnaga # 288
Feature,entidadesfinancieras.610,Point,-68.08889459,-16.54069798,geom,Banco Unión S.A.,Cajero Automático,Av. Ballivian esq. Calle 10
Feature,entidadesfinancieras.611,Point,-68.10043889,-16.52953889,geom,Banco Unión S.A.,Cajero Automático,Av. 14 de Septiembre esq. Calle 17
Feature,entidadesfinancieras.612,Point,-68.07012533,-16.54558921,geom,Banco Unión S.A.,Cajero Automático,AV JOSE ACHA HIPERMAXI S/N ZONA LOS PINOS
Feature,entidadesfinancieras.613,Point,-68.13411389,-16.495675,geom,Banco Unión S.A.,Cajero Automático,CALLE COMERCIO ESQ JUNIN 1093
Feature,entidadesfinancieras.614,Point,-68.12098947,-16.47949023,geom,Banco Unión S.A.,Cajero Automático,Av. de las Americas No. 250 - Villa Fatima
Feature,entidadesfinancieras.615,Point,-68.12144167,-16.48053056,geom,Banco Económico S.A.,Cajero Automático,Av. de las Americas #258 zona Villa Fatima
Feature,entidadesfinancieras.616,Point,-68.13369804,-16.49899468,geom,Banco Económico S.A.,Cajero Automático,La Paz Av. Camacho Nro. 1245 entre Colon y Ayacucho
Feature,entidadesfinancieras.617,Point,-68.08118829,-16.53863,geom,Banco Económico S.A.,Cajero Automático,"La Paz Av. Ballivian y calle nÂº 18 Calacoto, lado Burger King."
Feature,entidadesfinancieras.618,Point,-68.13432712,-16.49578522,geom,Banco Económico S.A.,Cajero Automático,La Paz Calle Comercio Esq. Plaza Murillo
Feature,entidadesfinancieras.619,Point,-68.12423344,-16.50881738,geom,Banco Económico S.A.,Cajero Automático,"La Paz Av. Arce, Plaza Isabel la Católica, lado Laboratorio LPZ."
Feature,entidadesfinancieras.620,Point,-68.06922074,-16.54536675,geom,Banco Económico S.A.,Cajero Automático,La Paz Calle José Maria Aguirre S/N casi Esq. Calle 25.
Feature,entidadesfinancieras.621,Point,-68.14036098,-16.49929402,geom,Banco Económico S.A.,Cajero Automático,CALLE SAGARNAGA NÂº519 ESQUINA MAX PAREDES.
Feature,entidadesfinancieras.622,Point,-68.13203216,-16.50218035,geom,Banco Económico S.A.,Cajero Automático,"AVENIDA 16 DE JULIO EDIFICIO ALAMEDA LOCAL 1, LADO DISCOLANDIA."
Feature,entidadesfinancieras.623,Point,-68.07909466,-16.54058997,geom,Banco Económico S.A.,Cajero Automático,"ZONA SAN MIGUEL BLOQUE B NÂº18 FRENTE A CHIWIÑA, AVENIDA MONTENEGRO."
Feature,entidadesfinancieras.624,Point,-68.07315227,-16.53064286,geom,Banco Económico S.A.,Cajero Automático,"CALLE 16 MANZANA 3, PANADERIA DELIPAN, FRENTE A MERCADO ACHUMANI."
Feature,entidadesfinancieras.625,Point,-68.13990125,-16.49651497,geom,Banco Económico S.A.,Cajero Automático,"CALLE SANTA CRUZ ESQUINA ILLAMPU LADO HARD ROCK CAFE, ZONA EL ROSARIO."
Feature,entidadesfinancieras.626,Point,-68.11880157,-16.47580171,geom,Banco Solidario S.A.,Cajero Automático,"Av. Las Américas #537, casi esquina Calle Chulumani, Zona Villa Fátima.
"
Feature,entidadesfinancieras.627,Point,-68.13765833,-16.50220278,geom,Banco Solidario S.A.,Cajero Automático,"Calle Zoilo Flores Nro.1265 (Edificio Figliozzi), entre las calles Almirante Grau y Riobamba, Zona San Pedro"
Feature,entidadesfinancieras.628,Point,-68.13203632,-16.49977259,geom,Banco Solidario S.A.,Cajero Automático,"Av. Camacho #1499, esquina Calle Bueno, Edif. La Urbana - Agencia Camacho.
"
Feature,entidadesfinancieras.629,Point,-68.14825556,-16.49397778,geom,Banco Solidario S.A.,Cajero Automático,"Calle Calatayud #557, cerca de la Av. Apumalla, Zona Callampaya.
"
Feature,entidadesfinancieras.630,Point,-68.13931389,-16.49761389,geom,Banco Solidario S.A.,Cajero Automático,"Calle Illampu #843, entre Calles Sagarnaga y Santa Cruz, Zona El Rosario."
Feature,entidadesfinancieras.631,Point,-68.11015366,-16.5204932,geom,Banco Solidario S.A.,Cajero Automático,"Av. del Maestro #252, esquina. Calle Gamarra frente al Parque Quezada, Zona Alto Obrajes."
Feature,entidadesfinancieras.632,Point,-68.13991139,-16.48149954,geom,Banco Solidario S.A.,Cajero Automático,"Av. Baltazar de Salas #904 - Agencia Vino Tinto.
"
Feature,entidadesfinancieras.633,Point,-68.08747778,-16.52464722,geom,Banco Solidario S.A.,Cajero Automático,"Calle 6, frente a la Plaza Almirante Grau, Mercado de Irpavi,  Zona de Irpavi.
"
Feature,entidadesfinancieras.634,Point,-68.04954967,-16.53777369,geom,Banco Solidario S.A.,Cajero Automático,"Av. Defensores del Chaco #51, entre Calles 48 y 49, Zona Chasquipampa."
Feature,entidadesfinancieras.635,Point,-68.10523115,-16.50178904,geom,Banco Solidario S.A.,Cajero Automático,"Av. Ciudad del Niño #221, Zona Pampahasi.
"
Feature,entidadesfinancieras.636,Point,-68.08942936,-16.56764252,geom,Banco Solidario S.A.,Cajero Automático,"Av. Florida, esquina Calle El Agrario, Hotel Oberland, Zona Mallasa."
Feature,entidadesfinancieras.637,Point,-68.13061312,-16.50491843,geom,Banco Solidario S.A.,Cajero Automático,"Av. Villazón #1957, Edificio Viveros, frente a la Plaza Bicentenario."
Feature,entidadesfinancieras.638,Point,-68.11274444,-16.50818611,geom,Banco Solidario S.A.,Cajero Automático,"Av. Juan XXIII, esquina Calle San Juan #66 - Agencia Villa Armonia.
"
Feature,entidadesfinancieras.639,Point,-68.13212617,-16.49421097,geom,Banco Solidario S.A.,Cajero Automático,"Calle Sucre #799, casi esquina Calle Bolivar, frente a la FELCC, Zona Central."
Feature,entidadesfinancieras.640,Point,-68.1427,-16.51160556,geom,Banco Solidario S.A.,Cajero Automático,"Av. Jaimes Freyre # 1784, casi esquina calle Landaeta, zona Tembladerani â€“ Agencia Tembladerani."
Feature,entidadesfinancieras.641,Point,-68.16761667,-16.48876111,geom,Banco Solidario S.A.,Cajero Automático,"Av. Final Kollasuyo #120 (Av. Alcides Arguedas) casi esquina Av. Naciones Unidas, zona La Portada â€“ Agencia La Portada"
Feature,entidadesfinancieras.642,Point,-68.07816111,-16.53926944,geom,Banco Solidario S.A.,Cajero Automático,"Calle 21 de Calacoto #394, entre Av. Ballivian y Julio Patiño - Agencia San Miguel."
Feature,entidadesfinancieras.643,Point,-68.13204465,-16.49976704,geom,Banco Solidario S.A.,Cajero Automático,"Av. Camacho #1499, esquina Calle Bueno, Edif. La Urbana - Agencia Camacho."
Feature,entidadesfinancieras.644,Point,-68.12139716,-16.48102976,geom,Banco Solidario S.A.,Cajero Automático,"Av. Tejada Sorzano #305 (Av. de las Américas) , esquina Alto Beni - Agencia Villa Fátima.
"
Feature,entidadesfinancieras.645,Point,-68.13758826,-16.49395241,geom,Banco Solidario S.A.,Cajero Automático,"Calle Evaristo Valle #136 - Agencia Alonso de Mendoza.
"
Feature,entidadesfinancieras.646,Point,-68.14451679,-16.49665083,geom,Banco Solidario S.A.,Cajero Automático,"Av. Buenos Aires #708, esquina Max Paredes - Agencia Garita.
"
Feature,entidadesfinancieras.647,Point,-68.13453056,-16.50246111,geom,Banco Solidario S.A.,Cajero Automático,"Calle Nicolás Acosta #289, esquina Cañada Strongest - Agencia San Pedro.
"
Feature,entidadesfinancieras.648,Point,-68.13310063,-16.50159155,geom,Banco Solidario S.A.,Cajero Automático,"Av. 16 de Julio #1544, frente a Calles Bueno y Campero.
"
Feature,entidadesfinancieras.649,Point,-68.12416094,-16.49891546,geom,Banco Solidario S.A.,Cajero Automático,"Plaza Tejada Sorzano (Plaza del Estadio) #1392, Edif. Radio Club La Paz, al lado de la Agencia Miraflores."
Feature,entidadesfinancieras.650,Point,-68.13474796,-16.49537722,geom,Banco Solidario S.A.,Cajero Automático,"Calle Comercio #1001, esquina Yanacocha, Zona Central."
Feature,entidadesfinancieras.651,Point,-68.11666931,-16.49627391,geom,Banco Solidario S.A.,Cajero Automático,"Av. 31 de Octubre #1542, Cruce Villas Copacabana y San Antonio - Agencia Villa Copacabana.
"
Feature,entidadesfinancieras.652,Point,-68.15356069,-16.49502513,geom,Banco Solidario S.A.,Cajero Automático,"Calle Manuel Bustillos #745, Zona El Tejar - Agencia El Tejar.
"
Feature,entidadesfinancieras.653,Point,-68.12877508,-16.49741846,geom,Banco Solidario S.A.,Cajero Automático,"Calle Yungas #876, frente al Mercado (lado importadora Rojas), casi esquina Francisco Monrroy."
Feature,entidadesfinancieras.654,Point,-68.12138889,-16.50373889,geom,Banco Solidario S.A.,Cajero Automático,"Av.Busch y Av. Saavedra #2085, casi esquina C. Nicaragua, cerca a la Plaza San Martin , Zona de Miraflores.
"
Feature,entidadesfinancieras.655,Point,-68.14111437,-16.48807347,geom,Banco Solidario S.A.,Cajero Automático,"Av. Perú #291, casi esquina Beni, Hotel Bolivian Passport, Zona Challapampa."
Feature,entidadesfinancieras.656,Point,-68.12902058,-16.51416387,geom,Banco Solidario S.A.,Cajero Automático,"Calle Victor Sanjinez #2654, entre Calles Barrios y Mendez Arcos, Z. Sopocachi, Hotel Alcalá, frente a la Plaza España."
Feature,entidadesfinancieras.657,Point,-68.07340407,-16.53185815,geom,Banco Solidario S.A.,Cajero Automático,"Av. García Lanza #200, casi esquina Calle 15, Zona Achumani."
Feature,entidadesfinancieras.658,Point,-68.14082425,-16.49862683,geom,Banco Solidario S.A.,Cajero Automático,"Calle Maximiliano Paredes, esquina Antonio Gallardo #514 y 844 - Agencia Gran Poder.
"
Feature,entidadesfinancieras.659,Point,-68.13991251,-16.49633807,geom,Banco Solidario S.A.,Cajero Automático,"Calle Illampu #760, casi esquina Calle Santa Cruz, Zona  El Rosario.
"
Feature,entidadesfinancieras.660,Point,-68.12113753,-16.49489238,geom,Banco Solidario S.A.,Cajero Automático,"Av. Busch #1319, Casa de Funerales Santa Maria, cerca al Monumento a Busch, Z. de Miraflores."
Feature,entidadesfinancieras.661,Point,-68.12776111,-16.51034167,geom,Banco Solidario S.A.,Cajero Automático,"Av. Sanchez Lima #2349, entre Calles Rosendo Gutierrez y B. Salinas, frente supermercado Fidalga, Zona de Sopocachi."
Feature,entidadesfinancieras.662,Point,-68.1358751,-16.49565656,geom,Banco Solidario S.A.,Cajero Automático,"Calle Potosí #909,  esquina Genaro Sanjinez, Hotel Gloria.
"
Feature,entidadesfinancieras.663,Point,-68.08931212,-16.54046148,geom,Banco Solidario S.A.,Cajero Automático,"Av. Ballivián #413, casi esquina Calle 10, Zona de Calacoto.
"
Feature,entidadesfinancieras.664,Point,-68.1022041,-16.52962219,geom,Banco Solidario S.A.,Cajero Automático,"Av. Hernando Siles #6204, esquina Calle 16, Zona de Obrajes.
"
Feature,entidadesfinancieras.665,Point,-68.13868002,-16.49771766,geom,Banco Solidario S.A.,Cajero Automático,"Calle Sagárnaga #334, Hotel Alem, Zona El Rosario.
"
Feature,entidadesfinancieras.666,Point,-68.14237827,-16.49326763,geom,Banco Solidario S.A.,Cajero Automático,"Av. Manco Kapac, esquina Isaac Tamayo #745, Zona San Sebastián."
Feature,entidadesfinancieras.667,Point,-68.06055,-16.541275,geom,Banco Solidario S.A.,Cajero Automático,"Av. Muñoz Reyes #32, entre Calles 32 y 33 - Agencia Cota Cota
"
Feature,entidadesfinancieras.668,Point,-68.12434498,-16.50879136,geom,Banco Ganadero S.A.,Cajero Automático,Plaza Isabel La Católica (Lado Laboratorio La Paz)
Feature,entidadesfinancieras.669,Point,-68.12413487,-16.50004023,geom,Banco Ganadero S.A.,Cajero Automático,Plaza Tejada Sorzano Esq. Saavedra (Zona Miraflores por el Stadium)
