type,id,geometry/type,geometry/coordinates/0,geometry/coordinates/1,geometry_name,properties/Nombre,properties/tipo_ofi,properties/Direccion
Feature,entidadesfinancieras.375,Point,-68.10645,-16.52724444,geom,Banco Nacional de Bolivia S.A.,Cajero Automático,"AV. HERNANDO SILES NÂº 5688, ENTRE CALLES 10 Y 11, ZONA OBRAJES"
Feature,entidadesfinancieras.376,Point,-68.13572678,-16.4949642,geom,Banco Nacional de Bolivia S.A.,Cajero Automático,"CALLE COMERCIO NÂº 872, ESQ. GENARO SANJINES, ZONA CENTRAL"
Feature,entidadesfinancieras.377,Point,-68.14778611,-16.49555278,geom,Banco Nacional de Bolivia S.A.,Cajero Automático,"AV. BAPTISTA, ESQ. CALATAYUD Nº 950, ZONA CALLAMPAYA"
Feature,entidadesfinancieras.378,Point,-68.13102637,-16.50362992,geom,Banco Nacional de Bolivia S.A.,Cajero Automático,"AV. 16 DE JULIO, CINE 16 DE JULIO, EL PRADO, ZONA CENTRAL"
Feature,entidadesfinancieras.379,Point,-68.13358088,-16.50102627,geom,Banco Nacional de Bolivia S.A.,Cajero Automático,"AV. 16 DE JULIO, EDIF. MULTICENTRO ENTEL, EL PRADO, ZONA CENTRAL"
Feature,entidadesfinancieras.380,Point,-68.12016111,-16.506475,geom,Banco Nacional de Bolivia S.A.,Cajero Automático,"AV. SAAVEDRA NÂº 2218, FRENTE HOSPITAL DE CLINICAS, ZONA MIRAFLORES"
Feature,entidadesfinancieras.381,Point,-68.1386221,-16.49748697,geom,Banco Nacional de Bolivia S.A.,Cajero Automático,"CALLE SAGARNAGA NÂº 326, HOTEL SAGARNAGA, ZONA EL ROSARIO"
Feature,entidadesfinancieras.382,Point,-68.08696944,-16.53185,geom,Banco Nacional de Bolivia S.A.,Cajero Automático,"AV. RAFAEL PABON, COMPLEJO MEGA CENTER, AGENCIA BNB, ZONA IRPAVI"
Feature,entidadesfinancieras.383,Point,-68.12232377,-16.49533597,geom,Banco Nacional de Bolivia S.A.,Cajero Automático,"AV. HEROES DEL PACIFICO NÂº 1384, CASI ESQ. EEUU, AGENCIA BNB, ZONA MIRAFLORES"
Feature,entidadesfinancieras.384,Point,-68.13736156,-16.49317394,geom,Banco Nacional de Bolivia S.A.,Cajero Automático,"AV. MONTES NÂº 744, AGENCIA BNB, ZONA CENTRAL"
Feature,entidadesfinancieras.385,Point,-68.0788051,-16.54050247,geom,Banco Nacional de Bolivia S.A.,Cajero Automático,"AV. MONTENEGRO NÂº 1420, EDIF. ARCANGEL, AGENCIA BNB, ZONA SAN MIGUEL"
Feature,entidadesfinancieras.386,Point,-68.12954163,-16.50715531,geom,Banco Nacional de Bolivia S.A.,Cajero Automático,"AV. 20 DE OCTUBRE NÂº 2095, ESQ. ASPIAZU, AGENCIA BNB, ZONA SOPOCACHI"
Feature,entidadesfinancieras.387,Point,-68.12775824,-16.51099137,geom,Banco Nacional de Bolivia S.A.,Cajero Automático,"CALLE BELISARIO SALINAS NÂº 525, ESQ. PEDRO GARCIA, TERRASUR, ZONA SOPOCACHI"
Feature,entidadesfinancieras.388,Point,-68.12032415,-16.50353664,geom,Banco Nacional de Bolivia S.A.,Cajero Automático,"AV. ARGENTINA NÂº 2046, FRENTE UNIVALLE, ZONA MIRAFLORES"
Feature,entidadesfinancieras.389,Point,-68.14968889,-16.47780278,geom,Banco Nacional de Bolivia S.A.,Cajero Automático,"AV. CHACALTAYA NÂº 1258, UNIVERSIDAD SALESIANA, ZONA ACHACHICALA"
Feature,entidadesfinancieras.390,Point,-68.12633439,-16.51013659,geom,Banco Nacional de Bolivia S.A.,Cajero Automático,"AV. 20 DE OCTUBRE NÂº 2453, PLAZA ABAROA, ZONA SOPOCACHI"
Feature,entidadesfinancieras.391,Point,-68.13058082,-16.50494438,geom,Banco Nacional de Bolivia S.A.,Cajero Automático,AVENIDA VILLAZON Nº 1957 PLAZA DEL BICENTENARIO (FRENTE MONOBLOCK) ZONA CENTRAL
Feature,entidadesfinancieras.392,Point,-68.12904167,-16.51405833,geom,Banco Nacional de Bolivia S.A.,Cajero Automático,"CALLE VICTOR SANJINES NÂº 2662, PLAZA ESPAÑA, HOTEL ALCALA, ZONA SOPOCACHI"
Feature,entidadesfinancieras.393,Point,-68.09115431,-16.54181837,geom,Banco Nacional de Bolivia S.A.,Cajero Automático,"CALLE 8 NÂº 35, PLAZA HUMBOLT, ZONA CALACOTO"
Feature,entidadesfinancieras.394,Point,-68.13474167,-16.50223611,geom,Banco Nacional de Bolivia S.A.,Cajero Automático,"PLAZA SUCRE NÂº 1483, ZONA SAN PEDRO"
Feature,entidadesfinancieras.395,Point,-68.07278333,-16.54535556,geom,Banco Nacional de Bolivia S.A.,Cajero Automático,"AV. AGUIRRE ACHA NÂº 27, ZONA LOS PINOS"
Feature,entidadesfinancieras.396,Point,-68.08655143,-16.53966897,geom,Banco Nacional de Bolivia S.A.,Cajero Automático,"AV. BALLIVIAN, ESQ. CALLE 13, AUTOMOVIL CLUB BOLIVIANO, ZONA CALACOTO"
Feature,entidadesfinancieras.397,Point,-68.12340889,-16.50993485,geom,Banco Nacional de Bolivia S.A.,Cajero Automático,"AV. ARCE Nº 2529, EDIF. SANTA ISABEL, ZONA SOPOCACHI"
Feature,entidadesfinancieras.398,Point,-68.14051759,-16.4933936,geom,Banco Nacional de Bolivia S.A.,Cajero Automático,"AV. PANDO NÂº 289, ESQ. AMERICA, EDIF. LOZA, ZONA OESTE"
Feature,entidadesfinancieras.399,Point,-68.12140833,-16.50374167,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,AV. SAAVEDRA ESQ. PLAZA SAN MARTIN GASOLINERA SIEMPRE FULL
Feature,entidadesfinancieras.400,Point,-68.07835632,-16.54011625,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,"AV. MONTENEGRO # 1471  CASI ESQ. CALLE 21, SAN MIGUEL"
Feature,entidadesfinancieras.401,Point,-68.08913786,-16.54042018,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,"AV. BALLIVIAN NRO 415 ENTRE CALLE 10 Y CALLE 11 , CALACOTO"
Feature,entidadesfinancieras.402,Point,-68.12031943,-16.47877987,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,AV. LAS AMERICAS S/N ESQ. EX SURTIDOR
Feature,entidadesfinancieras.403,Point,-68.13994015,-16.49618187,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,CALLE ILLAMPU ENTRE SANTA CRUZ Y GRANEROS
Feature,entidadesfinancieras.404,Point,-68.12159722,-16.494725,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,Héroes del Pacifico No. 1424 entre Estados Unidos y Busch
Feature,entidadesfinancieras.405,Point,-68.11671663,-16.49615379,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,"AVENIDA 31 DE OCTUBRE 1536, CRUCE VILLA SAN ANTONIO VILLA COPACABANA"
Feature,entidadesfinancieras.406,Point,-68.07287482,-16.54536295,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,JOSE AGUIRRE ACHA ENTRE CALLE 5 Y CALLE 6 - LIBRERI�A BAGU
Feature,entidadesfinancieras.407,Point,-68.12217222,-16.51130278,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,"Av. Arce 2671 Esq. Gozalvez , Edificio El Paraíso"
Feature,entidadesfinancieras.408,Point,-68.13474899,-16.49749276,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,CALLE MERCADO # 1190 EDIFICIO ELECTRA
Feature,entidadesfinancieras.409,Point,-68.14237827,-16.49324541,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,AV MANCO KAPAC N 373 ESQUINA ISAAC TAMAYO
Feature,entidadesfinancieras.410,Point,-68.12398198,-16.50011437,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,PLAZA DEL ESTADIO ESQ. AV. SAAVEDRA NRO 1716
Feature,entidadesfinancieras.411,Point,-68.14398611,-16.49408611,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,AV. BUENOS AIRES ESQ. HUYUSTUS
Feature,entidadesfinancieras.412,Point,-68.12692385,-16.50994778,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,"PLAZA ABAROA, BELISARIO SALINAS CASI ESQ. 20 DE OCTUBRE, EDIF. TORRE ZAFIRO"
Feature,entidadesfinancieras.413,Point,-68.12958889,-16.50443056,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,Av. Villazón Casi Esq. Federico Zuazo (Interior UMSA PB)
Feature,entidadesfinancieras.414,Point,-68.14315801,-16.49842597,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,"Calle Eloy Salmón No. 820, ZONA GRAN PODER"
Feature,entidadesfinancieras.415,Point,-68.14778605,-16.49551497,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,Calatayud Nro. 950 casi Av. Baptista
Feature,entidadesfinancieras.416,Point,-68.12134574,-16.50140276,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,"C/ Díaz Romero Esq. Gamarra y Av. Busch , MIRAFLORES"
Feature,entidadesfinancieras.417,Point,-68.07821667,-16.53913889,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,"Av Ballivian esq. Calle 21 de Calacoto No. 1426, SAN MIGUEL"
Feature,entidadesfinancieras.418,Point,-68.12415021,-16.4989882,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,PLAZA TEJADA SORZANO (STADIUM) CASI ESQ. AV. SAAVEDRA (RADIO CLUB)
Feature,entidadesfinancieras.419,Point,-68.13552998,-16.50211605,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,"PLAZA SUCRE C. COLOMBIA # 340 ENTRE CAÑADA STRONGEST Y GRAL. GONZALES, ZONA SAN PEDRO"
Feature,entidadesfinancieras.420,Point,-68.12070575,-16.47946784,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,Av. De las Americas S/N Esq. Puente Villa Ex Fabrica de Chocolates Corona
Feature,entidadesfinancieras.421,Point,-68.12130556,-16.50140833,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,C/ Díaz Romero Esq. Gamarra y Av. Busch
Feature,entidadesfinancieras.422,Point,-68.13308396,-16.50159988,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,Av. 16 de Julio Nº1544 lado Edif. 16 de Julio
Feature,entidadesfinancieras.423,Point,-68.13308396,-16.50159988,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,Av. 16 de Julio Nº1544 lado Edif. 16 de Julio
Feature,entidadesfinancieras.424,Point,-68.12790847,-16.5105241,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,Av. Sanchez Lima Nº2362 (Supermercado Fidalga)
Feature,entidadesfinancieras.425,Point,-68.13599744,-16.49578932,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,"Calle Potosi Nº920, Esq. Genaro Sanjinez (Hotel Presidente)"
Feature,entidadesfinancieras.426,Point,-68.13599744,-16.49578932,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,"Calle Potosi Nº920, Esq. Genaro Sanjinez (Hotel Presidente)"
Feature,entidadesfinancieras.427,Point,-68.14105771,-16.4880793,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,AV. PERU NRO 291 SOBRE TERMINAL DE BUSES
Feature,entidadesfinancieras.428,Point,-68.13083056,-16.50400556,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,PLAZA DEL ESTUDIANTE CASI ESQ. BATALLON COLORADOS # 1907
Feature,entidadesfinancieras.429,Point,-68.1370212,-16.49326916,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,AV. MONTES Nº 741 CASI PLAZA PEREZ VELASCO
Feature,entidadesfinancieras.430,Point,-68.13291785,-16.49962322,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,AV. CAMACHO  NO 1448 ENTRE LOAYZA Y CALLE BUENO
Feature,entidadesfinancieras.431,Point,-68.13552998,-16.50211605,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,"PLAZA SUCRE, C. COLOMBIA  # 340 ENTRE CAÑADA STRONGEST Y GRAL. GONZALES - ZONA SAN PEDRO"
Feature,entidadesfinancieras.432,Point,-68.1357641,-16.50892254,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,PLAZA EL CONDOR  ESQUINA LANDAETA
Feature,entidadesfinancieras.433,Point,-68.1359628,-16.49482205,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,CALLE COMERCIO Nº 866 ENTRE PEREZ VELASCO Y GENARO SANJINES
Feature,entidadesfinancieras.434,Point,-68.14478435,-16.49534158,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,AV. TUMUSLA Nº 734 CASI ESQ. AV. BUENOS AIRES ZONA 14 DE SEPTIEMBRE
Feature,entidadesfinancieras.435,Point,-68.12967205,-16.509197,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,CALLE FERNANDO GUACHALLA ENTRE ECUADOR Y SA�NCHEZ LIMA EDIF. SAN ANTONIO (FRENTE MERCADO SOPOCACHI)
Feature,entidadesfinancieras.436,Point,-68.13427745,-16.49775135,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,CALLE AYACUCHO CASI ESQ. MERCADO
Feature,entidadesfinancieras.437,Point,-68.12450627,-16.50969043,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,"PLAZA ISABEL LA CATOLICA  , AV. ARCE ESQ. PEDRO SALAZAR"
Feature,entidadesfinancieras.438,Point,-68.13432202,-16.49776206,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,CALLE AYACUCHO CASI ESQ. MERCADO
Feature,entidadesfinancieras.439,Point,-68.13430524,-16.49774572,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,CALLE AYACUCHO CASI ESQ. MERCADO
Feature,entidadesfinancieras.440,Point,-68.10707222,-16.52663333,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,"AV- HERNANDO SILES NRO 5593 CASI CALLE 10 OBRAJES, EDIFICIO TUNUPA LOCAL 2,"
Feature,entidadesfinancieras.441,Point,-68.07327979,-16.5304605,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,CALLE 16 NRO 8 FRENTE AL MERCADO ACHUMANI
Feature,entidadesfinancieras.442,Point,-68.08800458,-16.5243679,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,AV. OVANDO CANDIA ESQ. CALLE 6 FRENTE PLAZUELA DEL MERCADO IRPAVI
Feature,entidadesfinancieras.443,Point,-68.07327979,-16.5304605,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,Calle 16 Nº 8 frente al Mercado Achumani
Feature,entidadesfinancieras.444,Point,-68.12896386,-16.51460219,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,"PLAZA ESPAÑA , AV. ECUADOR S/N ENTRE MENDEZ ARCOS Y QUINTIN BARRIOS"
Feature,entidadesfinancieras.445,Point,-68.12070575,-16.47946784,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,"AV. DE LAS AMERICAS S/N CASI  ESQ. PUENTE VILLA, EX FABRICA DE CHOCOLATES CORONA, VILLA FATIMA"
Feature,entidadesfinancieras.446,Point,-68.11965,-16.47771944,geom,Banco Nacional de Bolivia S.A.,Cajero Automático,"AV. DE LAS AMERICAS Nº 396, ZONA VILLA FATIMA"
Feature,entidadesfinancieras.447,Point,-68.07315227,-16.53063731,geom,Banco Nacional de Bolivia S.A.,Cajero Automático,"CALLE 16, Nº 5,(FRENTE AL MERCADO DE ACHUMANI) - ZONA ACHUMANI"
Feature,entidadesfinancieras.448,Point,-68.12038019,-16.49597549,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,C. CUBA ESQ. AV. BRASIL EDIF. MERCEDES Z. MIRAFLORES
Feature,entidadesfinancieras.449,Point,-68.10214395,-16.52962247,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,AV. HERNANDO SILES ESQ. C. 16 DE OBRAJES
Feature,entidadesfinancieras.450,Point,-68.14028056,-16.49338889,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,AV. AMERICA CASI ESQ. PANDO
Feature,entidadesfinancieras.451,Point,-68.14115278,-16.48868056,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,Terminal de Buses La Paz
Feature,entidadesfinancieras.452,Point,-68.08699444,-16.53195556,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,Av. Rafael Pabón S/N Ag. Megacenter
Feature,entidadesfinancieras.453,Point,-68.13474892,-16.49750902,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,CALLE MERCADO # 1190 EDIFICIO ELECTRA
Feature,entidadesfinancieras.454,Point,-68.12415021,-16.4989882,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,PLAZA TEJADA SORZANO (STADIUM) CASI ESQ. AV. SAAVEDRA
Feature,entidadesfinancieras.455,Point,-68.07821667,-16.53913889,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,"AV. BALLIVI�AN # 1426 ESQ. CALLE 21 DE CALACOTO , SAN MIGUEL"
Feature,entidadesfinancieras.456,Point,-68.144392,-16.49548823,geom,Banco Nacional de Bolivia S.A.,Cajero Automático,"CALLE TUMUSLA NÂº 705, ESQ. BUENOS AIRES, AGENCIA BNB, ZONA 14 DE SEPTIEMBRE"
Feature,entidadesfinancieras.457,Point,-68.08390046,-16.53893625,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,AV. BALLIVIAN NO 939 (RESTAURANT LA CAMPANA)
Feature,entidadesfinancieras.458,Point,-68.10612306,-16.52346765,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,"AV. DEL MAESTRO Nº 820, ZONA ALTO OBRAJES"
Feature,entidadesfinancieras.459,Point,-68.13975545,-16.51516952,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,C. JAIME ZUDAÑES ESQ. JAIMES FREYRE S/N
Feature,entidadesfinancieras.460,Point,-68.0764307,-16.54578436,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,CALLE 21 DE CALACOTO Nº 8511
Feature,entidadesfinancieras.461,Point,-68.07038306,-16.54557758,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,"AV. JOSE MARIA ACHA FRENTE A CALLE 25 FRENTE A LA CALLE LOS PINOS
"
Feature,entidadesfinancieras.462,Point,-68.06354083,-16.52131326,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,CALLE 29 A Nº 110 ACHUMANI
Feature,entidadesfinancieras.463,Point,-68.13817693,-16.501542,geom,Banco Mercantil Santa Cruz S.A.,Cajero Automático,CALLE ZOILO FLORES Nº1209 SAN PEDRO
Feature,entidadesfinancieras.464,Point,-68.13355876,-16.49823106,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Calle Colon esq. Mercado Nº1308
Feature,entidadesfinancieras.465,Point,-68.13353191,-16.49824674,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Calle Colon esq. Mercado Nº1308
Feature,entidadesfinancieras.466,Point,-68.13463639,-16.49853829,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,"Av. Camacho No.1223, Edif. Krsul PB.
"
Feature,entidadesfinancieras.467,Point,-68.1407158,-16.49335271,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,"Av. América esq. Av. Pando, Edif. Loza No.289"
Feature,entidadesfinancieras.468,Point,-68.14408032,-16.49671098,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,"Calle Max Paredes esq. Buenos Aires S/N - Sub Alcaldía Rosario
"
Feature,entidadesfinancieras.469,Point,-68.13830833,-16.50163056,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,"Calle Zoilo Flores esq. Riobamba No.1209
"
Feature,entidadesfinancieras.470,Point,-68.121375,-16.48043333,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Av. Tejada Sorzano Nº 250 - Villa Fatima
Feature,entidadesfinancieras.471,Point,-68.10715278,-16.52687222,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Av. Hernando Siles s/n esq. Calle 10 - Obrajes
Feature,entidadesfinancieras.472,Point,-68.10715278,-16.52687222,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Av. Hernando Siles s/n esq. Calle 10 - Obrajes
Feature,entidadesfinancieras.473,Point,-68.13593721,-16.49582757,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,"Calle Potosí esq. Jenaro Sanjines 
Nº920 Edif. Hotel Presidente"
Feature,entidadesfinancieras.474,Point,-68.07436899,-16.54026269,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,"Av. Juan Muñoz Reyes No.1300 casi esq. Calle 24, frente a las oficinas de CONCRETEC y al lado de las oficinas de FEMCO"
Feature,entidadesfinancieras.475,Point,-68.09090159,-16.54596187,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,"Av. Arequipa casi esq. Costanerita No.8406 - La Florida
"
Feature,entidadesfinancieras.476,Point,-68.08700639,-16.52460901,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Calle Altamirano esq. Calle 6 #6593 - Zona Irpavi
Feature,entidadesfinancieras.477,Point,-68.07528007,-16.53484837,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Av. García Lanza No.100 esq. Calle 10 - Achumani
Feature,entidadesfinancieras.478,Point,-68.10239839,-16.52950582,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Av. Hernando Siles casi esq. Calle 16 (Licorería Oasis) - Obrajes
Feature,entidadesfinancieras.479,Point,-68.12030475,-16.5060753,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Av. Saavedra No.2204 frente a la Iglesia Remedios - Zona Miraflores
Feature,entidadesfinancieras.480,Point,-68.14419549,-16.4938917,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Av. Buenos Aires esq. Uyustus
Feature,entidadesfinancieras.481,Point,-68.12846893,-16.49748321,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,"Calle Yungas esq. Francisco Monroy No.932 (diagonal al Mercado Yungas)
"
Feature,entidadesfinancieras.482,Point,-68.08147431,-16.53860152,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,"Av. Ballivián entre Calles 17 y 18 - Calacoto
"
Feature,entidadesfinancieras.483,Point,-68.13493895,-16.49526036,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Calle Comercio esq. Yanacocha
Feature,entidadesfinancieras.484,Point,-68.12071111,-16.50375556,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,"Av. Busch esquina Calle Nicaragua Nº1409 - Frente a la Gasolinera
"
Feature,entidadesfinancieras.485,Point,-68.08380602,-16.53892236,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Av. Ballivián casi esq. Calle 15 (Pizzería Casa Nostra) - Calacoto
Feature,entidadesfinancieras.486,Point,-68.06972048,-16.54549538,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,"Av. José Aguirre Achá S/N - Hipermaxi Los Pinos (a media cuadra del Círculo Aeronáutico)
"
Feature,entidadesfinancieras.487,Point,-68.11854678,-16.49997233,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,"Av. Argentina No.1810 esq. José Gutiérrez y Rep. Dominicana - Miraflores
"
Feature,entidadesfinancieras.488,Point,-68.07327701,-16.53044939,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Calle 16 frente Mercado Achumani
Feature,entidadesfinancieras.489,Point,-68.08664444,-16.53261111,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Av. Rafael Pabón S/N (Mega Center) - Irpavi
Feature,entidadesfinancieras.490,Point,-68.121375,-16.48043333,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,"Av. Tejada Sorzano Nº 250 - Villa Fatima
"
Feature,entidadesfinancieras.491,Point,-68.13530556,-16.50193889,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Calle Colombia esq. Ex Yacuma - Plaza San Pedro
Feature,entidadesfinancieras.492,Point,-68.13890295,-16.49774051,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Calle Sagárnaga No.383 entre Illampu y Linares
Feature,entidadesfinancieras.493,Point,-68.13941111,-16.49726944,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Calle Illampu No.859 Edif. Limpieza Finesse
Feature,entidadesfinancieras.494,Point,-68.13489589,-16.4988514,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,"Av. Mariscal Santa Cruz, Farmacias Bolivia frente a Correos"
Feature,entidadesfinancieras.495,Point,-68.07671291,-16.54451337,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Calle 21 esq. José Aguirre Achá
Feature,entidadesfinancieras.496,Point,-68.13304722,-16.50079722,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Av. 16 de Julio No.1473 - El Prado
Feature,entidadesfinancieras.497,Point,-68.14070191,-16.49333882,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Av. América esq. Pando Edif. Saiduni
Feature,entidadesfinancieras.498,Point,-68.12897826,-16.51455774,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Calle Mendes Arcos No.710 - Plaza España
Feature,entidadesfinancieras.499,Point,-68.12436332,-16.4988588,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Av. Saavedra No.1680 entre Plaza Uyuni y Plaza del Stadium
Feature,entidadesfinancieras.500,Point,-68.07799192,-16.53998294,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Calle 21 esq. Av. Montenegro - San Miguel
Feature,entidadesfinancieras.501,Point,-68.07799192,-16.53998294,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Calle 21 esq. Av. Montenegro - San Miguel
Feature,entidadesfinancieras.502,Point,-68.1229801,-16.5011345,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Av. Saavedra No.1845
Feature,entidadesfinancieras.503,Point,-68.1229801,-16.5011345,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Av. Saavedra No.1845
Feature,entidadesfinancieras.504,Point,-68.12181604,-16.51175315,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Av. Arce esq. Campos
Feature,entidadesfinancieras.505,Point,-68.13493895,-16.49526036,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Calle Comercio esq. Yanacocha
Feature,entidadesfinancieras.506,Point,-68.12735789,-16.50912181,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Av. 20 de Octubre Edif. Mechita
Feature,entidadesfinancieras.507,Point,-68.12735789,-16.50912181,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Av. 20 de Octubre Edif. Mechita
Feature,entidadesfinancieras.508,Point,-68.07327701,-16.53044939,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Calle 16 frente Mercado Achumani
Feature,entidadesfinancieras.509,Point,-68.13206759,-16.50297973,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Av. 16 de Julio No.1732 - El Prado
Feature,entidadesfinancieras.510,Point,-68.13206759,-16.50297973,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Av. 16 de Julio No.1732 - El Prado
Feature,entidadesfinancieras.511,Point,-68.12939444,-16.50605833,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,Av. 6 de Agosto No.2048
Feature,entidadesfinancieras.512,Point,-68.14480281,-16.49556349,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,"Av. Tumusla No.753. Entre Av. Buenos Aires y Garita de Lima.
"
Feature,entidadesfinancieras.513,Point,-68.12083056,-16.49469167,geom,Banco de Crédito de Bolivia S.A.,Cajero Automático,"Av. Brasil esq. San Salvador - Monumento Busch
"
