type,id,geometry/type,geometry/coordinates/0,geometry/coordinates/1,geometry_name,properties/objectid,properties/featureid,properties/TextString,properties/nombalfa,properties/alias,properties/zona,properties/tipovia,properties/om,properties/descripcion
Feature,ubicacionvias2.3600,Point,-68.12899903,-16.50522081,geom,578,17490,Goitia,Goitia,Goitia,San Jorge,c., ,c. Goitia (San Jorge)
Feature,ubicacionvias2.3601,Point,-68.13221356,-16.49200429,geom,2238,17494,Segundo Crucero,Segundo Crucero,Segundo Crucero,Zona Norte,pje., ,pje. Segundo Crucero (Zona Norte)
Feature,ubicacionvias2.3602,Point,-68.13287966,-16.49136169,geom,11244,17494,Calama,Segundo Crucero,Segundo Crucero,Zona Norte,pje., ,pje. Segundo Crucero (Zona Norte)
Feature,ubicacionvias2.3603,Point,-68.13346713,-16.49224803,geom,187,17496,Catacora,Catacora,Catacora,Zona Norte,c., ,c. Catacora (Zona Norte)
Feature,ubicacionvias2.3604,Point,-68.12961906,-16.4984754,geom,224,17497,Illimani,Illimani,Illimani,Santa Barbara,av., ,av. Illimani (Santa Barbara)
Feature,ubicacionvias2.3605,Point,-68.14606104,-16.49693166,geom,7849,17498,Sr. de la Exaltación,Sr. de la Exaltación,Sr. de la Exaltación,14 de Septiembre,c., ,c. Sr. de la Exaltación (14 de Septiembre)
Feature,ubicacionvias2.3606,Point,-68.14514247,-16.49777379,geom,1401,17499,"Tarapacá, Batalla de","Tarapacá, Batalla de",Batalla de Tarapacá,14 de Septiembre,c., ,c. Batalla de Tarapacá (14 de Septiembre)
Feature,ubicacionvias2.3607,Point,-68.12644942,-16.49550037,geom,537,17507,"Morales, Néstor","Morales, Néstor",Néstor Morales,San Juan,c., ,c. Néstor Morales (San Juan)
Feature,ubicacionvias2.3608,Point,-68.13762138,-16.49237633,geom,10407,17514,"Montes, Ismael","Montes, Ismael",Ismael Montes,San Sebastián,av., ,av. Ismael Montes (San Sebastián)
Feature,ubicacionvias2.3609,Point,-68.1297236,-16.49342547,geom,8070,17516,"Berrios, G.","Berrios, Gaspar",Gaspar Berrios,Villa Pabón,c., ,c. Gaspar Berrios (Villa Pabón)
Feature,ubicacionvias2.3610,Point,-68.12622484,-16.4905099,geom,10808,17520,Álvarez Plata,Álvarez Plata,Álvarez Plata,San Juan,c., ,c. Álvarez Plata (San Juan)
Feature,ubicacionvias2.3611,Point,-68.12575586,-16.49120627,geom,436,17520,Álvarez Plata,Álvarez Plata,Álvarez Plata,San Juan,c., ,c. Álvarez Plata (San Juan)
Feature,ubicacionvias2.3612,Point,-68.11686982,-16.50431953,geom,1625,17532,"Palacios, Natalia","Palacios, Natalia",Natalia Palacios,Miraflores Sur,c., ,c. Natalia Palacios (Miraflores Sur)
Feature,ubicacionvias2.3613,Point,-68.11679204,-16.5022001,geom,1114,17537,"Mariaca Pando, Julio","Mariaca Pando, Julio",Julio Mariaca Pando,Miraflores,c., ,c. Julio Mariaca Pando (Miraflores)
Feature,ubicacionvias2.3614,Point,-68.12096157,-16.50046123,geom,203,17546,"Busch, Germán","Busch, Germán",Germán Busch,Miraflores,av., ,av. Germán Busch (Miraflores)
Feature,ubicacionvias2.3615,Point,-68.10301741,-16.50476171,geom,3485,17558,C. 2,2,2,Pampahasi,c., ,c. 2 (Pampahasi)
Feature,ubicacionvias2.3616,Point,-68.10281544,-16.50529723,geom,3154,17560,Illampu,Illampu,Illampu,Pampahasi,c., ,c. Illampu (Pampahasi)
Feature,ubicacionvias2.3617,Point,-68.10234387,-16.50518216,geom,7415,17561,C. 3,3,3,Pampahasi,c., ,c. 3 (Pampahasi)
Feature,ubicacionvias2.3618,Point,-68.1033706,-16.50140966,geom,3864,17562,C. 10,10,10,Pampahasi,c., ,c. 10 (Pampahasi)
Feature,ubicacionvias2.3619,Point,-68.10295887,-16.49897862,geom,3355,17569,C. 5,5,5,Pampahasi,c., ,c. 5 (Pampahasi)
Feature,ubicacionvias2.3620,Point,-68.10158135,-16.49844578,geom,2197,17573,C. 15,15,15,Pampahasi,c., ,c. 15 (Pampahasi)
Feature,ubicacionvias2.3621,Point,-68.10281699,-16.49846236,geom,3716,17581,C. 12,12,12,Pampahasi,c., ,c. 12 (Pampahasi)
Feature,ubicacionvias2.3622,Point,-68.102417,-16.49849662,geom,227,17583,C. 13,13,13,Pampahasi,c., ,c. 13 (Pampahasi)
Feature,ubicacionvias2.3623,Point,-68.10203729,-16.49842414,geom,260,17585,Cj. 14,14,14,Pampahasi,cj., ,cj. 14 (Pampahasi)
Feature,ubicacionvias2.3624,Point,-68.10198013,-16.49705163,geom,11617,17587,C. 1,1,1,Pampahasi,c., ,c. 1 (Pampahasi)
Feature,ubicacionvias2.3625,Point,-68.10851969,-16.49450625,geom,3803,17590,C. 4,4,4,San Antonio,c., ,c. 4 (San Antonio)
Feature,ubicacionvias2.3626,Point,-68.10553344,-16.49259815,geom,3562,17593,C. H,H,H,Pampahasi,c., ,c. H (Pampahasi)
Feature,ubicacionvias2.4522,Point,-68.10279427,-16.56454165,geom,3797,20916,C. B,B,B,Mallasilla,c., ,c. B (Mallasilla)
Feature,ubicacionvias2.3627,Point,-68.12160713,-16.50085559,geom,8019,17602,"Gamarra, Genaro","Gamarra, Genaro",Genaro Gamarra,Miraflores,c., ,c. Genaro Gamarra (Miraflores)
Feature,ubicacionvias2.3628,Point,-68.11998382,-16.50263765,geom,8289,17603,"Villalobos, Rosendo","Villalobos, Rosendo",Rosendo Villalobos,Miraflores Sur,c., ,c. Rosendo Villalobos (Miraflores Sur)
Feature,ubicacionvias2.3629,Point,-68.103275,-16.49411734,geom,3637,17624,C. O,O,O,Pampahasi,c., ,c. O (Pampahasi)
Feature,ubicacionvias2.3630,Point,-68.10547132,-16.49502441,geom,59,17633,C. T,T,T,Pampahasi,c., ,c. T (Pampahasi)
Feature,ubicacionvias2.3631,Point,-68.10389583,-16.49242772,geom,675,17648,C. Ñ,Ñ,Ñ,Pampahasi,c., ,c. Ñ (Pampahasi)
Feature,ubicacionvias2.3632,Point,-68.10386786,-16.49325921,geom,7257,17651,C. D,D,D,Pampahasi,c., ,c. D (Pampahasi)
Feature,ubicacionvias2.3633,Point,-68.1035815,-16.49365624,geom,3581,17652,C. B,B,B,Pampahasi,c., ,c. B (Pampahasi)
Feature,ubicacionvias2.3634,Point,-68.10433449,-16.49324134,geom,2620,17654,C. C,C,C,Pampahasi,c., ,c. C (Pampahasi)
Feature,ubicacionvias2.3635,Point,-68.10367535,-16.49454619,geom,2727,17656,C. P,P,P,Pampahasi,c., ,c. P (Pampahasi)
Feature,ubicacionvias2.3636,Point,-68.10320891,-16.49456811,geom,511,17659,C. S,S,S,Pampahasi,c., ,c. S (Pampahasi)
Feature,ubicacionvias2.3637,Point,-68.10412651,-16.49835664,geom,8840,17660,C. 9,9,9,Pampahasi,c., ,c. 9 (Pampahasi)
Feature,ubicacionvias2.3638,Point,-68.1037901,-16.49838629,geom,2219,17662,C. 4,4,4,Pampahasi,c., ,c. 4 (Pampahasi)
Feature,ubicacionvias2.3639,Point,-68.11128064,-16.50508313,geom,691,17664,"Pagador, Sebastián","Pagador, Sebastián",Sebastián Pagador,San Antonio,c., ,c. Sebastián Pagador (San Antonio)
Feature,ubicacionvias2.3640,Point,-68.10955579,-16.49446735,geom,2495,17672,C. 2,2,2,San Antonio,c., ,c. 2 (San Antonio)
Feature,ubicacionvias2.3641,Point,-68.10557642,-16.4914949,geom,2729,17673,C. F,F,F,Pampahasi,c., ,c. F (Pampahasi)
Feature,ubicacionvias2.3642,Point,-68.11489751,-16.49522858,geom,517,17680,"Arce, Esteban","Arce, Esteban",Esteban Arce,San Antonio,av., ,av. Esteban Arce (San Antonio)
Feature,ubicacionvias2.3643,Point,-68.11329982,-16.49549729,geom,11614,17682,"Arce, Esteban","Antezana, Mariano",Mariano Antezana,San Antonio,c., ,c. Mariano Antezana (San Antonio)
Feature,ubicacionvias2.3644,Point,-68.1134597,-16.49585282,geom,7952,17682,"Antezana, M.","Antezana, Mariano",Mariano Antezana,San Antonio,c., ,c. Mariano Antezana (San Antonio)
Feature,ubicacionvias2.3645,Point,-68.11399347,-16.4963779,geom,548,17683,"Hinojosa, Roberto","Hinojosa, Roberto",Roberto Hinojosa,San Antonio,c., ,c. Roberto Hinojosa (San Antonio)
Feature,ubicacionvias2.3646,Point,-68.11305631,-16.49705843,geom,2542,17686,"Salmón, Raúl","Salmón, Raúl",Raúl Salmón,San Antonio,c., ,c. Raúl Salmón (San Antonio)
Feature,ubicacionvias2.3647,Point,-68.11494032,-16.49838552,geom,7478,17694,C. 4,4,4,San Antonio,c., ,c. 4 (San Antonio)
Feature,ubicacionvias2.3648,Point,-68.11199754,-16.49967955,geom,7312,17703,C. 8,8,8,San Antonio,c., ,c. 8 (San Antonio)
Feature,ubicacionvias2.3649,Point,-68.11118039,-16.50040588,geom,2738,17708,"Tamayo, Franz","Tamayo, Franz",Franz Tamayo,San Antonio,c., ,c. Franz Tamayo (San Antonio)
Feature,ubicacionvias2.3650,Point,-68.11022603,-16.50048254,geom,1052,17709,Cj. G,G,G,San Antonio,cj., ,cj. G (San Antonio)
Feature,ubicacionvias2.3651,Point,-68.1137096,-16.49874866,geom,880,17714,31 de Octubre,31 de Octubre,Prol. 31 de Octubre,San Antonio,av., ,av. Prol. 31 de Octubre (San Antonio)
Feature,ubicacionvias2.3652,Point,-68.10958594,-16.49891592,geom,2305,17715,C. 2,2,2,San Antonio,c., ,c. 2 (San Antonio)
Feature,ubicacionvias2.3653,Point,-68.10796545,-16.49838678,geom,7619,17731,29 de Abril,29 de Abril,29 de Abril,San Antonio,c., ,c. 29 de Abril (San Antonio)
Feature,ubicacionvias2.3654,Point,-68.11463208,-16.49918679,geom,3313,17735,Cj. 4,4,4,San Antonio,cj., ,cj. 4 (San Antonio)
Feature,ubicacionvias2.3655,Point,-68.10866572,-16.49810991,geom,8629,17740,"Bolívar, S.","Bolívar, Simón",Simón Bolívar,San Antonio,c., ,c. Simón Bolívar (San Antonio)
Feature,ubicacionvias2.3656,Point,-68.10942661,-16.49824259,geom,8866,17742,"Zepita, Mcal. de","Zepita, Mcal. de",Mcal. de Zepita,San Antonio,c., ,c. Mcal. de Zepita (San Antonio)
Feature,ubicacionvias2.3657,Point,-68.107582,-16.49567585,geom,997,17745,18 de Mayo,18 de Mayo,18 de Mayo,San Antonio,c., ,c. 18 de Mayo (San Antonio)
Feature,ubicacionvias2.3659,Point,-68.11701139,-16.49455851,geom,1504,17762,"Yupanqui, Tito","Yupanqui, Tito",Tito Yupanqui,Villa Copacabana,av., ,av. Tito Yupanqui (Villa Copacabana)
Feature,ubicacionvias2.3660,Point,-68.117517,-16.49469088,geom,1503,17765,Martinez Lara,Martinez Lara,Martinez Lara,Villa Copacabana,c., ,c. Martinez Lara (Villa Copacabana)
Feature,ubicacionvias2.3661,Point,-68.11551688,-16.49321768,geom,1130,17775,"Valdivia, José","Valdivia, José",José Valdivia,Villa Copacabana,c., ,c. José Valdivia (Villa Copacabana)
Feature,ubicacionvias2.3662,Point,-68.11544508,-16.49380343,geom,8174,17777,"Belzu de Cordova, E.","Belzu de Cordova, Edelmira",Edelmira Belzu de Cordova,Villa Copacabana,c., ,c. Edelmira Belzu de Cordova (Villa Copacabana)
Feature,ubicacionvias2.3663,Point,-68.11249945,-16.49560515,geom,1206,17784,"Pérez, Gregorio","Pérez, Gregorio",Gregorio Pérez,San Antonio,c., ,c. Gregorio Pérez (San Antonio)
Feature,ubicacionvias2.3664,Point,-68.10866438,-16.49277984,geom,7334,17785,C. H,H,H,Escobar Uría,c., ,c. H (Escobar Uría)
Feature,ubicacionvias2.3665,Point,-68.10564216,-16.49447246,geom,467,17788,C. X,X,X,Pampahasi,c., ,c. X (Pampahasi)
Feature,ubicacionvias2.3666,Point,-68.1017749,-16.4949571,geom,7274,17792,Cj. 1,1,1,Pampahasi,cj., ,cj. 1 (Pampahasi)
Feature,ubicacionvias2.3667,Point,-68.10172916,-16.5062461,geom,2786,17796,C. 10,10,10,Pampahasi,c., ,c. 10 (Pampahasi)
Feature,ubicacionvias2.3668,Point,-68.10740694,-16.50514493,geom,1359,17803,Chacobo,Chacobo,Chacobo,Villa Litoral,c., ,c. Chacobo (Villa Litoral)
Feature,ubicacionvias2.3669,Point,-68.1064764,-16.50561668,geom,11611,17805,29 de Sep.,29 de Septiembre,29 de Septiembre,Villa Litoral,c., ,c. 29 de Septiembre (Villa Litoral)
Feature,ubicacionvias2.3670,Point,-68.10710567,-16.50225622,geom,8056,17810,"De Ibáñez, José Alonso","De Ibáñez, José Alonso",José Alonso de Ibáñez,San Antonio,c., ,c. José Alonso de Ibáñez (San Antonio)
Feature,ubicacionvias2.3671,Point,-68.11109695,-16.49127424,geom,3691,17815,C. F,F,F,Escobar Uría,c., ,c. F (Escobar Uría)
Feature,ubicacionvias2.3672,Point,-68.11566963,-16.49927837,geom,2721,17816,Libertad,Libertad,Libertad,San Antonio,pje., ,pje. Libertad (San Antonio)
Feature,ubicacionvias2.3673,Point,-68.10846527,-16.49343129,geom,8807,17817,C. G,G,G,Escobar Uría,c., ,c. G (Escobar Uría)
Feature,ubicacionvias2.5007,Point,-68.13705351,-16.47792744,geom,2851,22246,C. 3,3,3,Vino Tinto,c., ,c. 3 (Vino Tinto)
Feature,ubicacionvias2.3674,Point,-68.11022634,-16.50487043,geom,7379,17818,16 de Jul.,16 de Julio,16 de Julio,San Antonio,cj., ,cj. 16 de Julio (San Antonio)
Feature,ubicacionvias2.3675,Point,-68.10971009,-16.50431192,geom,8875,17819,23 de Mar.,23 de Marzo,23 de Marzo,San Antonio,c., ,c. 23 de Marzo (San Antonio)
Feature,ubicacionvias2.3676,Point,-68.11161083,-16.49526533,geom,8116,17820,"Ortiz, Nicolás","Ortiz, Nicolás",Nicolás Ortiz,San Antonio,c., ,c. Nicolás Ortiz (San Antonio)
Feature,ubicacionvias2.3677,Point,-68.11270761,-16.49455329,geom,1494,17821,"Mercado, Bailón","Mercado, Bailón",Bailón Mercado,San Antonio,c., ,c. Bailón Mercado (San Antonio)
Feature,ubicacionvias2.3678,Point,-68.11336552,-16.50176395,geom,1547,17824,"Palacios, Luis","Palacios, Luis",Luis Palacios,San Antonio,c., ,c. Luis Palacios (San Antonio)
Feature,ubicacionvias2.3679,Point,-68.12249497,-16.50066374,geom,1510,17827,"Cisneros, J.",Cisneros,Cisneros,Miraflores,c., ,c. Cisneros (Miraflores)
Feature,ubicacionvias2.3680,Point,-68.11479019,-16.49677689,geom,815,17831,"Capriles, Juan","Capriles, Juan",Juan Capriles,San Antonio,c., ,c. Juan Capriles (San Antonio)
Feature,ubicacionvias2.3681,Point,-68.1181071,-16.49365068,geom,1595,17833,Lemoine,Lemoine,Lemoine,Villa Copacabana,c., ,c. Lemoine (Villa Copacabana)
Feature,ubicacionvias2.3682,Point,-68.10547563,-16.49648953,geom,8373,17834,Los Pinos,Los Pinos,Los Pinos,Pampahasi,c., ,c. Los Pinos (Pampahasi)
Feature,ubicacionvias2.3683,Point,-68.11266715,-16.5012948,geom,8294,17835,Geranios,Geranios,Los Geranios,San Antonio,c., ,c. Los Geranios (San Antonio)
Feature,ubicacionvias2.3684,Point,-68.11337607,-16.50143108,geom,1036,17837,Las Delicias,Las Delicias,Las Delicias,San Antonio,c., ,c. Las Delicias (San Antonio)
Feature,ubicacionvias2.3685,Point,-68.10886475,-16.49929423,geom,7993,17840,"Mendoza, Rafael","Mendoza, Rafael",Rafael Mendoza,San Antonio,c., ,c. Rafael Mendoza (San Antonio)
Feature,ubicacionvias2.3686,Point,-68.10611247,-16.50220444,geom,1938,17845,"Auxiliadora, María","Auxiliadora, María",María Auxiliadora,San Antonio,c., ,c. María Auxiliadora (San Antonio)
Feature,ubicacionvias2.3687,Point,-68.10212537,-16.49341469,geom,3149,17850,C. 3,3,3,Pampahasi,c., ,c. 3 (Pampahasi)
Feature,ubicacionvias2.3688,Point,-68.11839085,-16.49211204,geom,1418,17853,Velasco,Velasco,Velasco,Villa Copacabana,c., ,c. Velasco (Villa Copacabana)
Feature,ubicacionvias2.3689,Point,-68.10064319,-16.49825873,geom,8278,17857,"Ascensio Padilla, M.","Ascensio Padilla, Manuel",Manuel Ascensio Padilla,Pampahasi,c., ,c. Manuel Ascensio Padilla (Pampahasi)
Feature,ubicacionvias2.3690,Point,-68.08327551,-16.49998957,geom,2347,17859,C. C,C,C,Irpavi II,c., ,c. C (Irpavi II)
Feature,ubicacionvias2.3691,Point,-68.08370905,-16.50149742,geom,2856,17863,C. D,D,D,Irpavi II,c., ,c. D (Irpavi II)
Feature,ubicacionvias2.3692,Point,-68.08245898,-16.50234675,geom,2383,17864,C. 4,4,4,Irpavi II,c., ,c. 4 (Irpavi II)
Feature,ubicacionvias2.3693,Point,-68.10097322,-16.49679858,geom,8475,17868,C. 10,10,10,Pampahasi,c., ,c. 10 (Pampahasi)
Feature,ubicacionvias2.3694,Point,-68.10055715,-16.49643992,geom,2437,17870,C. 9,9,9,Pampahasi,c., ,c. 9 (Pampahasi)
Feature,ubicacionvias2.3695,Point,-68.09886915,-16.50579064,geom,2259,17874,C. 3,3,3,Kupini,c., ,c. 3 (Kupini)
Feature,ubicacionvias2.3696,Point,-68.09522388,-16.50573951,geom,3454,17876,C. 4,4,4,Kupini,c., ,c. 4 (Kupini)
Feature,ubicacionvias2.3697,Point,-68.08180746,-16.5047906,geom,7545,17880,Palmeras,Palmeras,Las Palmeras,El Vergel,c., ,c. Las Palmeras (El Vergel)
Feature,ubicacionvias2.3698,Point,-68.0835975,-16.50457026,geom,2391,17885,Jazmines,Jazmines,Los Jazmines,El Vergel,c., ,c. Los Jazmines (El Vergel)
Feature,ubicacionvias2.3699,Point,-68.10949036,-16.51989488,geom,697,17894,C. 2-Q,2-Q,2-Q,Alto Obrajes,c., ,c. 2-Q (Alto Obrajes)
Feature,ubicacionvias2.3700,Point,-68.10742326,-16.51950721,geom,1769,17895,"Pérez Gutiérrez, Raúl","Pérez Gutiérrez, Raúl",Raúl Pérez Gutiérrez,Alto Obrajes,c.,270/2001,c. Raúl Pérez Gutiérrez (Alto Obrajes)
Feature,ubicacionvias2.3701,Point,-68.10759271,-16.51866283,geom,931,17909,C. 2-E,2-E,2-E,Alto Obrajes,c., ,c. 2-E (Alto Obrajes)
Feature,ubicacionvias2.3702,Point,-68.10888779,-16.52160527,geom,1399,17918,C. 2-D,2-D,2-D,Alto Obrajes,c., ,c. 2-D (Alto Obrajes)
Feature,ubicacionvias2.3703,Point,-68.10831081,-16.52102031,geom,7752,17921,"Linares, Octavio","Linares, Octavio",Octavio Linares,Alto Obrajes,c., ,c. Octavio Linares (Alto Obrajes)
Feature,ubicacionvias2.3704,Point,-68.10164331,-16.5222482,geom,1414,17931,"Villanueva, Etelvina","Villanueva, Etelvina",Etelvina Villanueva,Alto Obrajes,c., ,c. Etelvina Villanueva (Alto Obrajes)
Feature,ubicacionvias2.3705,Point,-68.1028287,-16.52099033,geom,1089,17934,"Molina, Julio","Molina, Julio",Julio Molina,Alto Obrajes,c., ,c. Julio Molina (Alto Obrajes)
Feature,ubicacionvias2.3706,Point,-68.10451187,-16.52008991,geom,7940,17940,"Molina, Francisco","Molina, Francisco",Francisco Molina,Alto Obrajes,c., ,c. Francisco Molina (Alto Obrajes)
Feature,ubicacionvias2.3707,Point,-68.1036501,-16.51918272,geom,7595,17943,"Ledezma, Bernabé","Ledezma, Bernabé",Bernabé Ledezma,Alto Obrajes,c., ,c. Bernabé Ledezma (Alto Obrajes)
Feature,ubicacionvias2.3708,Point,-68.10206937,-16.52061956,geom,608,17952,"Aliaga, Enrique","Aliaga, Enrique",Enrique Aliaga,Alto Obrajes,c., ,c. Enrique Aliaga (Alto Obrajes)
Feature,ubicacionvias2.3709,Point,-68.08979319,-16.51998061,geom,3541,17959,C. 2,2,2,Bolognia,c., ,c. 2 (Bolognia)
Feature,ubicacionvias2.3710,Point,-68.09014735,-16.51997816,geom,3376,17960,Pj. 2,2,2,Bolognia,pje., ,pje. 2 (Bolognia)
Feature,ubicacionvias2.3711,Point,-68.08816499,-16.51860483,geom,2558,17962,"Aguirre, Nataniel","Aguirre, Nataniel",Nataniel Aguirre,Irpavi,c., ,c. Nataniel Aguirre (Irpavi)
Feature,ubicacionvias2.3712,Point,-68.10694663,-16.50950962,geom,2103,17969,15 de Mayo,15 de Mayo,15 de Mayo,San Isidro,pje., ,pje. 15 de Mayo (San Isidro)
Feature,ubicacionvias2.3713,Point,-68.09814184,-16.50783354,geom,1842,17970,9 de Septiembre,9 de Septiembre,9 de Septiembre,Kupini,c., ,c. 9 de Septiembre (Kupini)
Feature,ubicacionvias2.3714,Point,-68.09764171,-16.50754595,geom,264,17975,2 de Febrero,2 de Febrero,2 de Febrero,Kupini,c., ,c. 2 de Febrero (Kupini)
Feature,ubicacionvias2.3715,Point,-68.09688007,-16.50778465,geom,925,17976,Hondonada,Hondonada,Hondonada,Kupini,c., ,c. Hondonada (Kupini)
Feature,ubicacionvias2.3716,Point,-68.10399275,-16.50661216,geom,8418,17984,C. 1,1,1,Pampahasi,c., ,c. 1 (Pampahasi)
Feature,ubicacionvias2.3717,Point,-68.10362725,-16.50677173,geom,2658,17986,C. 19,19,19,Pampahasi,c., ,c. 19 (Pampahasi)
Feature,ubicacionvias2.3718,Point,-68.10413602,-16.50714438,geom,3792,17987,C. 7,7,7,Pampahasi,c., ,c. 7 (Pampahasi)
Feature,ubicacionvias2.3719,Point,-68.11012196,-16.52087064,geom,3623,17989,Costanera,Costanera,Costanera,Alto Obrajes,av., ,av. Costanera (Alto Obrajes)
Feature,ubicacionvias2.3720,Point,-68.10868423,-16.52076543,geom,7667,17992,"Gordat, José","Gordat, José",José Gordat,Alto Obrajes,c., ,c. José Gordat (Alto Obrajes)
Feature,ubicacionvias2.3721,Point,-68.10554196,-16.51880399,geom,928,17993,C. 1-S,1-S,1-S,Alto Obrajes,c., ,c. 1-S (Alto Obrajes)
Feature,ubicacionvias2.3722,Point,-68.10777069,-16.5092763,geom,8397,17997,Antofagasta,Antofagasta,Antofagasta,San Isidro,pje., ,pje. Antofagasta (San Isidro)
Feature,ubicacionvias2.3723,Point,-68.10437729,-16.5094707,geom,2021,18006,21 de Septiembre,21 de Septiembre,21 de Septiembre,San Isidro,c., ,c. 21 de Septiembre (San Isidro)
Feature,ubicacionvias2.3724,Point,-68.1092021,-16.50936938,geom,7347,18008,C. 5,5,5,Villa Armonía,c., ,c. 5 (Villa Armonía)
Feature,ubicacionvias2.3725,Point,-68.11120053,-16.51536731,geom,2300,18017,C. 6,6,6,Cuarto Centenario,c., ,c. 6 (Cuarto Centenario)
Feature,ubicacionvias2.3726,Point,-68.11004101,-16.50746611,geom,7414,18018,C. 1,1,1,Villa Armonía,c., ,c. 1 (Villa Armonía)
Feature,ubicacionvias2.3727,Point,-68.09865734,-16.50886902,geom,584,18019,"Escobar Uría, Armando","Escobar Uría, Armando",Armando Escobar Uría,Kupini,av., ,av. Armando Escobar Uría (Kupini)
Feature,ubicacionvias2.3728,Point,-68.10431392,-16.51845475,geom,521,18021,Entre Ríos,Entre Ríos,Entre Ríos,Alto Obrajes,c., ,c. Entre Ríos (Alto Obrajes)
Feature,ubicacionvias2.3729,Point,-68.09523068,-16.50834312,geom,1700,18022,Estrella,Estrella,Estrella,Kupini,c., ,c. Estrella (Kupini)
Feature,ubicacionvias2.3730,Point,-68.09586508,-16.50748177,geom,1443,18023,Neptuno,Neptuno,Neptuno,Kupini,c., ,c. Neptuno (Kupini)
Feature,ubicacionvias2.3731,Point,-68.10623662,-16.51776804,geom,1103,18026,C. 4-S,4-S,4-S,Alto Obrajes,c., ,c. 4-S (Alto Obrajes)
Feature,ubicacionvias2.3732,Point,-68.10570355,-16.51814833,geom,730,18028,C. 3-S,3-S,3-S,Alto Obrajes,c., ,c. 3-S (Alto Obrajes)
Feature,ubicacionvias2.3733,Point,-68.10661679,-16.51853589,geom,8715,18030,Gran Bretaña,Gran Bretaña,Gran Bretaña,Alto Obrajes,av., ,av. Gran Bretaña (Alto Obrajes)
Feature,ubicacionvias2.3734,Point,-68.10516347,-16.51000988,geom,1869,18037,"Apaza, Julián ","Apaza, Julián",Julián Apaza,San Isidro,c., ,c. Julián Apaza (San Isidro)
Feature,ubicacionvias2.3735,Point,-68.10499887,-16.5105614,geom,7865,18038,"Arandia, Guillermo","Arandia, Guillermo",Guillermo Arandia,San Isidro,c., ,c. Guillermo Arandia (San Isidro)
Feature,ubicacionvias2.3736,Point,-68.10128242,-16.52087832,geom,748,18039,C. 1-K,1-K,1-K,Alto Obrajes,c., ,c. 1-K (Alto Obrajes)
Feature,ubicacionvias2.3737,Point,-68.12818252,-16.51936124,geom,780,18047,"Cruz, Benjo","Cruz, Benjo",Benjo Cruz,Sopocachi Bajo,c., ,c. Benjo Cruz (Sopocachi Bajo)
Feature,ubicacionvias2.3738,Point,-68.13125762,-16.51265822,geom,114,18078,"Gutiérrez, Rosendo","Gutiérrez, Rosendo",Rosendo Gutiérrez,Sopocachi Alto,c., ,c. Rosendo Gutiérrez (Sopocachi Alto)
Feature,ubicacionvias2.3739,Point,-68.13394653,-16.51679924,geom,12884,18078,"Gutiérrez, Rosendo","Gutiérrez, Rosendo",Rosendo Gutiérrez,8 de Diciembre,c., ,c. Rosendo Gutiérrez (8 de Diciembre)
Feature,ubicacionvias2.3740,Point,-68.12756087,-16.50892854,geom,12885,18078,"Gutiérrez, Rosendo","Gutiérrez, Rosendo",Rosendo Gutiérrez,Sopocachi,c., ,c. Rosendo Gutiérrez (Sopocachi)
Feature,ubicacionvias2.3741,Point,-68.12737378,-16.51051287,geom,152,18079,"Salinas, Belisario","Salinas, Belisario",Belisario Salinas,Sopocachi,c., ,c. Belisario Salinas (Sopocachi)
