type,id,geometry,geometry_name,properties/Nombre,properties/Direccion,properties/Zona,properties/Tipo,properties/ActividadEconomica,properties/MacroDistrito,properties/DistritoChar,properties/distrito,properties/owner,properties/usuario,properties/fechaActual,properties/observaciones,geometry/type,geometry/coordinates/0,geometry/coordinates/1
Feature,agenciasviajes.120,,geom,Cosmos Travel and Services S.R.L.,C. Juan Loza #120,MIRAFLORES,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 2,2,,brenda.zuniga,2016-06-07T23:24:32.223Z,,,,
Feature,agenciasviajes.121,,geom,Betour S.R.L.,Av. Mariscal Santa Cruz #1392,SAN PEDRO BAJO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,6,,brenda.zuniga,2016-06-07T23:25:18.843Z,,,,
Feature,agenciasviajes.122,,geom,Ollantay Travel Tour Operator & Travel Agency S.R.L.,C. Illampu #745,ROSARIO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-07T23:27:40.700Z,,,,
Feature,agenciasviajes.123,,geom,Red Cap,C. Linares #940 Galería Pachamama,ROSARIO(COTAHUMA),Comercio y Servicios,ACT.AGENCIAS DE VIAJES Y ASISTENCIA A TURISTAS NCP,COTAHUMA,DISTRITO 6,6,,brenda.zuniga,2016-06-07T23:38:06.750Z,,Point,-68.13795144,-16.49811235
Feature,agenciasviajes.124,,geom,San Jose S.R.L.,C. Mercado Edif.  Mariscal Ballivian #1328,CENTRAL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-07T23:49:10.830Z,,,,
Feature,agenciasviajes.125,,geom,Colibri Agence Adventure Dans Le Monde S.R.L.,C. Juan Manuel Caceres #1891,SOPOCACHI ALTO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 3,3,,brenda.zuniga,2016-06-07T23:50:15.013Z,,,,
Feature,agenciasviajes.126,,geom,La Paz Travel,C. Yanacocha #860,NORTE,Comercio y Servicios,ACT.AGENCIAS DE VIAJES Y ASISTENCIA A TURISTAS NCP,PERIFERICA,DISTRITO 11,1,,brenda.zuniga,2016-06-08T14:05:41.653Z,,,,
Feature,agenciasviajes.127,,geom,Zingara Travel,Av. Montenegro #724,SAN MIGUEL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,SUR,DISTRITO 19,19,,brenda.zuniga,2016-06-08T14:06:03.473Z,,,,
Feature,agenciasviajes.128,,geom,Tropero Tours,C. Díaz Romero #1311,MIRAFLORES,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 2,2,,brenda.zuniga,2016-06-08T14:12:38.943Z,,Point,-68.12262503,-16.50144087
Feature,agenciasviajes.129,,geom,Condoriri,C. Francisco Bedregal #675,SOPOCACHI BAJO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 3,3,,brenda.zuniga,2016-06-08T14:54:27.570Z,,,,
Feature,agenciasviajes.130,,geom,Turismo Balas Limitada,C. 18 Domingo Flores #8027,CALACOTO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,SUR,DISTRITO 19,19,,brenda.zuniga,2016-06-08T14:57:01.050Z,,,,
Feature,agenciasviajes.131,,geom,Kuma Tours,Pje. Bernando Trigo N°:447 Edif.  Arrieta Piso 2 Of. 1,CENTRAL,Comercio y Servicios,ACT.AGENCIAS DE VIAJES Y ASISTENCIA A TURISTAS NCP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-08T15:08:46.177Z,,Point,-68.13057711,-16.50400848
Feature,agenciasviajes.132,,geom,Canopy Extremo,C. Illampu #850,ROSARIO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-08T15:39:56.240Z,,,,
Feature,agenciasviajes.133,,geom,Rivers Tours S.R.L.,C. Sagárnaga #189 Edif.  Michel Galería Doryan Piso 2 Of. 24,ROSARIO(COTAHUMA),Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,6,,brenda.zuniga,2016-06-08T15:42:15.417Z,,Point,-68.13757696,-16.49699148
Feature,agenciasviajes.134,,geom,Jungla & Pampa Hotel Resort,Av. Montenegro #1350,SAN MIGUEL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,SUR,DISTRITO 19,19,,brenda.zuniga,2016-06-08T18:48:49.480Z,,,,
Feature,agenciasviajes.135,,geom,Operadora de Turismo Receptivo - Adolfo Andino,C. Sagárnaga #384,CENTRAL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-08T19:03:30.383Z,,Point,-68.13913901,-16.49791729
Feature,agenciasviajes.136,,geom,Harpy Eagle Reisen,Av. Illampu #750 Edif.  Hostal Gloria Piso Pb Oficina 3,ROSARIO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-08T19:06:01.570Z,,,,
Feature,agenciasviajes.137,,geom,Breze High,C. Linares #837,ROSARIO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-08T20:08:07.143Z,,,,
Feature,agenciasviajes.138,,geom,Lauretana Ltda.,C. Ballivián #1211,CENTRAL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-08T20:09:11.273Z,,,,
Feature,agenciasviajes.139,,geom,Inca land Tours Ltda.,C. Sagárnaga #233 Edif.  Galería Gladys Piso Mezanine Oficina 03,ROSARIO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-08T20:17:44.097Z,,Point,-68.1380159,-16.49724575
Feature,agenciasviajes.140,,geom,Maya tours,C. Linares #971,ROSARIO(COTAHUMA),Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,6,,brenda.zuniga,2016-06-08T20:35:25.473Z,,Point,-68.13789512,-16.4980115
Feature,agenciasviajes.141,,geom,Maya Tours,C. Illampu #775,ROSARIO(COTAHUMA),Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,6,,brenda.zuniga,2016-06-08T20:36:27.210Z,,Point,-68.1398092,-16.49600727
Feature,agenciasviajes.142,,geom,Explorandes Tours & Travel S.R.L.,Av. Ballivian Esq. C. 11 #504,CALACOTO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,SUR,DISTRITO 19,18,,brenda.zuniga,2016-06-08T20:59:35.810Z,,Point,-68.08814062,-16.54053126
Feature,agenciasviajes.143,,geom,The Line Adventure,C. Loayza #406,CENTRAL,Comercio y Servicios,ACT.AGENCIAS DE VIAJES Y ASISTENCIA A TURISTAS NCP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-08T20:59:11.247Z,,,,
Feature,agenciasviajes.144,,geom,Abotour Ltda.,Av. 16 de Julio #1440 Edif.  Hermann Piso 12 Oficina 1202,SAN PEDRO BAJO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,6,,brenda.zuniga,2016-06-08T21:02:12.017Z,,Point,-68.13377004,-16.50085857
Feature,agenciasviajes.145,,geom,"Servicios Turísticos ""Buho´s Tours""",C.  Sagárnaga #242,ROSARIO(COTAHUMA),Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,6,,brenda.zuniga,2016-06-08T21:05:19.653Z,,Point,-68.13813728,-16.49717509
Feature,agenciasviajes.146,,geom,Millenium Adventure Expeditions S.R.L.,C. Sagárnaga #229 Edif.  Hotel Happy Days Piso Pb. Oficina 1 y 2,ROSARIO(COTAHUMA),Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,6,,brenda.zuniga,2016-06-08T21:35:08.517Z,,Point,-68.13788947,-16.49715319
Feature,agenciasviajes.147,,geom,Travel Tracks ,C. Sagárnaga #362,ROSARIO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-08T21:36:13.753Z,,,,
Feature,agenciasviajes.148,,geom,Ambar S.R.L. Representaciones en General,Av. Mariscal Santa Cruz #1322 Edif.  Mariscal Santa Cruz Piso 1 Oficina 1,SAN PEDRO BAJO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,1,,brenda.zuniga,2016-06-08T21:43:15.463Z,,Point,-68.13450969,-16.50000933
Feature,agenciasviajes.149,,geom,Actividades de viajes y actividades publicitarias.,C. Sucre #949,NORTE,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,PERIFERICA,DISTRITO 11,11,,brenda.zuniga,2016-06-08T21:46:21.473Z,,,,
Feature,agenciasviajes.150,,geom,Miramar Tours,Av. Bustamante C. 15 #7791 Edif.  Torre Super Mercado Ketal Oficina 4,CALACOTO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,SUR,DISTRITO 19,19,,brenda.zuniga,2016-06-08T21:50:30.753Z,,Point,-68.08380325,-16.53983608
Feature,agenciasviajes.151,,geom,Travel Pal,Av. Montenegro #S/N,CALACOTO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,SUR,DISTRITO 19,19,,brenda.zuniga,2016-06-08T21:52:30.723Z,,,,
Feature,agenciasviajes.152,,geom,Alaya Adventura S.R.L.,C. Luis Uría de la Oliva #2661 Edif.  Hermanos Gonzales Piso 1 Oficina 4,SOPOCACHI,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 3,3,,brenda.zuniga,2016-06-08T21:59:04.793Z,,Point,-68.12785995,-16.51431482
Feature,agenciasviajes.153,,geom,Top Tours,C. Bueno #159,CENTRAL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-08T22:07:03.910Z,,Point,-68.13237595,-16.50071938
Feature,agenciasviajes.154,,geom,Bolivia Pachamama Travel Consultants,C. Sagárnaga #316,ROSARIO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-08T22:03:29.900Z,,,,
Feature,agenciasviajes.155,,geom,Turismo el Solario,C. Sagárnaga #213,ROSARIO(COTAHUMA),Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,6,,brenda.zuniga,2016-06-08T22:10:07.623Z,,,,
Feature,agenciasviajes.156,,geom,Wiñaymarka,C. Sagárnaga #237 Edif.  Galería Gladys Piso Mezanine Oficina 12,ROSARIO(COTAHUMA),Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,6,,brenda.zuniga,2016-06-08T22:21:33.437Z,,Point,-68.13803161,-16.49725828
Feature,agenciasviajes.157,,geom,Nayra Tours,C. Illampu #863,ROSARIO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-08T22:25:25.613Z,,,,
Feature,agenciasviajes.158,,geom,Vagary Adventure Travel ,C. Sagárnaga #339 Edif.  Hostal Maya Piso 1 Oficina 1,ROSARIO(COTAHUMA),Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,1,,brenda.zuniga,2016-06-08T22:27:30.967Z,,Point,-68.13900236,-16.49782732
Feature,agenciasviajes.159,,geom,Extreme Expeditions Of Urbi Et Orbi S.R.L.,C. Comercio #1435 C. Sagárnaga N°:177 Edif. :GALA CENTRO PISO:2 OFICINA:10,CENTRAL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-08T22:37:37.530Z,,,,
Feature,agenciasviajes.160,,geom,Expeditours Bolivia,C. Segundo Crucero #1324,NORTE,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,PERIFERICA,DISTRITO 11,11,,brenda.zuniga,2016-06-08T22:39:43.210Z,,,,
Feature,agenciasviajes.161,,geom,Travel Agency El Collao,Av. I. de Las Muñecas #145,SAN SEBASTIAN,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-08T23:00:45.823Z,,,,
Feature,agenciasviajes.162,,geom,Fremen Tours La Paz,Av. 20 de Octubre #2396,SOPOCACHI,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 3,3,,brenda.zuniga,2016-06-08T22:43:01.843Z,,,,
Feature,agenciasviajes.163,,geom,Agencia de viajes y organizadores,Av. Sanchez Bustamant #7979,CALACOTO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,SUR,DISTRITO 19,0,,brenda.zuniga,2016-06-08T22:45:32.473Z,"SE REPITE, SÓLO TIENE UNA SUCURSAL",,,
Feature,agenciasviajes.164,,geom,Tusoco Viajes S.R.L. ,C. Sagárnaga #227 Edif.  Galería El Paraizo Piso Pb Oficina 1,ROSARIO(COTAHUMA),Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,3,,brenda.zuniga,2016-06-08T22:48:40.167Z,,Point,-68.13792766,-16.49718319
Feature,agenciasviajes.165,,geom,Detour S.R.L.,C. Montenegro #1094,SAN MIGUEL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,SUR,DISTRITO 19,19,,brenda.zuniga,2016-06-08T22:52:20.760Z,,,,
Feature,agenciasviajes.166,,geom,Turismo Colque S.R.L.,Av. Mariscal Santa Cruz #1003 Edif.  Casanovas Piso Mezanine Oficina 205,CENTRAL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-08T23:03:48.157Z,,Point,-68.13608707,-16.49695603
Feature,agenciasviajes.167,,geom,Sanvitur,C. Mercado #1335 Edif.  América Piso 8 Oficina 802,CENTRAL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-08T23:17:56.303Z,,Point,-68.13311932,-16.49829908
Feature,agenciasviajes.168,,geom,Trans World Travel Agency Ltda.,Av. Arequipa Shopping Sur #8221,LA FLORIDA,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,SUR,DISTRITO 19,19,,brenda.zuniga,2016-06-08T23:20:37.600Z,,Point,-68.09135906,-16.54500762
Feature,agenciasviajes.169,,geom,Carambola Tours,C. Pinilla #598,SOPOCACHI,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 3,3,,brenda.zuniga,2016-06-08T23:23:30.213Z,,,,
Feature,agenciasviajes.170,,geom,Moor Representaciones,Av. Julio Patiño #1366 Edif.  Lopez Azero Piso 1 Oficina 13,CALACOTO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,SUR,DISTRITO 19,19,,brenda.zuniga,2016-06-08T23:32:58.970Z,,,,
Feature,agenciasviajes.171,,geom,Magri Turismo,C. 20 #1383,CALACOTO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,SUR,DISTRITO 19,18,,brenda.zuniga,2016-06-08T23:44:32.003Z,,Point,-68.07882851,-16.53942815
Feature,agenciasviajes.172,,geom,V & M Agencia,C. 24 Av. Ballivián #1578 Edif.  Torre Cesur Piso 4 Oficina 406,CALACOTO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,SUR,DISTRITO 19,19,,brenda.zuniga,2016-06-08T23:40:47.450Z,,Point,-68.07556652,-16.53971296
Feature,agenciasviajes.173,,geom,Magri Turismo Limitada,C. Capitán Ravelo #2101 Edif.  Capital Ravelo Piso Pb. Oficina 1,SOPOCACHI BAJO(CENTRO),Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-08T23:43:45.533Z,,Point,-68.1276156,-16.50541594
Feature,agenciasviajes.174,,geom,Emete Mayorista de viajes Ltda.,C. Capitán Ravelo #2101 Edif.  Capital Ravelo Piso Pb. Oficina 1,SOPOCACHI BAJO(CENTRO),Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-08T23:42:57.377Z,,Point,-68.12755906,-16.50548341
Feature,agenciasviajes.175,,geom,Gloria Tours S.R.L.,C. Potosí #909,CENTRAL,Comercio y Servicios,ACT.AGENCIAS DE VIAJES Y ASISTENCIA A TURISTAS NCP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-08T23:45:53.513Z,,Point,-68.13590096,-16.49564663
Feature,agenciasviajes.176,,geom,Magri Tour Operator Ltda.,C. Capitán Ravelo #2101,SOPOCACHI (CENTRO),Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,clara.revollo,2016-06-06T13:38:28.083Z,,Point,-68.1276876,-16.50529653
Feature,agenciasviajes.177,,geom,Agencia de viaje,PA JIMENEZ #818,ROSARIO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-08T23:47:32.747Z,"COCA ADVENTURE TRAVEL AGENCY ""CATA"" ERROR AL TRANSCRIBIR EL NOMBRE DE LA EMPRESA",,,
Feature,agenciasviajes.178,,geom,Carmoar Tours Bolivia S.R.L.,C. Murillo #902 Edif.  Galería Chuquiago Oficina 902,ROSARIO(COTAHUMA),Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,3,,brenda.zuniga,2016-06-08T23:53:51.650Z,,,,
Feature,agenciasviajes.179,,geom,Agencia de viaje,C. Menendez y Pelayo #1019 Edif.  Elena Piso 1 Oficina 1,CRISTO REY,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 3,3,,brenda.zuniga,2016-06-09T00:03:42Z,"ANDEAN EXPEDITIONS DIRNINGER, ERROR AL TRANSFERIR LOS NOMBRES PARA LA LICENCIA DE FUNCIONAMIENTO",Point,-68.13454446,-16.51406213
Feature,agenciasviajes.180,,geom,Taypi Tours ,C. Linares #922,ROSARIO(COTAHUMA),Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,6,,brenda.zuniga,2016-06-09T00:06:29.233Z,,,,
Feature,agenciasviajes.181,,geom,Skywalk Adventure Agencia de Turismo,C. Linares #303,SAN PEDRO ALTO,Comercio y Servicios,ACT.AGENCIAS DE VIAJES Y ASISTENCIA A TURISTAS NCP,COTAHUMA,DISTRITO 6,6,,brenda.zuniga,2016-06-09T00:09:06.960Z,,Point,-68.13769027,-16.49871516
Feature,agenciasviajes.182,,geom,Skorpios Cargo,Av. 6 de Agosto #2464,SOPOCACHI,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 3,3,,brenda.zuniga,2016-06-09T00:12:42.287Z,,,,
Feature,agenciasviajes.183,,geom,Hanaqpacha Travel,C. Apolinar Jaen #734,CENTRAL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T00:16:45.307Z,,,,
Feature,agenciasviajes.184,,geom,Agencia de viaje,C. Sagárnaga #288,ROSARIO,Comercio y Servicios,ACT.AGENCIAS DE VIAJES Y ASISTENCIA A TURISTAS NCP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T00:17:48.030Z,NO SE ENCUENTRA POR EL NOMBRE,,,
Feature,agenciasviajes.185,,geom,Atlas Tours Bolivia S.R.L.,C. Mercado #1362,CENTRAL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T00:19:58.337Z,,,,
Feature,agenciasviajes.186,,geom,Taqui Travel,C. Mururata #889,VILLA FATIMA,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,PERIFERICA,DISTRITO 13,13,,brenda.zuniga,2016-06-09T00:22:31.480Z,,,,
Feature,agenciasviajes.187,,geom,Magical Journey,C. Tarija #210,SAN PEDRO BELEN,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,6,,brenda.zuniga,2016-06-09T00:21:05.507Z,,,,
Feature,agenciasviajes.188,,geom,Pure Bolivia S.R.L.,C. Lisímaco Gutierrez #481,SOPOCACHI,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 3,3,,brenda.zuniga,2016-06-09T00:27:34.310Z,,,,
Feature,agenciasviajes.189,,geom,Tincuta Aventura Travel,C. Murillo #776,ROSARIO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T00:28:22.223Z,,,,
Feature,agenciasviajes.190,,geom,Atlantis Bolivia,Av. 16 de Julio #1566,SAN PEDRO BAJO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,COTAHUMA,DISTRITO 6,6,,brenda.zuniga,2016-06-09T00:33:25.440Z,,Point,-68.13310908,-16.50153658
Feature,agenciasviajes.191,,geom,Free Bikes Mountain Biking Tour Operator,C. Sagárnaga #271,SAN PEDRO BELEN,Comercio y Servicios,ACT.AGENCIAS DE VIAJES Y ASISTENCIA A TURISTAS NCP,COTAHUMA,DISTRITO 6,6,,brenda.zuniga,2016-06-09T12:49:15.217Z,,,,
Feature,agenciasviajes.192,,geom,Corandina Travel & Tour,Av. Ecuador #2458,SOPOCACHI,Comercio y Servicios,ACT.AGENCIAS DE VIAJES Y ASISTENCIA A TURISTAS NCP,COTAHUMA,DISTRITO 3,3,,brenda.zuniga,2016-06-09T12:50:16.653Z,,,,
Feature,agenciasviajes.193,,geom,Bolivian Premiun Tours,C. Cordero #976 Edif.  Terranova Piso 1 Oficina 5,SAN MIGUEL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,SUR,DISTRITO 19,19,,brenda.zuniga,2016-06-09T12:52:24.957Z,,Point,-68.0776657,-16.54460843
Feature,agenciasviajes.194,,geom,Cuellarrd Turismo,C. Potosí Esq. Loayza #1375 Edif.  Fenix Piso Pb Oficina 3A,CENTRAL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T12:55:04.160Z,,Point,-68.1324208,-16.49770055
Feature,agenciasviajes.195,,geom,Ritz Travel s.a.,Pza. Isabel la Católica #2478,SOPOCACHI BAJO(CENTRO),Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T12:56:52.213Z,,Point,-68.12477616,-16.50927028
Feature,agenciasviajes.196,,geom,R.T.M. ,C. Adrian Patiño #8317 Edif.  Hugo Piso 5 oficina 5A,CALACOTO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,SUR,DISTRITO 19,19,,brenda.zuniga,2016-06-09T13:00:57.217Z,,Point,-68.07698404,-16.54140017
Feature,agenciasviajes.197,,geom,Definitely Bolivia S.R.L.,C. 21 Francisco Pinedo #4,ACHUMANI,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,SUR,DISTRITO 18,18,,brenda.zuniga,2016-06-09T13:02:21.320Z,,,,
Feature,agenciasviajes.198,,geom,Agencia de viaje,C. Rene Moreno #18,SAN MIGUEL,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,SUR,DISTRITO 19,19,,brenda.zuniga,2016-06-09T13:04:58.840Z,PANTUR S.R.L.,,,
Feature,agenciasviajes.199,,geom,Free Bikes Mountain Biking Tour Operator,C. Illampu #867,ROSARIO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T13:06:27.327Z,,,,
Feature,agenciasviajes.200,,geom,El Lobo,C. Illampu #807 .,ROSARIO,Comercio y Servicios,ACT.AGENCIAS DE VIAJES Y ASISTENCIA A TURISTAS NCP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T13:09:07.740Z,,Point,-68.1395608,-16.49670009
Feature,agenciasviajes.201,,geom,Bolivia Hop,C. Santa Cruz #265,ROSARIO,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,CENTRO,DISTRITO 1,1,,brenda.zuniga,2016-06-09T13:10:33.303Z,,,,
Feature,agenciasviajes.202,,geom,Inca Trail Yungas Takesi,C. Pedro Padilla #20,VILLA EL CARMEN,Comercio y Servicios,AGENCIAS DE VIAJE Y ORGANIZACION DE VIAJES EN GRUP,PERIFERICA,DISTRITO 13,13,,brenda.zuniga,2016-06-09T13:15:52.663Z,,,,
